"","BirdID","BloodID","NotSure","Objective","PlateID","U_PlateID","CqGAPDH","EffGAPDH","DiffGAPDH","CqTelomere","EffTelomere","DiffTelomere","RTL","Whodunnit","obsno","CatchID","BloodSource","Status","OccasionDate","Island","birthyear","birthday","occasionyear","age_year","age_date","AveAge","WithinAge","BirthFieldPeriodID","SexEstimate","OccasionID","TerritoryID","FieldPeriodID","Year","TerritoryNumber","TQ","TQcorrected","newstat","avg_invert","RTL_z","lifespan","newlifespan"
"536",1665,1000,3657,8,37,"8_37",24.245,1.8555,0.376,19.046,1.7795,0.22,0.32,"EAF",1,2658,"A","ABX","2002-07-18","CN",2001,"2001-11-21",2002,1,239,3,-2,40,0,1052,24,41,NA,NA,NA,NA,"Sub",NA,-1.51933972233315,1481,1481
"537",1665,2805,1697,4,32,"4_32",22.86733333,1.996,0.291,11.62766667,1.828666667,0.302,1.9,"EB",1,5214,"A","BrF","2005-11-13","CN",2001,"2001-11-21",2005,4,1453,3,1,40,0,1742,174,54,NA,NA,NA,NA,"Dom",NA,2.61483165027804,1481,1481
"538",1665,2900,1612,4,26,"4_26",24.91066667,1.978,0.105,14.86366667,1.805666667,0.051,1.14,"EB",1,5258,"A","BrF","2005-11-26","CN",2001,"2001-11-21",2005,4,1466,3,1,40,0,1763,113,54,NA,NA,NA,NA,"Dom",NA,0.62624288876886,1481,1481
"539",1666,1002,1529,4,2,"4_2",23.88333333,1.866666667,0.421,12.13,1.787,0.28,1.23,"EB",1,2660,"A","BrM","2002-07-19","CN",2001,"2001-07-20",2002,1,364,1.33333333333333,-0.333333333333333,40,1,1053,39,41,NA,NA,NA,NA,"Dom",NA,0.861733663158105,NA,439
"540",1666,61,1906,4,9,"4_9",23.344,1.957333333,0.366,12.80133333,1.789333333,0.149,1.03,"EB",1,2984,"A","BrM","2003-06-12","CN",2001,"2001-07-20",2003,2,692,1.33333333333333,0.666666666666667,40,1,1129,39,30,2003,28.1,14994.66701,14994.66701,"Dom",3.65308711307692,0.338420831182005,NA,439
"541",1666,1119,1382,3,92,"3_92",23.98166667,1.871333333,0.42,12.648,1.759666667,0.353,1.11,"EB",1,2774,"A","BrM","2002-09-10","CN",2001,"2001-07-20",2002,1,417,1.33333333333333,-0.333333333333333,40,1,1105,39,41,NA,NA,NA,NA,"Dom",NA,0.547745963972445,NA,439
"542",1667,1104,3782,8,6,"8_6",24.315,1.914,0.026,17.905,1.8135,0.106,0.6,"EAF",1,2759,"A","H","2002-09-03","CN",2001,"2001-11-24",2002,1,283,1,0,40,1,1100,34,41,NA,NA,NA,NA,"Sub",NA,-0.786701757566612,647,312
"543",1667,1008,3533,8,31,"8_31",22.985,1.9645,0.014,16.706,1.7905,0.242,0.51,"EAF",1,2666,"A","H","2002-07-21","CN",2001,"2001-11-24",2002,1,239,1,0,40,1,1056,34,41,NA,NA,NA,NA,"Sub",NA,-1.02219253195586,647,312
"544",1669,3347,1720,4,33,"4_33",22.74133333,1.966333333,0.443,12.27966667,1.791,0.263,1.2,"EB",1,5691,"A","BrF","2007-01-23","CN",2001,"2001-07-24",2007,6,2009,7.4,-1.4,40,0,1978,68,77,NA,NA,NA,NA,"Dom",2.69293973207143,0.78323673836169,5180,4972
"545",1669,5357,3588,8,33,"8_33",23.853,1.8295,0.042,17.8015,1.7455,0.439,0.49,"EAF",1,7997,"A","H","2012-07-13","CN",2001,"2001-07-24",2012,11,4007,7.4,3.6,40,0,4248,68,116,2012,47.1,8646.228971,8646.228971,"Sub",4.47840260407143,-1.07452381515347,5180,4972
"546",1669,1016,3039,7,46,"7_46",23.367,1.8895,0.19,14.7095,1.793,0.017,1.43,"EAF",1,2674,"A","SEEN1","2002-07-23","CN",2001,"2001-07-24",2002,1,364,7.4,-6.4,40,0,1057,71,41,NA,NA,NA,NA,"Sub",NA,1.38504649513421,5180,4972
"547",1669,4330,2640,7,26,"7_26",22.863,1.9135,0.012,17.647,1.826,0.196,0.17,"EAF",1,6748,"A","H","2009-07-28","CN",2001,"2001-07-24",2009,8,2926,7.4,0.6,40,0,2492,68,92,2009,47.1,7531.912884,7531.912884,"Sub",4.5509424385,-1.91182434631523,5180,4972
"548",1669,5377,3488,8,29,"8_29",23.5225,1.9175,0.033,16.185,1.803,0.362,1.1,"EAF",1,8019,"A","H","2012-09-13","CN",2001,"2001-07-24",2012,11,4069,7.4,3.6,40,0,4376,68,116,2012,47.1,8646.228971,8646.228971,"Sub",4.47840260407143,0.52158032237364,5180,4972
"549",1670,1018,1665,4,3,"4_3",23.82766667,1.860333333,0.354,12.606,1.771333333,0.434,1.14,"EB",1,2676,"A","BrM","2002-07-25","CN",2001,"2001-07-26",2002,1,364,1,0,40,1,1058,55,41,NA,NA,NA,NA,"Dom",NA,0.62624288876886,NA,433
"550",1671,1022,3803,8,7,"8_7",23.78,1.8765,0.004,17.0825,1.8035,0.151,0.74,"EAF",1,2640,"A","OFL","2002-07-25","CN",2002,"2002-04-27",2002,0,89,0.5,-0.5,41,1,1058,55,41,NA,NA,NA,NA,"Sub",NA,-0.420382775183341,NA,158
"551",1671,123,3806,8,7,"8_7",23.237,1.9315,0.004,16.151,1.7805,0.224,0.89,"EAF",1,2998,"A","ABX","2003-07-09","CN",2002,"2002-04-27",2003,1,438,0.5,0.5,41,1,1161,59,30,2003,42,25316.02126,25316.02126,"Sub",3.65308711307692,-0.0278981512012657,NA,158
"552",1672,3325,1715,4,33,"4_33",22.63366667,1.937,0.105,12.292,1.807666667,0.226,1.1,"EB",1,5680,"A","BrF","2007-01-13","CN",2001,"2001-07-28",2007,6,1995,5,1,40,0,1969,99,77,NA,NA,NA,NA,"Dom",2.69293973207143,0.52158032237364,2011,2011
"553",1672,2940,1629,4,27,"4_27",22.88933333,1.982666667,0.076,13.636,1.827666667,0.421,0.54,"EB",1,5269,"A","BrF","2005-12-04","CN",2001,"2001-07-28",2005,4,1590,5,-1,40,0,1776,99,54,NA,NA,NA,NA,"Dom",NA,-0.943695607159442,2011,2011
"554",1673,87,1411,4,10,"4_10",22.89966667,1.921333333,0.134,12.18833333,1.779666667,0.288,0.88,"EB",1,3000,"A","H","2003-06-24","CN",2001,"2001-07-31",2003,2,693,1.66666666666667,0.333333333333333,40,0,1146,25,30,2003,19,12909.90373,12909.90373,"Sub",3.65308711307692,-0.0540637928000708,NA,428
"555",1673,1028,1804,4,4,"4_4",23.98633333,1.947333333,0.245,12.93066667,1.808,0.146,0.96,"EB",1,2685,"A","H","2002-07-30","CN",2001,"2001-07-31",2002,1,364,1.66666666666667,-0.666666666666667,40,0,1066,16,41,NA,NA,NA,NA,"Sub",NA,0.155261339990369,NA,428
"556",1673,63,1770,4,37,"4_37",24.46933333,1.867,0.207,13.52266667,1.735,0.205,1,"EB",1,2999,"A","H","2003-06-13","CN",2001,"2001-07-31",2003,2,682,1.66666666666667,0.333333333333333,40,0,1130,112,30,2003,78,14442.73026,14442.73026,"Sub",3.65308711307692,0.25992390638559,NA,428
"557",1675,1032,3534,8,31,"8_31",22.8305,1.8875,0.027,15.57,1.809,0.364,0.89,"EAF",1,2689,"A","OFL","2002-07-31","CN",2002,"2002-04-03",2002,0,119,0,0,41,NA,1069,15,41,NA,NA,NA,NA,"Sub",NA,-0.0278981512012657,517,182
"558",1676,1033,3284,8,20,"8_20",23.287,1.905,0.05,15.63,1.8345,0.228,1.35,"EAF",1,2690,"A","ABX","2002-07-31","CN",2001,"2001-12-04",2002,1,239,1,0,40,1,1069,45,41,NA,NA,NA,NA,"Sub",NA,1.17572136234377,302,302
"559",1677,1038,3140,8,13,"8_13",23.287,1.9345,0.078,16.0465,1.837,0.191,1.1,"EAF",1,2695,"A","ABX","2002-08-02","CN",2001,"2001-12-06",2002,1,239,1,0,40,1,1072,135,41,NA,NA,NA,NA,"Sub",NA,0.52158032237364,1133,300
"560",1678,4215,1096,3,68,"3_68",22.71666667,1.978666667,0.069,11.423,1.810666667,0.203,1.08,"EB",1,6607,"A","BrF","2008-08-07","CN",2002,"2002-07-21",2008,6,2209,7.66666666666667,-1.66666666666667,41,0,2193,129,87,2008,88,2253.544623,2253.544623,"Dom",2.59212595028571,0.46924903917603,4244,4089
"561",1678,4013,2925,7,40,"7_40",23.1275,1.9545,0.049,15.6305,1.7975,0.059,0.91,"EAF",2,6390,"A","BrF","2009-01-15","CN",2002,"2002-07-21",2009,7,2370,7.66666666666667,-0.666666666666667,41,0,2264,129,90,2009,88,40128.2328,40128.2328,"Dom",3.28909595685714,0.0244331319963444,4244,4089
"562",1678,5386,2934,7,40,"7_40",23.1845,1.9645,0.065,14.8385,1.8545,0.201,1.57,"EAF",1,8028,"A","BrF","2012-09-16","CN",2002,"2002-07-21",2012,10,3710,7.66666666666667,2.33333333333333,41,0,4382,129,116,2012,88,10252.69402,10252.69402,"Dom",4.47840260407143,1.75136547751748,4244,4089
"563",1681,1045,3222,8,17,"8_17",23.4505,1.9195,0.013,15.606,1.8245,0.414,1.61,"EAF",1,2702,"A","ABX","2002-08-02","CN",2001,"2001-12-06",2002,1,239,1,0,40,1,1073,137,41,NA,NA,NA,NA,"Sub",NA,1.8560280439127,300,300
"564",1682,122,1428,4,11,"4_11",25.61766667,1.976,0.472,14.90066667,1.811666667,0.326,1.28,"EB",1,3001,"A","BrM","2003-07-09","CN",2001,"2001-12-10",2003,2,576,3.5,-1.5,40,1,1161,165,30,2003,108,42300.52504,42300.52504,"Dom",3.65308711307692,0.992561871152131,2463,2463
"565",1682,2952,2716,7,30,"7_30",22.97,1.827,0.036,15.2905,1.7395,0.061,0.86,"EAF",1,5285,"A","BrM","2005-12-08","CN",2001,"2001-12-10",2005,4,1459,3.5,0.5,40,1,1781,165,54,NA,NA,NA,NA,"Dom",NA,-0.106395075997681,2463,2463
"566",1682,4208,1188,3,76,"3_76",22.45566667,1.957666667,0.248,11.92433333,1.840333333,0.164,0.99,"EB",1,6600,"A","BrM","2008-08-06","CN",2001,"2001-12-10",2008,7,2431,3.5,3.5,40,1,2375,165,87,2008,108,16659.21303,16659.21303,"Dom",2.59212595028571,0.233758264786785,2463,2463
"567",1682,1046,2999,7,44,"7_44",23.3905,1.899,0.001,17.11,1.814,0.222,0.42,"EAF",1,2703,"A","FLOAT","2002-08-06","CN",2001,"2001-12-10",2002,1,239,3.5,-2.5,40,1,1074,72,41,NA,NA,NA,NA,"Sub",NA,-1.2576833063451,2463,2463
"568",1684,52,1820,4,40,"4_40",23.96133333,1.9,0.089,16.30533333,1.73,0.264,0.75,"EB",1,3002,"A","BrM","2003-06-07","CN",2000,"2000-11-24",2003,3,925,2,1,39,1,1125,40,30,2003,29,3904.914362,3904.914362,"Dom",3.65308711307692,-0.394217133584536,NA,677
"569",1684,942,3304,8,20,"8_20",23.0215,1.8885,0.021,15.17,1.764,0.064,1.46,"EAF",1,2518,"A","ABX","2001-07-21","CN",2000,"2000-11-24",2001,1,239,2,-1,39,1,1040,2,40,NA,NA,NA,NA,"Sub",NA,1.46354341993062,NA,677
"570",1685,4118,1381,3,91,"3_91",24.28366667,1.869666667,0.16,13.82866667,1.757,0.382,0.87,"EB",1,6506,"A","BrF","2009-02-16","CN",2002,"2002-07-30",2009,7,2393,7,0,41,0,2310,116,90,2009,81,24487.08963,24487.08963,"Dom",3.28909595685714,-0.0802294343988758,2964,2964
"571",1695,1123,1877,4,7,"4_7",24.07266667,1.912333333,0.251,13.13866667,1.804666667,0.368,0.81,"EB",1,2778,"A","BrM","2002-09-11","CN",2001,"2001-09-12",2002,1,364,1.5,-0.5,40,1,1107,46,41,NA,NA,NA,NA,"Dom",NA,-0.237223283991706,NA,385
"572",1695,53,3363,8,23,"8_23",23.135,1.949,0.104,15.4235,1.773,0.005,1.24,"EAF",2,3004,"A","BrM","2003-06-09","CN",2001,"2001-09-12",2003,2,635,1.5,0.5,40,1,1126,45,30,2003,32,19130.30157,19130.30157,"Dom",3.65308711307692,0.88789930475691,NA,385
"573",1697,1126,2673,7,28,"7_28",23.6355,1.9045,0.005,16.0225,1.8295,0.391,0.97,"EAF",1,2781,"A","ABX","2002-09-11","CN",2002,"2002-01-15",2002,0,239,0.5,-0.5,40,0,1107,52,41,NA,NA,NA,NA,"Sub",NA,0.181426981589174,2070,2070
"574",1697,149,1825,4,41,"4_41",24.53233333,1.834666667,0.31,14.13733333,1.763333333,0.179,0.66,"EB",1,3005,"A","BrF","2003-07-27","CN",2002,"2002-01-15",2003,1,558,0.5,0.5,40,0,1177,93,30,2003,62.1,8576.16053,8576.16053,"Dom",3.65308711307692,-0.629707907973782,2070,2070
"575",1698,118,1425,4,11,"4_11",23.277,1.943333333,0.356,12.38866667,1.783,0.286,1.15,"EB",1,3006,"A","ABX","2003-07-08","CN",2001,"2001-09-12",2003,2,664,3.75,-1.75,40,1,1158,57,30,2003,41,31259.13621,31259.13621,"Sub",3.65308711307692,0.652408530367665,3285,3285
"576",1698,4588,2664,7,27,"7_27",23.13,1.9215,0.138,15.7525,1.8,0.215,0.83,"EAF",1,7057,"A","BrM","2010-07-20","CN",2001,"2001-09-12",2010,9,3233,3.75,5.25,40,1,3448,51,104,2010,35,28835.48319,28835.48319,"Dom",3.4374523775,-0.184892000794096,3285,3285
"577",1698,1130,1880,4,7,"4_7",25.48133333,2.062666667,0.343,13.653,1.782,0.235,1.51,"EB",1,2785,"A","ABX","2002-09-11","CN",2001,"2001-09-12",2002,1,364,3.75,-2.75,40,1,1107,54,41,NA,NA,NA,NA,"Sub",NA,1.59437162792465,3285,3285
"578",1698,375,1831,4,41,"4_41",24.11533333,1.866,0.173,13.08266667,1.744666667,0.397,0.83,"EB",1,3690,"A","BrM","2004-08-01","CN",2001,"2001-09-12",2004,3,1054,3.75,-0.75,40,1,1432,51,34,2004,35,14485.58354,14485.58354,"Dom",3.1884100425,-0.184892000794096,3285,3285
"579",1699,186,1452,4,13,"4_13",23.015,1.931,0.207,12.384,1.783,0.157,1.41,"EB",1,3007,"A","ABX","2003-08-15","CN",2002,"2002-01-15",2003,1,577,0.5,0.5,40,1,1199,54,30,2003,38,14485.89313,14485.89313,"Sub",3.65308711307692,1.3327152119366,1691,1691
"580",1699,1131,3805,8,7,"8_7",23.8675,1.9125,0.003,16.823,1.806,0.014,0.91,"EAF",1,2786,"A","ABX","2002-09-11","CN",2002,"2002-01-15",2002,0,239,0.5,-0.5,40,1,1107,54,41,NA,NA,NA,NA,"Sub",NA,0.0244331319963444,1691,1691
"581",1700,1048,3412,8,26,"8_26",23.6895,1.914,0.165,16.8295,1.7935,0.159,0.76,"EAF",1,2705,"A","ABX","2002-08-06","CN",2001,"2001-12-10",2002,1,239,1,0,40,0,1074,72,41,NA,NA,NA,NA,"Sub",NA,-0.368051491985731,NA,296
"582",1701,1049,1811,4,4,"4_4",23.406,1.851333333,0.09,12.40633333,1.768666667,0.261,0.93,"EB",1,2706,"A","ABX","2002-08-07","CN",2001,"2001-08-08",2002,1,364,1,0,40,0,1075,9,41,NA,NA,NA,NA,"Sub",NA,0.0767644151939545,420,420
"583",1702,467,1522,4,19,"4_19",23.076,1.908666667,0.383,12.36366667,1.733333333,0.235,0.82,"EB",1,3882,"A","BrM","2005-06-06","CN",2002,"2002-08-03",2005,3,1038,3.4,-0.4,41,1,1528,23,37,NA,NA,NA,NA,"Dom",3.84936357792857,-0.211057642392901,2960,2960
"584",1702,288,2250,6,21,"6_21",22.683,1.912,0.028,15.036,1.7475,0.13,0.22,"EAF",2,3427,"A","ABX","2004-05-24","CN",2002,"2002-08-03",2004,2,660,3.4,-1.4,41,1,1266,3,32,NA,NA,NA,NA,"Sub",NA,-1.7809961383212,2960,2960
"585",1702,3749,1091,3,68,"3_68",22.91233333,1.979333333,0.231,12.62066667,1.829,0.117,0.6,"EB",1,6111,"A","BrM","2007-07-17","CN",2002,"2002-08-03",2007,5,1809,3.4,1.6,41,1,2222,23,82,2007,17,4715.507491,4715.507491,"Dom",2.00111878428571,-0.786701757566612,2960,2960
"586",1702,387,2242,6,20,"6_20",23.3735,1.92,0.007,13.097,1.7915,0.044,1.28,"EAF",1,3691,"A","BrM","2004-08-01","CN",2002,"2002-08-03",2004,2,729,3.4,-1.4,41,1,1430,23,34,2004,17,7735.935487,7735.935487,"Dom",3.1884100425,0.992561871152131,2960,2960
"587",1702,3382,2222,6,19,"6_19",23.575,1.942,0.044,14.5555,1.7795,0.113,0.6,"EAF",2,5723,"A","BrM","2007-06-12","CN",2002,"2002-08-03",2007,5,1774,3.4,1.6,41,1,2040,23,77,NA,NA,NA,NA,"Dom",2.69293973207143,-0.786701757566612,2960,2960
"588",1705,668,1822,4,40,"4_40",23.41333333,1.873666667,0.172,16.69666667,1.756333333,0.203,0.48,"EB",1,4467,"A","H","2005-09-04","CN",2002,"2002-08-06",2005,3,1125,2.33333333333333,0.666666666666667,41,NA,1724,1,37,NA,NA,NA,NA,"Sub",3.84936357792857,-1.10068945675227,1223,1223
"589",1705,534,1546,4,20,"4_20",23.28866667,1.875333333,0.287,12.74033333,1.736,0.368,1.09,"EB",1,3907,"A","H","2005-07-16","CN",2002,"2002-08-06",2005,3,1075,2.33333333333333,0.666666666666667,41,NA,1605,1,37,NA,NA,NA,NA,"Sub",3.84936357792857,0.495414680774835,1223,1223
"590",1705,45,2930,7,40,"7_40",23.588,1.9295,0.042,16.849,1.819,0.014,0.6,"EAF",1,2997,"A","H","2003-06-06","CN",2002,"2002-08-06",2003,1,304,2.33333333333333,-1.33333333333333,41,NA,1124,1,30,2003,1,6092.856566,6092.856566,"Sub",3.65308711307692,-0.786701757566612,1223,1223
"591",1706,1056,3264,8,19,"8_19",23.0585,2.009,0.031,14.562,1.813,0.022,1.66,"EAF",1,2713,"A","ABX","2002-08-14","CN",2001,"2001-12-18",2002,1,239,1,0,40,1,1080,72,41,NA,NA,NA,NA,"Sub",NA,1.98685625190672,288,288
"592",1707,4608,3644,8,36,"8_36",23.576,1.9185,0.02,17.904,1.8015,0.242,0.47,"EAF",1,7079,"A","BrF","2010-08-05","CN",2001,"2001-12-19",2010,9,3151,7.66666666666667,1.33333333333333,40,0,3476,477,104,2010,131,10787.548,10787.548,"Dom",3.4374523775,-1.12685509835108,6487,6289
"593",1707,1059,3079,8,10,"8_10",23.188,1.9585,0.092,15.8835,1.845,0.235,0.95,"EAF",1,2716,"A","ABX","2002-08-15","CN",2001,"2001-12-19",2002,1,239,7.66666666666667,-6.66666666666667,40,0,1081,66,41,NA,NA,NA,NA,"Sub",NA,0.129095698391564,6487,6289
"594",1707,5491,3443,8,27,"8_27",23.4615,1.9425,0.053,15.7595,1.7925,0.063,1.17,"EAF",1,8217,"A","BrF","2013-02-18","CN",2001,"2001-12-19",2013,12,4079,7.66666666666667,4.33333333333333,40,0,4570,477,118,2013,131,43212.28807,43212.28807,"Dom",4.09578878607143,0.704739813565275,6487,6289
"595",1707,4033,3108,8,11,"8_11",23.4895,1.944,0.041,16.6125,1.835,0.205,0.62,"EAF",1,6413,"A","BrF","2009-01-06","CN",2001,"2001-12-19",2009,8,2575,7.66666666666667,0.333333333333333,40,0,2276,477,90,2009,131,9813.464215,9813.464215,"Dom",3.28909595685714,-0.734370474369002,6487,6289
"596",1707,4683,3747,8,40,"8_40",23.0545,1.9745,0.067,15.999,1.824,0.26,0.75,"EAF",1,7169,"A","BrF","2011-06-28","CN",2001,"2001-12-19",2011,10,3478,7.66666666666667,2.33333333333333,40,0,3536,477,105,2011,131,21921.25621,21921.25621,"Dom",9.22112790171429,-0.394217133584536,6487,6289
"597",1707,3827,1733,4,34,"4_34",22.82566667,1.99,0.158,12.62166667,1.832,0.149,0.78,"EB",1,6197,"A","BrF","2007-08-21","CN",2001,"2001-12-19",2007,6,2071,7.66666666666667,-1.66666666666667,40,0,2233,77,82,2007,52.1,17358.30983,17358.30983,"Dom",2.00111878428571,-0.315720208788121,6487,6289
"598",1708,4095,1095,3,68,"3_68",22.47266667,1.999666667,0.131,12.02933333,1.859333333,0.197,0.63,"EB",1,6483,"A","BrM","2009-02-09","CN",2001,"2001-12-20",2009,8,2608,7.16666666666667,0.833333333333333,40,1,2303,98,90,2009,66,38494.18177,38494.18177,"Dom",3.28909595685714,-0.708204832770197,6120,5753
"599",1708,4335,2662,7,27,"7_27",25.6245,1.9005,0.139,21.313,1.842,0.3,0.14,"EAF",1,6755,"A","BrM","2009-08-11","CN",2001,"2001-12-20",2009,8,2791,7.16666666666667,0.833333333333333,40,1,2504,98,92,2009,66,16335.66031,16335.66031,"Dom",4.5509424385,-1.99032127111164,6120,5753
"600",1708,4690,3583,8,33,"8_33",23.672,1.8895,0.126,15.798,1.802,0.026,1.37,"EAF",1,7176,"A","BrM","2011-07-05","CN",2001,"2001-12-20",2011,10,3484,7.16666666666667,2.83333333333333,40,1,3529,98,105,2011,66,35216.96482,35216.96482,"Dom",9.22112790171429,1.22805264554138,6120,5753
"601",1708,4250,1097,3,68,"3_68",22.45966667,2.006666667,0.216,11.63433333,1.831,0.291,0.8,"EB",1,6646,"A","BrM","2008-08-17","CN",2001,"2001-12-20",2008,7,2432,7.16666666666667,-0.166666666666667,40,1,2202,98,87,2008,66,5946.114001,5946.114001,"Dom",2.59212595028571,-0.263388925590511,6120,5753
"602",1708,1063,2752,7,32,"7_32",23.4045,1.918,0.153,14.6775,1.8375,0.069,1.5,"EAF",1,2720,"A","ABX","2002-08-16","CN",2001,"2001-12-20",2002,1,239,7.16666666666667,-6.16666666666667,40,1,1083,98,41,NA,NA,NA,NA,"Sub",NA,1.56820598632584,6120,5753
"603",1708,4532,2973,7,42,"7_42",23.05,1.9145,0.038,16.086,1.823,0.27,0.49,"EAF",1,6993,"A","BrM","2010-02-28","CN",2001,"2001-12-20",2010,9,2992,7.16666666666667,1.83333333333333,40,1,3363,98,103,NA,NA,NA,NA,"Dom",2.94367555457143,-1.07452381515347,6120,5753
"604",1709,1064,2814,7,35,"7_35",23.083,1.96,0.042,16.7495,1.838,0.073,0.34,"EAF",1,2721,"A","ABX","2002-08-16","CN",2001,"2001-12-20",2002,1,239,1,0,40,1,1082,116,41,NA,NA,NA,NA,"Sub",NA,-1.46700843913554,1452,1452
"605",1710,4873,3605,8,34,"8_34",23.5865,1.92,0.103,16.6005,1.8045,0.015,0.8,"EAF",1,7365,"A","BrM","2011-09-11","CN",2002,"2002-05-21",2011,9,3400,7.5,1.5,41,1,3664,477,105,2011,131,21921.25621,21921.25621,"Dom",9.22112790171429,-0.263388925590511,5601,5041
"606",1710,101,3492,8,3,"8_3",23.362,1.941,0.006,16.3295,1.7945,0.065,0.97,"EAF",1,2995,"A","ABX","2003-06-28","CN",2002,"2002-05-21",2003,1,403,7.5,-6.5,41,1,1152,171,30,2003,114,8817.613799,8817.613799,"Sub",3.65308711307692,0.181426981589174,5601,5041
"607",1710,4909,3621,8,35,"8_35",23.5765,1.918,0.043,17.223,1.787,0.148,0.64,"EAF",1,7401,"A","BrM","2011-09-30","CN",2002,"2002-05-21",2011,9,3419,7.5,1.5,41,1,3687,477,105,2011,131,21921.25621,21921.25621,"Dom",9.22112790171429,-0.682039191171392,5601,5041
"608",1710,5887,3467,8,28,"8_28",23.1395,1.9425,0.105,16.972,1.778,0.486,0.49,"EAF",1,8647,"A","BrM","2014-06-23","CN",2002,"2002-05-21",2014,12,4416,7.5,4.5,41,1,9270,477,125,2014,131,11205.23837,11205.23837,"Dom",4.45790002828571,-1.07452381515347,5601,5041
"609",1710,5179,3624,8,35,"8_35",24.5585,1.916,0.031,18.9235,1.814,0.067,0.43,"EAF",1,7803,"A","BrM","2012-01-30","CN",2002,"2002-05-21",2012,10,3541,7.5,2.5,41,1,4106,477,112,NA,NA,NA,NA,"Dom",NA,-1.2315176647463,5601,5041
"610",1710,3164,1102,3,69,"3_69",22.87166667,1.944666667,0.233,12.91766667,1.800666667,0.117,0.4,"EB",1,5544,"A","BrM","2006-08-10","CN",2002,"2002-05-21",2006,4,1542,7.5,-3.5,41,1,1914,77,75,2006,52.1,9426.642867,9426.642867,"Dom",3.14873123264286,-1.31001458954271,5601,5041
"611",1711,1067,2835,7,36,"7_36",23.3695,1.8905,0.045,15.706,1.797,0.282,1.04,"EAF",1,2724,"A","ABX","2002-08-18","CN",2001,"2001-12-22",2002,1,239,1.5,-0.5,40,1,1084,77,41,NA,NA,NA,NA,"Sub",NA,0.36458647278081,1450,1450
"612",1711,58,1904,4,9,"4_9",22.92733333,1.932666667,0.092,12.182,1.787333333,0.433,1.14,"EB",1,2960,"A","ABX","2003-06-11","CN",2001,"2001-12-22",2003,2,536,1.5,0.5,40,1,1128,39,30,2003,28.1,14994.66701,14994.66701,"Sub",3.65308711307692,0.62624288876886,1450,1450
"613",1714,1073,3553,8,32,"8_32",23.2915,1.9275,0.013,16.3735,1.8315,0.233,0.69,"EAF",1,2729,"A","B","2002-08-21","CN",2001,"2001-12-25",2002,1,239,1,0,40,1,1087,40,41,NA,NA,NA,NA,"Sub",NA,-0.551210983177367,NA,281
"614",1715,1076,1788,4,39,"4_39",23.68833333,1.891,0.266,12.43566667,1.760666667,0.131,1.04,"EB",1,2732,"A","H","2002-08-21","CN",2001,"2001-08-22",2002,1,364,1,0,40,0,1087,165,41,NA,NA,NA,NA,"Sub",NA,0.36458647278081,406,406
"615",1716,2917,1621,4,27,"4_27",22.88133333,2.032,0.037,12.87433333,1.844666667,0.31,0.83,"EB",1,5264,"A","BrF","2005-11-28","CN",2002,"2002-07-20",2005,3,1227,3,0,41,0,1767,173,54,NA,NA,NA,NA,"Dom",NA,-0.184892000794096,5541,4819
"616",1716,558,1550,4,20,"4_20",23.68,1.836333333,0.285,15.511,1.650666667,0.28,0.32,"EB",1,3969,"A","BrF","2005-07-24","CN",2002,"2002-07-20",2005,3,1100,3,0,41,0,1622,173,37,NA,NA,NA,NA,"Dom",3.84936357792857,-1.51933972233315,5541,4819
"617",1717,3199,1701,4,32,"4_32",23.54166667,1.914666667,0.204,13.568,1.808,0.346,0.95,"EB",1,5567,"A","BrF","2006-08-16","CN",2001,"2001-08-23",2006,5,1819,6.33333333333333,-1.33333333333333,40,0,1924,92,75,2006,62,15315.72224,15315.72224,"Dom",3.14873123264286,0.129095698391564,5312,5312
"618",1717,5976,3677,8,37,"8_37",23.3885,1.9305,0.081,18.0355,1.8025,0.313,0.33,"EAF",1,8743,"A","BrF","2014-07-17","CN",2001,"2001-08-23",2014,13,4711,6.33333333333333,6.66666666666667,40,0,9328,99,125,2014,67,8943.50176,8943.50176,"Dom",4.45790002828571,-1.49317408073435,5312,5312
"619",1717,1080,1859,4,5,"4_5",24.445,1.887333333,0.471,13.519,1.787,0.321,1,"EB",1,2736,"A","BrF","2002-08-22","CN",2001,"2001-08-23",2002,1,364,6.33333333333333,-5.33333333333333,40,0,1090,92,41,NA,NA,NA,NA,"Dom",NA,0.25992390638559,5312,5312
"620",1718,1081,3080,8,10,"8_10",23.4155,1.943,0.091,15.2505,1.8115,0.135,1.6,"EAF",1,2737,"A","BrM","2002-08-22","CN",2001,"2001-12-26",2002,1,239,1,0,40,1,1090,92,41,NA,NA,NA,NA,"Dom",NA,1.82986240231389,1446,1446
"621",1719,1082,3804,8,7,"8_7",23.324,1.913,0.13,15.2135,1.8035,0.037,1.65,"EAF",1,2738,"A","B","2002-08-22","CN",2001,"2001-12-26",2002,1,239,1,0,40,1,1090,23,41,NA,NA,NA,NA,"Sub",NA,1.96069061030792,1355,280
"622",1720,1083,2712,7,30,"7_30",23.6245,1.927,0.055,17.325,1.848,0.048,0.38,"EAF",1,2739,"A","ABX","2002-08-24","CN",2001,"2001-12-28",2002,1,239,1.5,-0.5,40,1,1091,25,41,NA,NA,NA,NA,"Sub",NA,-1.36234587274032,1709,1709
