"","BirdID","FieldPeriodID","Status","BirthDate","Island","PeriodYear","BirthFieldPeriodID","PeriodEnd"
"1155",470,26,"BrM",1992-08-12,"CN",1999,14,1999-01-29
"1156",470,27,"BrM",1992-08-12,"CN",1999,14,1999-05-04
"1157",471,16,"ABX",1992-08-12,"CN",1993,14,1993-08-13
"1158",472,16,"ABX",1992-12-15,"CN",1993,14,1993-08-13
"1159",472,17,"NSA",1992-12-15,"CN",1994,14,1994-07-29
"1160",472,19,"BrF",1992-12-15,"CN",1995,14,1995-09-14
"1161",472,21,"BrF",1992-12-15,"CN",1996,14,1996-08-11
"1162",472,22,"BrF",1992-12-15,"CN",1997,14,1997-08-28
"1163",472,23,"ABX",1992-12-15,"CN",1998,14,1998-03-28
"1164",472,25,"BrF",1992-12-15,"CN",1998,14,1998-09-27
"1165",472,26,"BrF",1992-12-15,"CN",1999,14,1999-01-29
"1166",472,27,"BrF",1992-12-15,"CN",1999,14,1999-05-04
"1167",472,28,"BrF",1992-12-15,"CN",1999,14,1999-09-26
"1168",472,30,"BrF",1992-12-15,"CN",2003,14,2003-09-02
"1169",472,31,"BrF",1992-12-15,"CN",2003,14,2004-01-14
"1170",472,32,"BrF",1992-12-15,"CN",2004,14,2004-05-29
"1171",472,34,"BrF",1992-12-15,"CN",2004,14,2004-09-02
"1172",472,35,"BrF",1992-12-15,"CN",2005,14,2005-01-12
"1173",472,37,"BrF",1992-12-15,"CN",2005,14,2005-09-11
"1174",472,39,"NSA",1992-12-15,"CN",2000,14,2000-08-13
"1175",472,40,"NSA",1992-12-15,"CN",2001,14,2001-07-26
"1176",472,41,"ABX",1992-12-15,"CN",2002,14,2002-10-02
"1177",472,54,"BrF",1992-12-15,"CN",2005,14,2005-12-11
"1178",472,75,"BrF",1992-12-15,"CN",2006,14,2006-09-02
"1179",472,77,"BrF",1992-12-15,"CN",2007,14,2007-01-29
"1180",472,82,"BrF",1992-12-15,"CN",2007,14,2007-09-16
"1181",472,85,"BrF",1992-12-15,"CN",2008,14,2008-02-21
"1182",472,87,"BrF",1992-12-15,"CN",2008,14,2008-09-07
"1183",473,16,"BrM",1992-08-12,"CN",1993,14,1993-08-13
"1184",474,16,"AB",1992-08-12,"CN",1993,14,1993-08-13
"1185",474,17,"AB",1992-08-12,"CN",1994,14,1994-07-29
"1186",474,19,"H",1992-08-12,"CN",1995,14,1995-09-14
"1187",474,21,"H",1992-08-12,"CN",1996,14,1996-08-11
"1188",474,22,"H",1992-08-12,"CN",1997,14,1997-08-28
"1189",474,23,"H",1992-08-12,"CN",1998,14,1998-03-28
"1190",475,16,"ABX",1992-08-12,"CN",1993,14,1993-08-13
"1191",476,16,"BrF",1992-08-12,"CN",1993,14,1993-08-13
"1192",476,17,"NSA",1992-08-12,"CN",1994,14,1994-07-29
"1193",476,19,"BrF",1992-08-12,"CN",1995,14,1995-09-14
"1194",476,21,"ABX",1992-08-12,"CN",1996,14,1996-08-11
"1195",476,22,"ABX",1992-08-12,"CN",1997,14,1997-08-28
"1196",476,23,"ABX",1992-08-12,"CN",1998,14,1998-03-28
"1197",476,25,"ABX",1992-08-12,"CN",1998,14,1998-09-27
"1198",476,26,"ABX",1992-08-12,"CN",1999,14,1999-01-29
"1199",476,27,"NSA",1992-08-12,"CN",1999,14,1999-05-04
"1200",476,28,"NSA",1992-08-12,"CN",1999,14,1999-09-26
"1201",476,30,"ABX",1992-08-12,"CN",2003,14,2003-09-02
"1202",476,31,"ABX",1992-08-12,"CN",2003,14,2004-01-14
"1203",476,32,"ABX",1992-08-12,"CN",2004,14,2004-05-29
"1204",476,34,"ABX",1992-08-12,"CN",2004,14,2004-09-02
"1205",476,35,"ABX",1992-08-12,"CN",2005,14,2005-01-12
"1206",476,37,"H",1992-08-12,"CN",2005,14,2005-09-11
"1207",476,39,"BrF",1992-08-12,"CN",2000,14,2000-08-13
"1208",476,40,"BrF",1992-08-12,"CN",2001,14,2001-07-26
"1209",476,41,"TBrF",1992-08-12,"CN",2002,14,2002-10-02
"1210",476,54,"ABX",1992-08-12,"CN",2005,14,2005-12-11
"1211",477,16,"BrM",1992-08-14,"CN",1993,14,1993-08-13
"1212",477,17,"BrM",1992-08-14,"CN",1994,14,1994-07-29
"1213",477,19,"BrM",1992-08-14,"CN",1995,14,1995-09-14
"1214",477,21,"BrM",1992-08-14,"CN",1996,14,1996-08-11
"1215",477,22,"BrM",1992-08-14,"CN",1997,14,1997-08-28
"1216",477,23,"BrM",1992-08-14,"CN",1998,14,1998-03-28
"1217",478,16,"ABX",1992-08-12,"CN",1993,14,1993-08-13
"1218",478,17,"NSA",1992-08-12,"CN",1994,14,1994-07-29
"1219",478,19,"ABX",1992-08-12,"CN",1995,14,1995-09-14
"1220",479,16,"BrF",1992-08-16,"CN",1993,14,1993-08-13
"1221",479,17,"BrF",1992-08-16,"CN",1994,14,1994-07-29
"1222",479,19,"BrF",1992-08-16,"CN",1995,14,1995-09-14
"1223",479,21,"BrF",1992-08-16,"CN",1996,14,1996-08-11
"1224",479,22,"BrF",1992-08-16,"CN",1997,14,1997-08-28
"1225",479,23,"BrF",1992-08-16,"CN",1998,14,1998-03-28
"1226",494,14,"BrM",1990-07-02,"CN",1991,12,1991-12-31
"1227",494,16,"BrM",1990-07-02,"CN",1993,12,1993-08-13
"1228",494,17,"BrM",1990-07-02,"CN",1994,12,1994-07-29
"1229",494,19,"BrM",1990-07-02,"CN",1995,12,1995-09-14
"1230",494,21,"BrM",1990-07-02,"CN",1996,12,1996-08-11
"1231",494,22,"BrM",1990-07-02,"CN",1997,12,1997-08-28
"1232",494,23,"BrM",1990-07-02,"CN",1998,12,1998-03-28
"1233",494,25,"BrM",1990-07-02,"CN",1998,12,1998-09-27
"1234",494,26,"BrM",1990-07-02,"CN",1999,12,1999-01-29
"1235",494,27,"BrM",1990-07-02,"CN",1999,12,1999-05-04
"1236",494,28,"BrM",1990-07-02,"CN",1999,12,1999-09-26
"1237",494,39,"BrM",1990-07-02,"CN",2000,12,2000-08-13
"1238",494,40,"BrM",1990-07-02,"CN",2001,12,2001-07-26
"1239",494,41,"NS",1990-07-02,"CN",2002,12,2002-10-02
"1240",495,17,"AB",1993-07-08,"CN",1994,16,1994-07-29
"1241",495,19,"BrM",1993-07-08,"CN",1995,16,1995-09-14
"1242",495,21,"BrM",1993-07-08,"CN",1996,16,1996-08-11
"1243",495,22,"BrM",1993-07-08,"CN",1997,16,1997-08-28
"1244",495,23,"BrM",1993-07-08,"CN",1998,16,1998-03-28
"1245",495,25,"BrM",1993-07-08,"CN",1998,16,1998-09-27
"1246",495,26,"BrM",1993-07-08,"CN",1999,16,1999-01-29
"1247",495,27,"BrM",1993-07-08,"CN",1999,16,1999-05-04
"1248",495,28,"BrM",1993-07-08,"CN",1999,16,1999-09-26
"1249",495,39,"BrM",1993-07-08,"CN",2000,16,2000-08-13
"1250",495,40,"BrM",1993-07-08,"CN",2001,16,2001-07-26
"1251",496,17,"ABX",1993-07-08,"CN",1994,16,1994-07-29
"1252",496,19,"ABX",1993-07-08,"CN",1995,16,1995-09-14
"1253",497,17,"BrM",1993-07-08,"CN",1994,16,1994-07-29
"1254",497,19,"BrM",1993-07-08,"CN",1995,16,1995-09-14
"1255",497,21,"BrM",1993-07-08,"CN",1996,16,1996-08-11
"1256",497,22,"BrM",1993-07-08,"CN",1997,16,1997-08-28
"1257",497,23,"BrM",1993-07-08,"CN",1998,16,1998-03-28
"1258",497,25,"BrM",1993-07-08,"CN",1998,16,1998-09-27
"1259",497,26,"BrM",1993-07-08,"CN",1999,16,1999-01-29
"1260",497,27,"BrM",1993-07-08,"CN",1999,16,1999-05-04
"1261",497,28,"BrM",1993-07-08,"CN",1999,16,1999-09-26
"1262",497,30,"BrM",1993-07-08,"CN",2003,16,2003-09-02
"1263",497,31,"BrM",1993-07-08,"CN",2003,16,2004-01-14
"1264",497,32,"BrM",1993-07-08,"CN",2004,16,2004-05-29
"1265",497,34,"BrM",1993-07-08,"CN",2004,16,2004-09-02
"1266",497,35,"BrM",1993-07-08,"CN",2005,16,2005-01-12
"1267",497,37,"BrM",1993-07-08,"CN",2005,16,2005-09-11
"1268",497,39,"BrM",1993-07-08,"CN",2000,16,2000-08-13
"1269",497,40,"BrM",1993-07-08,"CN",2001,16,2001-07-26
"1270",497,41,"BrM",1993-07-08,"CN",2002,16,2002-10-02
"1271",497,54,"BrM",1993-07-08,"CN",2005,16,2005-12-11
"1272",497,75,"BrM",1993-07-08,"CN",2006,16,2006-09-02
"1273",497,77,"BrM",1993-07-08,"CN",2007,16,2007-01-29
"1274",497,82,"BrM",1993-07-08,"CN",2007,16,2007-09-16
"1275",498,17,"ABX",1993-11-10,"CN",1994,16,1994-07-29
"1276",498,19,"ABX",1993-11-10,"CN",1995,16,1995-09-14
"1277",498,21,"NSA",1993-11-10,"CN",1996,16,1996-08-11
"1278",498,22,"SEEN1",1993-11-10,"CN",1997,16,1997-08-28
"1279",498,23,"BrM",1993-11-10,"CN",1998,16,1998-03-28
"1280",499,17,"BrM",1993-07-08,"CN",1994,16,1994-07-29
"1281",499,19,"BrM",1993-07-08,"CN",1995,16,1995-09-14
"1282",499,21,"BrM",1993-07-08,"CN",1996,16,1996-08-11
"1283",499,22,"BrM",1993-07-08,"CN",1997,16,1997-08-28
"1284",499,23,"BrM",1993-07-08,"CN",1998,16,1998-03-28
"1285",499,25,"BrM",1993-07-08,"CN",1998,16,1998-09-27
"1286",499,26,"BrM",1993-07-08,"CN",1999,16,1999-01-29
"1287",499,27,"BrM",1993-07-08,"CN",1999,16,1999-05-04
"1288",499,28,"BrM",1993-07-08,"CN",1999,16,1999-09-26
"1289",499,30,"BrM",1993-07-08,"CN",2003,16,2003-09-02
"1290",499,31,"BrM",1993-07-08,"CN",2003,16,2004-01-14
"1291",499,32,"BrM",1993-07-08,"CN",2004,16,2004-05-29
"1292",499,34,"BrM",1993-07-08,"CN",2004,16,2004-09-02
"1293",499,35,"BrM",1993-07-08,"CN",2005,16,2005-01-12
"1294",499,37,"BrM",1993-07-08,"CN",2005,16,2005-09-11
"1295",499,39,"BrM",1993-07-08,"CN",2000,16,2000-08-13
"1296",499,40,"BrM",1993-07-08,"CN",2001,16,2001-07-26
"1297",499,41,"BrM",1993-07-08,"CN",2002,16,2002-10-02
"1298",499,54,"BrM",1993-07-08,"CN",2005,16,2005-12-11
"1299",499,75,"SEEN1",1993-07-08,"CN",2006,16,2006-09-02
"1300",500,14,"FL",1991-05-03,"CN",1991,14,1991-12-31
"1301",500,16,"BrF",1991-05-03,"CN",1993,14,1993-08-13
"1302",500,17,"BrF",1991-05-03,"CN",1994,14,1994-07-29
"1303",500,19,"BrF",1991-05-03,"CN",1995,14,1995-09-14
"1304",500,21,"BrF",1991-05-03,"CN",1996,14,1996-08-11
"1305",500,22,"BrF",1991-05-03,"CN",1997,14,1997-08-28
"1306",500,23,"BrF",1991-05-03,"CN",1998,14,1998-03-28
"1307",500,25,"SEEN1",1991-05-03,"CN",1998,14,1998-09-27
"1308",501,17,"SEEN1",1994-04-09,"CN",1994,17,1994-07-29
"1309",501,19,"BrM",1994-04-09,"CN",1995,17,1995-09-14
"1310",501,21,"BrM",1994-04-09,"CN",1996,17,1996-08-11
"1311",501,22,"BrM",1994-04-09,"CN",1997,17,1997-08-28
"1312",501,23,"BrM",1994-04-09,"CN",1998,17,1998-03-28
"1313",501,25,"BrM",1994-04-09,"CN",1998,17,1998-09-27
"1314",501,26,"BrM",1994-04-09,"CN",1999,17,1999-01-29
"1315",501,27,"BrM",1994-04-09,"CN",1999,17,1999-05-04
"1316",501,28,"BrM",1994-04-09,"CN",1999,17,1999-09-26
"1317",501,30,"BrM",1994-04-09,"CN",2003,17,2003-09-02
"1318",501,31,"BrM",1994-04-09,"CN",2003,17,2004-01-14
"1319",501,32,"BrM",1994-04-09,"CN",2004,17,2004-05-29
"1320",501,34,"BrM",1994-04-09,"CN",2004,17,2004-09-02
"1321",501,35,"BrM",1994-04-09,"CN",2005,17,2005-01-12
"1322",501,39,"BrM",1994-04-09,"CN",2000,17,2000-08-13
"1323",501,40,"BrM",1994-04-09,"CN",2001,17,2001-07-26
"1324",501,41,"BrM",1994-04-09,"CN",2002,17,2002-10-02
"1325",502,17,"BrF",1993-07-08,"CN",1994,16,1994-07-29
"1326",502,19,"BrF",1993-07-08,"CN",1995,16,1995-09-14
"1327",502,21,"BrF",1993-07-08,"CN",1996,16,1996-08-11
"1328",502,22,"BrF",1993-07-08,"CN",1997,16,1997-08-28
"1329",502,23,"BrF",1993-07-08,"CN",1998,16,1998-03-28
"1330",502,25,"BrF",1993-07-08,"CN",1998,16,1998-09-27
"1331",502,26,"BrF",1993-07-08,"CN",1999,16,1999-01-29
"1332",502,27,"BrF",1993-07-08,"CN",1999,16,1999-05-04
"1333",502,28,"BrF",1993-07-08,"CN",1999,16,1999-09-26
"1334",502,39,"NS",1993-07-08,"CN",2000,16,2000-08-13
"1335",503,17,"BrF",1993-07-08,"CN",1994,16,1994-07-29
"1336",503,19,"BrF",1993-07-08,"CN",1995,16,1995-09-14
"1337",503,21,"BrF",1993-07-08,"CN",1996,16,1996-08-11
"1338",503,22,"BrF",1993-07-08,"CN",1997,16,1997-08-28
"1339",503,23,"BrF",1993-07-08,"CN",1998,16,1998-03-28
"1340",503,25,"BrF",1993-07-08,"CN",1998,16,1998-09-27
"1341",503,26,"BrF",1993-07-08,"CN",1999,16,1999-01-29
"1342",503,27,"BrF",1993-07-08,"CN",1999,16,1999-05-04
"1343",503,28,"BrF",1993-07-08,"CN",1999,16,1999-09-26
"1344",503,30,"BrF",1993-07-08,"CN",2003,16,2003-09-02
"1345",503,31,"BrF",1993-07-08,"CN",2003,16,2004-01-14
"1346",503,32,"BrF",1993-07-08,"CN",2004,16,2004-05-29
"1347",503,34,"BrF",1993-07-08,"CN",2004,16,2004-09-02
"1348",503,35,"BrF",1993-07-08,"CN",2005,16,2005-01-12
"1349",503,37,"BrF",1993-07-08,"CN",2005,16,2005-09-11
"1350",503,39,"BrF",1993-07-08,"CN",2000,16,2000-08-13
"1351",503,40,"BrF",1993-07-08,"CN",2001,16,2001-07-26
"1352",503,41,"BrF",1993-07-08,"CN",2002,16,2002-10-02
"1353",503,54,"BrF",1993-07-08,"CN",2005,16,2005-12-11
"1354",503,75,"BrF",1993-07-08,"CN",2006,16,2006-09-02
"1355",503,77,"BrF",1993-07-08,"CN",2007,16,2007-01-29
"1356",503,82,"BrF",1993-07-08,"CN",2007,16,2007-09-16
"1357",503,85,"BrF",1993-07-08,"CN",2008,16,2008-02-21
"1358",504,17,"AB",1993-07-08,"CN",1994,16,1994-07-29
"1359",504,19,"BrF",1993-07-08,"CN",1995,16,1995-09-14
"1360",504,21,"BrF",1993-07-08,"CN",1996,16,1996-08-11
"1361",504,22,"BrF",1993-07-08,"CN",1997,16,1997-08-28
"1362",504,23,"BrF",1993-07-08,"CN",1998,16,1998-03-28
"1363",504,25,"BrF",1993-07-08,"CN",1998,16,1998-09-27
"1364",504,26,"BrF",1993-07-08,"CN",1999,16,1999-01-29
"1365",504,27,"BrF",1993-07-08,"CN",1999,16,1999-05-04
"1366",504,28,"BrF",1993-07-08,"CN",1999,16,1999-09-26
"1367",504,39,"BrF",1993-07-08,"CN",2000,16,2000-08-13
"1368",505,17,"BrF",1993-07-08,"CN",1994,16,1994-07-29
"1369",505,19,"BrF",1993-07-08,"CN",1995,16,1995-09-14
"1370",505,21,"BrF",1993-07-08,"CN",1996,16,1996-08-11
"1371",505,22,"SEEN1",1993-07-08,"CN",1997,16,1997-08-28
"1372",505,23,"BrF",1993-07-08,"CN",1998,16,1998-03-28
"1373",506,17,"AB",1993-07-08,"CN",1994,16,1994-07-29
"1374",506,19,"BrM",1993-07-08,"CN",1995,16,1995-09-14
"1375",506,21,"BrM",1993-07-08,"CN",1996,16,1996-08-11
"1376",506,22,"BrM",1993-07-08,"CN",1997,16,1997-08-28
"1377",506,23,"BrM",1993-07-08,"CN",1998,16,1998-03-28
"1378",506,25,"BrM",1993-07-08,"CN",1998,16,1998-09-27
"1379",506,26,"BrM",1993-07-08,"CN",1999,16,1999-01-29
"1380",506,27,"BrM",1993-07-08,"CN",1999,16,1999-05-04
"1381",506,28,"BrM",1993-07-08,"CN",1999,16,1999-09-26
"1382",506,30,"BrM",1993-07-08,"CN",2003,16,2003-09-02
"1383",506,31,"BrM",1993-07-08,"CN",2003,16,2004-01-14
"1384",506,32,"BrM",1993-07-08,"CN",2004,16,2004-05-29
"1385",506,39,"BrM",1993-07-08,"CN",2000,16,2000-08-13
"1386",506,40,"BrM",1993-07-08,"CN",2001,16,2001-07-26
"1387",506,41,"BrM",1993-07-08,"CN",2002,16,2002-10-02
"1388",507,17,"BrM",1993-07-08,"CN",1994,16,1994-07-29
"1389",507,19,"BrM",1993-07-08,"CN",1995,16,1995-09-14
"1390",507,21,"BrM",1993-07-08,"CN",1996,16,1996-08-11
"1391",507,22,"BrM",1993-07-08,"CN",1997,16,1997-08-28
"1392",507,23,"BrM",1993-07-08,"CN",1998,16,1998-03-28
"1393",507,25,"BrM",1993-07-08,"CN",1998,16,1998-09-27
"1394",507,26,"BrM",1993-07-08,"CN",1999,16,1999-01-29
"1395",507,27,"BrM",1993-07-08,"CN",1999,16,1999-05-04
"1396",507,28,"BrM",1993-07-08,"CN",1999,16,1999-09-26
"1397",507,30,"BrM",1993-07-08,"CN",2003,16,2003-09-02
"1398",507,31,"BrM",1993-07-08,"CN",2003,16,2004-01-14
"1399",507,32,"BrM",1993-07-08,"CN",2004,16,2004-05-29
"1400",507,34,"BrM",1993-07-08,"CN",2004,16,2004-09-02
"1401",507,35,"BrM",1993-07-08,"CN",2005,16,2005-01-12
"1402",507,37,"BrM",1993-07-08,"CN",2005,16,2005-09-11
"1403",507,39,"BrM",1993-07-08,"CN",2000,16,2000-08-13
"1404",507,40,"BrM",1993-07-08,"CN",2001,16,2001-07-26
"1405",507,41,"BrM",1993-07-08,"CN",2002,16,2002-10-02
"1406",507,54,"BrM",1993-07-08,"CN",2005,16,2005-12-11
"1407",507,75,"BrM",1993-07-08,"CN",2006,16,2006-09-02
"1408",507,77,"BrM",1993-07-08,"CN",2007,16,2007-01-29
"1409",507,82,"BrM",1993-07-08,"CN",2007,16,2007-09-16
"1410",507,85,"BrM",1993-07-08,"CN",2008,16,2008-02-21
"1411",507,87,"BrM",1993-07-08,"CN",2008,16,2008-09-07
"1412",508,17,"BrF",1993-07-08,"CN",1994,16,1994-07-29
"1413",508,19,"BrF",1993-07-08,"CN",1995,16,1995-09-14
"1414",508,21,"BrF",1993-07-08,"CN",1996,16,1996-08-11
"1415",508,22,"BrF",1993-07-08,"CN",1997,16,1997-08-28
"1416",509,17,"SEEN1",1993-07-08,"CN",1994,16,1994-07-29
"1417",509,19,"BrM",1993-07-08,"CN",1995,16,1995-09-14
"1418",509,21,"BrM",1993-07-08,"CN",1996,16,1996-08-11
"1419",509,22,"BrM",1993-07-08,"CN",1997,16,1997-08-28
"1420",509,23,"BrM",1993-07-08,"CN",1998,16,1998-03-28
"1421",509,25,"BrM",1993-07-08,"CN",1998,16,1998-09-27
"1422",509,26,"BrM",1993-07-08,"CN",1999,16,1999-01-29
"1423",509,27,"BrM",1993-07-08,"CN",1999,16,1999-05-04
"1424",509,28,"BrM",1993-07-08,"CN",1999,16,1999-09-26
"1425",509,39,"BrM",1993-07-08,"CN",2000,16,2000-08-13
"1426",509,40,"BrM",1993-07-08,"CN",2001,16,2001-07-26
"1427",509,41,"BrM",1993-07-08,"CN",2002,16,2002-10-02
"1428",510,17,"BrM",1993-07-11,"CN",1994,16,1994-07-29
"1429",510,19,"BrM",1993-07-11,"CN",1995,16,1995-09-14
"1430",510,21,"BrM",1993-07-11,"CN",1996,16,1996-08-11
"1431",510,22,"BrM",1993-07-11,"CN",1997,16,1997-08-28
"1432",510,23,"BrM",1993-07-11,"CN",1998,16,1998-03-28
"1433",510,25,"BrM",1993-07-11,"CN",1998,16,1998-09-27
"1434",510,26,"BrM",1993-07-11,"CN",1999,16,1999-01-29
"1435",510,27,"BrM",1993-07-11,"CN",1999,16,1999-05-04
"1436",510,28,"BrM",1993-07-11,"CN",1999,16,1999-09-26
"1437",510,30,"BrM",1993-07-11,"CN",2003,16,2003-09-02
"1438",510,31,"BrM",1993-07-11,"CN",2003,16,2004-01-14
"1439",510,32,"BrM",1993-07-11,"CN",2004,16,2004-05-29
"1440",510,34,"BrM",1993-07-11,"CN",2004,16,2004-09-02
"1441",510,35,"BrM",1993-07-11,"CN",2005,16,2005-01-12
"1442",510,37,"BrM",1993-07-11,"CN",2005,16,2005-09-11
"1443",510,39,"BrM",1993-07-11,"CN",2000,16,2000-08-13
"1444",510,40,"BrM",1993-07-11,"CN",2001,16,2001-07-26
"1445",510,41,"BrM",1993-07-11,"CN",2002,16,2002-10-02
"1446",510,54,"BrM",1993-07-11,"CN",2005,16,2005-12-11
"1447",510,75,"BrM",1993-07-11,"CN",2006,16,2006-09-02
"1448",510,77,"BrM",1993-07-11,"CN",2007,16,2007-01-29
"1449",510,82,"BrM",1993-07-11,"CN",2007,16,2007-09-16
"1450",511,17,"BrF",1993-07-11,"CN",1994,16,1994-07-29
"1451",511,19,"BrF",1993-07-11,"CN",1995,16,1995-09-14
"1452",511,21,"BrF",1993-07-11,"CN",1996,16,1996-08-11
"1453",511,22,"BrF",1993-07-11,"CN",1997,16,1997-08-28
"1454",511,23,"BrF",1993-07-11,"CN",1998,16,1998-03-28
"1455",511,25,"BrF",1993-07-11,"CN",1998,16,1998-09-27
"1456",511,26,"BrF",1993-07-11,"CN",1999,16,1999-01-29
"1457",512,17,"BrM",1993-07-11,"CN",1994,16,1994-07-29
"1458",512,19,"SEEN1",1993-07-11,"CN",1995,16,1995-09-14
"1459",521,17,"FL",1994-05-17,"CN",1994,17,1994-07-29
"1460",521,19,"AB",1994-05-17,"CN",1995,17,1995-09-14
"1461",522,17,"BrF",1993-07-16,"CN",1994,16,1994-07-29
"1462",522,19,"BrF",1993-07-16,"CN",1995,16,1995-09-14
"1463",522,21,"BrF",1993-07-16,"CN",1996,16,1996-08-11
"1464",522,22,"BrF",1993-07-16,"CN",1997,16,1997-08-28
"1465",522,23,"BrF",1993-07-16,"CN",1998,16,1998-03-28
"1466",522,25,"BrF",1993-07-16,"CN",1998,16,1998-09-27
"1467",522,26,"BrF",1993-07-16,"CN",1999,16,1999-01-29
"1468",522,27,"BrF",1993-07-16,"CN",1999,16,1999-05-04
"1469",522,28,"BrF",1993-07-16,"CN",1999,16,1999-09-26
"1470",522,39,"BrF",1993-07-16,"CN",2000,16,2000-08-13
"1471",522,40,"BrF",1993-07-16,"CN",2001,16,2001-07-26
"1472",522,41,"BrF",1993-07-16,"CN",2002,16,2002-10-02
"1473",523,17,"BrM",1993-07-16,"CN",1994,16,1994-07-29
"1474",523,19,"BrM",1993-07-16,"CN",1995,16,1995-09-14
"1475",523,21,"BrM",1993-07-16,"CN",1996,16,1996-08-11
"1476",523,22,"BrM",1993-07-16,"CN",1997,16,1997-08-28
"1477",523,23,"BrM",1993-07-16,"CN",1998,16,1998-03-28
"1478",523,25,"BrM",1993-07-16,"CN",1998,16,1998-09-27
"1479",523,26,"BrM",1993-07-16,"CN",1999,16,1999-01-29
"1480",523,27,"BrM",1993-07-16,"CN",1999,16,1999-05-04
"1481",523,28,"BrM",1993-07-16,"CN",1999,16,1999-09-26
"1482",523,39,"BrM",1993-07-16,"CN",2000,16,2000-08-13
"1483",523,40,"BrM",1993-07-16,"CN",2001,16,2001-07-26
"1484",524,17,"BrF",1993-07-16,"CN",1994,16,1994-07-29
"1485",524,19,"BrF",1993-07-16,"CN",1995,16,1995-09-14
"1486",524,21,"BrF",1993-07-16,"CN",1996,16,1996-08-11
"1487",524,22,"BrF",1993-07-16,"CN",1997,16,1997-08-28
"1488",524,23,"BrF",1993-07-16,"CN",1998,16,1998-03-28
"1489",524,25,"BrF",1993-07-16,"CN",1998,16,1998-09-27
"1490",524,26,"BrF",1993-07-16,"CN",1999,16,1999-01-29
"1491",524,27,"BrF",1993-07-16,"CN",1999,16,1999-05-04
"1492",524,28,"BrF",1993-07-16,"CN",1999,16,1999-09-26
"1493",524,30,"BrF",1993-07-16,"CN",2003,16,2003-09-02
"1494",524,31,"BrF",1993-07-16,"CN",2003,16,2004-01-14
"1495",524,32,"BrF",1993-07-16,"CN",2004,16,2004-05-29
"1496",524,34,"BrF",1993-07-16,"CN",2004,16,2004-09-02
"1497",524,35,"BrF",1993-07-16,"CN",2005,16,2005-01-12
"1498",524,37,"ABX",1993-07-16,"CN",2005,16,2005-09-11
"1499",524,39,"BrF",1993-07-16,"CN",2000,16,2000-08-13
"1500",524,40,"BrF",1993-07-16,"CN",2001,16,2001-07-26
"1501",524,41,"BrF",1993-07-16,"CN",2002,16,2002-10-02
"1502",524,54,"ABX",1993-07-16,"CN",2005,16,2005-12-11
"1503",525,17,"BrM",1993-07-16,"CN",1994,16,1994-07-29
"1504",525,19,"BrM",1993-07-16,"CN",1995,16,1995-09-14
"1505",525,21,"BrM",1993-07-16,"CN",1996,16,1996-08-11
"1506",525,22,"BrM",1993-07-16,"CN",1997,16,1997-08-28
"1507",525,23,"BrM",1993-07-16,"CN",1998,16,1998-03-28
"1508",525,25,"BrM",1993-07-16,"CN",1998,16,1998-09-27
"1509",525,26,"BrM",1993-07-16,"CN",1999,16,1999-01-29
"1510",525,27,"BrM",1993-07-16,"CN",1999,16,1999-05-04
"1511",525,28,"BrM",1993-07-16,"CN",1999,16,1999-09-26
"1512",525,39,"BrM",1993-07-16,"CN",2000,16,2000-08-13
"1513",526,17,"FL",1994-05-17,"CN",1994,17,1994-07-29
"1514",526,19,"SEEN1",1994-05-17,"CN",1995,17,1995-09-14
"1515",527,17,"FL",1994-05-17,"CN",1994,17,1994-07-29
"1516",527,19,"SEEN1",1994-05-17,"CN",1995,17,1995-09-14
"1517",528,17,"AB",1993-07-16,"CN",1994,16,1994-07-29
"1518",528,19,"H",1993-07-16,"CN",1995,16,1995-09-14
"1519",528,21,"H",1993-07-16,"CN",1996,16,1996-08-11
"1520",528,22,"ABX",1993-07-16,"CN",1997,16,1997-08-28
"1521",528,23,"H",1993-07-16,"CN",1998,16,1998-03-28
"1522",529,17,"ABX",1993-07-16,"CN",1994,16,1994-07-29
"1523",529,19,"SEEN1",1993-07-16,"CN",1995,16,1995-09-14
"1524",529,21,"BrF",1993-07-16,"CN",1996,16,1996-08-11
"1525",530,17,"BrF",1993-07-16,"CN",1994,16,1994-07-29
"1526",530,19,"BrF",1993-07-16,"CN",1995,16,1995-09-14
"1527",530,21,"BrF",1993-07-16,"CN",1996,16,1996-08-11
"1528",530,22,"BrF",1993-07-16,"CN",1997,16,1997-08-28
"1529",530,23,"BrF",1993-07-16,"CN",1998,16,1998-03-28
"1530",531,17,"BrF",1993-07-16,"CN",1994,16,1994-07-29
"1531",531,19,"BrF",1993-07-16,"CN",1995,16,1995-09-14
"1532",531,21,"BrF",1993-07-16,"CN",1996,16,1996-08-11
"1533",531,22,"SEEN1",1993-07-16,"CN",1997,16,1997-08-28
"1534",539,17,"BrM",1993-07-21,"CN",1994,16,1994-07-29
"1535",539,19,"BrM",1993-07-21,"CN",1995,16,1995-09-14
"1536",539,21,"BrM",1993-07-21,"CN",1996,16,1996-08-11
"1537",539,22,"SEEN1",1993-07-21,"CN",1997,16,1997-08-28
"1538",539,23,"SEEN2",1993-07-21,"CN",1998,16,1998-03-28
"1539",540,17,"BrM",1993-07-21,"CN",1994,16,1994-07-29
"1540",540,19,"BrM",1993-07-21,"CN",1995,16,1995-09-14
"1541",540,21,"BrM",1993-07-21,"CN",1996,16,1996-08-11
