"","BirdID","FieldPeriodID","Status","BirthDate","Island","PeriodYear","BirthFieldPeriodID","PeriodEnd.x","birthyear","age","survival","PeriodEndYear","SexEstimate","PeriodStart","PeriodEnd.y","seasonlength","season","no_st","nrns","lifespan"
"3366",1523,116,"BrM","1999-06-17","CN",2012,28,"2012-09-29",1999,13,1,2012,1,"2012-06-04","2012-09-30",118,"main",2,1,5004
"3367",1523,122,"NS","1999-06-17","CN",2013,28,"2013-09-29",1999,14,0,2013,1,"2013-06-18","2013-09-30",104,"main",2,1,5004
"3368",1524,28,"FL","1999-08-31","CN",1999,28,"1999-09-25",1999,0,1,1999,1,"1999-07-02","1999-09-26",86,"main",1,1,2708
"3369",1524,39,"NSA","1999-08-31","CN",2000,28,"2000-08-12",1999,1,1,2000,1,"2000-07-25","2000-08-13",19,"main",1,1,2708
"3370",1524,40,"BrM","1999-08-31","CN",2001,28,"2001-07-25",1999,2,1,2001,1,"2001-06-29","2001-07-26",27,"main",1,1,2708
"3371",1524,41,"U","1999-08-31","CN",2002,28,"2002-10-01",1999,3,1,2002,1,"2002-07-11","2002-10-02",83,"main",1,1,2708
"3372",1524,30,"BrM","1999-08-31","CN",2003,28,"2003-09-01",1999,4,1,2003,1,"2003-06-06","2003-09-02",88,"main",2,1,2708
"3373",1524,34,"BrM","1999-08-31","CN",2004,28,"2004-09-01",1999,5,1,2004,1,"2004-05-30","2004-09-02",95,"main",2,1,2708
"3374",1524,37,"BrM","1999-08-31","CN",2005,28,"2005-09-10",1999,6,1,2005,1,"2005-05-26","2005-09-11",108,"main",3,1,2708
"3375",1524,75,"BrM","1999-08-31","CN",2006,28,"2006-09-01",1999,7,1,2006,1,"2006-06-12","2006-09-02",82,"main",1,1,2708
"3376",1524,77,"BrM","1999-08-31","CN",2007,28,"2007-01-28",1999,8,1,2007,1,"2007-01-06","2007-01-29",23,"winter",1,1,2708
"3377",1524,NA,"NS",NA,NA,2008,NA,NA,1999,9,0,2008,1,NA,NA,NA,NA,1,1,2708
"3378",1527,28,"XF","1999-09-07","CN",1999,28,"1999-09-25",1999,0,1,1999,0,"1999-07-02","1999-09-26",86,"main",1,1,688
"3379",1527,39,"ABX","1999-09-07","CN",2000,28,"2000-08-12",1999,1,1,2000,0,"2000-07-25","2000-08-13",19,"main",1,1,688
"3380",1527,40,"ABX","1999-09-07","CN",2001,28,"2001-07-25",1999,2,1,2001,0,"2001-06-29","2001-07-26",27,"main",1,1,688
"3381",1527,NA,"NS",NA,NA,2002,NA,NA,1999,3,0,2002,0,NA,NA,NA,NA,1,1,688
"3382",1531,28,"XF","1999-08-20","CN",1999,28,"1999-09-25",1999,0,1,1999,0,"1999-07-02","1999-09-26",86,"main",1,1,1139
"3383",1531,39,"NSA","1999-08-20","CN",2000,28,"2000-08-12",1999,1,1,2000,0,"2000-07-25","2000-08-13",19,"main",1,1,1139
"3384",1531,40,"BrF","1999-08-20","CN",2001,28,"2001-07-25",1999,2,1,2001,0,"2001-06-29","2001-07-26",27,"main",1,1,1139
"3385",1531,41,"BrF","1999-08-20","CN",2002,28,"2002-10-01",1999,3,1,2002,0,"2002-07-11","2002-10-02",83,"main",1,1,1139
"3386",1531,NA,"NS",NA,NA,2003,NA,NA,1999,4,0,2003,0,NA,NA,NA,NA,1,1,1139
"3387",1532,28,"XF","1999-08-21","CN",1999,28,"1999-09-25",1999,0,1,1999,0,"1999-07-02","1999-09-26",86,"main",1,1,4038
"3388",1532,39,"ABX","1999-08-21","CN",2000,28,"2000-08-12",1999,1,1,2000,0,"2000-07-25","2000-08-13",19,"main",1,1,4038
"3389",1532,40,"BrF","1999-08-21","CN",2001,28,"2001-07-25",1999,2,1,2001,0,"2001-06-29","2001-07-26",27,"main",1,1,4038
"3390",1532,41,"BrF","1999-08-21","CN",2002,28,"2002-10-01",1999,3,1,2002,0,"2002-07-11","2002-10-02",83,"main",1,1,4038
"3391",1532,30,"BrF","1999-08-21","CN",2003,28,"2003-09-01",1999,4,1,2003,0,"2003-06-06","2003-09-02",88,"main",2,1,4038
"3392",1532,34,"BrF","1999-08-21","CN",2004,28,"2004-09-01",1999,5,1,2004,0,"2004-05-30","2004-09-02",95,"main",2,1,4038
"3393",1532,37,"BrF","1999-08-21","CN",2005,28,"2005-09-10",1999,6,1,2005,0,"2005-05-26","2005-09-11",108,"main",3,1,4038
"3394",1532,75,"BrF","1999-08-21","CN",2006,28,"2006-09-01",1999,7,1,2006,0,"2006-06-12","2006-09-02",82,"main",1,1,4038
"3395",1532,82,"BrF","1999-08-21","CN",2007,28,"2007-09-15",1999,8,1,2007,0,"2007-06-14","2007-09-16",94,"main",2,1,4038
"3396",1532,87,"BrF","1999-08-21","CN",2008,28,"2008-09-06",1999,9,1,2008,0,"2008-07-10","2008-09-07",59,"main",2,1,4038
"3397",1532,92,"BrF","1999-08-21","CN",2009,28,"2009-09-17",1999,10,1,2009,0,"2009-06-08","2009-09-18",102,"main",2,1,4038
"3398",1532,104,"BrF","1999-08-21","CN",2010,28,"2010-09-09",1999,11,1,2010,0,"2010-06-30","2010-09-10",72,"main",2,1,4038
"3399",1532,NA,"NS",NA,NA,2011,NA,NA,1999,12,0,2011,0,NA,NA,NA,NA,1,1,4038
"3400",1533,28,"FL","1999-08-31","CN",1999,28,"1999-09-25",1999,0,1,1999,1,"1999-07-02","1999-09-26",86,"main",1,1,5665
"3401",1533,39,"ABX","1999-08-31","CN",2000,28,"2000-08-12",1999,1,1,2000,1,"2000-07-25","2000-08-13",19,"main",1,1,5665
"3402",1533,40,"BrM","1999-08-31","CN",2001,28,"2001-07-25",1999,2,1,2001,1,"2001-06-29","2001-07-26",27,"main",1,1,5665
"3403",1533,41,"BrM","1999-08-31","CN",2002,28,"2002-10-01",1999,3,1,2002,1,"2002-07-11","2002-10-02",83,"main",1,1,5665
"3404",1533,30,"BrM","1999-08-31","CN",2003,28,"2003-09-01",1999,4,1,2003,1,"2003-06-06","2003-09-02",88,"main",2,1,5665
"3405",1533,34,"BrM","1999-08-31","CN",2004,28,"2004-09-01",1999,5,1,2004,1,"2004-05-30","2004-09-02",95,"main",2,1,5665
"3406",1533,37,"BrM","1999-08-31","CN",2005,28,"2005-09-10",1999,6,1,2005,1,"2005-05-26","2005-09-11",108,"main",3,1,5665
"3407",1533,75,"BrM","1999-08-31","CN",2006,28,"2006-09-01",1999,7,1,2006,1,"2006-06-12","2006-09-02",82,"main",1,1,5665
"3408",1533,82,"BrM","1999-08-31","CN",2007,28,"2007-09-15",1999,8,1,2007,1,"2007-06-14","2007-09-16",94,"main",2,1,5665
"3409",1533,87,"BrM","1999-08-31","CN",2008,28,"2008-09-06",1999,9,1,2008,1,"2008-07-10","2008-09-07",59,"main",2,1,5665
"3410",1533,92,"BrM","1999-08-31","CN",2009,28,"2009-09-17",1999,10,1,2009,1,"2009-06-08","2009-09-18",102,"main",2,1,5665
"3411",1533,104,"BrM","1999-08-31","CN",2010,28,"2010-09-09",1999,11,1,2010,1,"2010-06-30","2010-09-10",72,"main",2,1,5665
"3412",1533,105,"BrM","1999-08-31","CN",2011,28,"2011-10-01",1999,12,1,2011,1,"2011-06-25","2011-10-02",99,"main",1,1,5665
"3413",1533,116,"BrM","1999-08-31","CN",2012,28,"2012-09-29",1999,13,1,2012,1,"2012-06-04","2012-09-30",118,"main",2,1,5665
"3414",1533,122,"BrM","1999-08-31","CN",2013,28,"2013-09-29",1999,14,1,2013,1,"2013-06-18","2013-09-30",104,"main",2,1,5665
"3415",1533,125,"BrM","1999-08-31","CN",2014,28,"2014-10-03",1999,15,1,2014,1,"2014-06-16","2014-10-04",110,"main",2,1,5665
"3416",1533,142,"NS","1999-08-31","CN",2015,28,"2015-09-28",1999,16,0,2015,1,"2015-06-22","2015-09-29",99,"main",2,1,5665
"3417",1534,28,"BrM","1998-09-05","CN",1998,25,"1999-09-25",1998,0,1,1999,1,"1999-07-02","1999-09-26",86,"main",1,1,708
"3418",1534,28,"BrM","1998-09-05","CN",1999,25,"1999-09-25",1998,1,1,1999,1,"1999-07-02","1999-09-26",86,"main",1,1,708
"3419",1534,39,"BrM","1998-09-05","CN",2000,25,"2000-08-12",1998,2,1,2000,1,"2000-07-25","2000-08-13",19,"main",1,1,708
"3420",1534,NA,"NS",NA,NA,2001,NA,NA,1998,3,0,2001,1,NA,NA,NA,NA,1,1,708
"3421",1535,28,"FL","1999-07-30","CN",1999,28,"1999-09-25",1999,0,1,1999,1,"1999-07-02","1999-09-26",86,"main",1,1,380
"3422",1535,39,"ABX","1999-07-30","CN",2000,28,"2000-08-12",1999,1,1,2000,1,"2000-07-25","2000-08-13",19,"main",1,1,380
"3423",1535,NA,"NS",NA,NA,2001,NA,NA,1999,2,0,2001,1,NA,NA,NA,NA,1,1,380
"3424",1536,28,"FL","1999-09-09","CN",1999,28,"1999-09-25",1999,0,1,1999,0,"1999-07-02","1999-09-26",86,"main",1,1,3286
"3425",1536,39,"ABX","1999-09-09","CN",2000,28,"2000-08-12",1999,1,1,2000,0,"2000-07-25","2000-08-13",19,"main",1,1,3286
"3426",1536,40,"BrF","1999-09-09","CN",2001,28,"2001-07-25",1999,2,1,2001,0,"2001-06-29","2001-07-26",27,"main",1,1,3286
"3427",1536,41,"BrF","1999-09-09","CN",2002,28,"2002-10-01",1999,3,1,2002,0,"2002-07-11","2002-10-02",83,"main",1,1,3286
"3428",1536,30,"BrF","1999-09-09","CN",2003,28,"2003-09-01",1999,4,1,2003,0,"2003-06-06","2003-09-02",88,"main",2,1,3286
"3429",1536,34,"BrF","1999-09-09","CN",2004,28,"2004-09-01",1999,5,1,2004,0,"2004-05-30","2004-09-02",95,"main",2,1,3286
"3430",1536,37,"BrF","1999-09-09","CN",2005,28,"2005-09-10",1999,6,1,2005,0,"2005-05-26","2005-09-11",108,"main",3,1,3286
"3431",1536,75,"BrF","1999-09-09","CN",2006,28,"2006-09-01",1999,7,1,2006,0,"2006-06-12","2006-09-02",82,"main",1,1,3286
"3432",1536,82,"BrF","1999-09-09","CN",2007,28,"2007-09-15",1999,8,1,2007,0,"2007-06-14","2007-09-16",94,"main",2,1,3286
"3433",1536,87,"BrF","1999-09-09","CN",2008,28,"2008-09-06",1999,9,1,2008,0,"2008-07-10","2008-09-07",59,"main",2,1,3286
"3434",1536,NA,"NS",NA,NA,2009,NA,NA,1999,10,0,2009,0,NA,NA,NA,NA,1,1,3286
"3435",1538,29,"OFL","1999-07-24","CN",1999,28,"1999-12-06",1999,0,1,1999,0,"1999-11-20","1999-12-07",17,"winter",1,1,3134
"3436",1538,39,"ABX","1999-07-24","CN",2000,28,"2000-08-12",1999,1,1,2000,0,"2000-07-25","2000-08-13",19,"main",1,1,3134
"3437",1538,40,"BrF","1999-07-24","CN",2001,28,"2001-07-25",1999,2,1,2001,0,"2001-06-29","2001-07-26",27,"main",1,1,3134
"3438",1538,41,"BrF","1999-07-24","CN",2002,28,"2002-10-01",1999,3,1,2002,0,"2002-07-11","2002-10-02",83,"main",1,1,3134
"3439",1538,30,"BrF","1999-07-24","CN",2003,28,"2003-09-01",1999,4,1,2003,0,"2003-06-06","2003-09-02",88,"main",2,1,3134
"3440",1538,34,"BrF","1999-07-24","CN",2004,28,"2004-09-01",1999,5,1,2004,0,"2004-05-30","2004-09-02",95,"main",2,1,3134
"3441",1538,37,"BrF","1999-07-24","CN",2005,28,"2005-09-10",1999,6,1,2005,0,"2005-05-26","2005-09-11",108,"main",3,1,3134
"3442",1538,75,"BrF","1999-07-24","CN",2006,28,"2006-09-01",1999,7,1,2006,0,"2006-06-12","2006-09-02",82,"main",1,1,3134
"3443",1538,82,"BrF","1999-07-24","CN",2007,28,"2007-09-15",1999,8,1,2007,0,"2007-06-14","2007-09-16",94,"main",2,1,3134
"3444",1538,85,"BrF","1999-07-24","CN",2008,28,"2008-02-20",1999,9,1,2008,0,"2008-01-08","2008-02-21",44,"winter",1,1,3134
"3445",1538,NA,"NS",NA,NA,2009,NA,NA,1999,10,0,2009,0,NA,NA,NA,NA,1,1,3134
"3446",1539,29,"FL","1999-09-22","CN",1999,28,"1999-12-06",1999,0,1,1999,1,"1999-11-20","1999-12-07",17,"winter",1,1,3273
"3447",1539,39,"BrM","1999-09-22","CN",2000,28,"2000-08-12",1999,1,1,2000,1,"2000-07-25","2000-08-13",19,"main",1,1,3273
"3448",1539,40,"BrM","1999-09-22","CN",2001,28,"2001-07-25",1999,2,1,2001,1,"2001-06-29","2001-07-26",27,"main",1,1,3273
"3449",1539,41,"BrM","1999-09-22","CN",2002,28,"2002-10-01",1999,3,1,2002,1,"2002-07-11","2002-10-02",83,"main",1,1,3273
"3450",1539,30,"BrM","1999-09-22","CN",2003,28,"2003-09-01",1999,4,1,2003,1,"2003-06-06","2003-09-02",88,"main",2,1,3273
"3451",1539,34,"BrM","1999-09-22","CN",2004,28,"2004-09-01",1999,5,1,2004,1,"2004-05-30","2004-09-02",95,"main",2,1,3273
"3452",1539,37,"BrM","1999-09-22","CN",2005,28,"2005-09-10",1999,6,1,2005,1,"2005-05-26","2005-09-11",108,"main",3,1,3273
"3453",1539,75,"BrM","1999-09-22","CN",2006,28,"2006-09-01",1999,7,1,2006,1,"2006-06-12","2006-09-02",82,"main",1,1,3273
"3454",1539,82,"BrM","1999-09-22","CN",2007,28,"2007-09-15",1999,8,1,2007,1,"2007-06-14","2007-09-16",94,"main",2,1,3273
"3455",1539,87,"BrM","1999-09-22","CN",2008,28,"2008-09-06",1999,9,1,2008,1,"2008-07-10","2008-09-07",59,"main",2,1,3273
"3456",1539,NA,"NS",NA,NA,2009,NA,NA,1999,10,0,2009,1,NA,NA,NA,NA,1,1,3273
"3457",1540,29,"FL","1999-09-23","CN",1999,28,"1999-12-06",1999,0,1,1999,1,"1999-11-20","1999-12-07",17,"winter",1,1,1105
"3458",1540,39,"ABX","1999-09-23","CN",2000,28,"2000-08-12",1999,1,1,2000,1,"2000-07-25","2000-08-13",19,"main",1,1,1105
"3459",1540,40,"BrM","1999-09-23","CN",2001,28,"2001-07-25",1999,2,1,2001,1,"2001-06-29","2001-07-26",27,"main",1,1,1105
"3460",1540,41,"BrM","1999-09-23","CN",2002,28,"2002-10-01",1999,3,1,2002,1,"2002-07-11","2002-10-02",83,"main",1,1,1105
"3461",1540,30,"BrM","1999-09-23","CN",2003,28,"2003-09-01",1999,4,1,2003,1,"2003-06-06","2003-09-02",88,"main",1,1,1105
"3462",1540,NA,"NS",NA,NA,2004,NA,NA,1999,5,0,2004,1,NA,NA,NA,NA,1,1,1105
"3463",1541,29,"FL","1999-09-23","CN",1999,28,"1999-12-06",1999,0,1,1999,0,"1999-11-20","1999-12-07",17,"winter",1,1,2271
"3464",1541,39,"ABX","1999-09-23","CN",2000,28,"2000-08-12",1999,1,1,2000,0,"2000-07-25","2000-08-13",19,"main",1,1,2271
"3465",1541,40,"NSA","1999-09-23","CN",2001,28,"2001-07-25",1999,2,1,2001,0,"2001-06-29","2001-07-26",27,"main",1,1,2271
"3466",1541,41,"NSA","1999-09-23","CN",2002,28,"2002-10-01",1999,3,1,2002,0,"2002-07-11","2002-10-02",83,"main",1,1,2271
"3467",1541,30,"BrF","1999-09-23","CN",2003,28,"2003-09-01",1999,4,1,2003,0,"2003-06-06","2003-09-02",88,"main",2,1,2271
"3468",1541,34,"BrF","1999-09-23","CN",2004,28,"2004-09-01",1999,5,1,2004,0,"2004-05-30","2004-09-02",95,"main",2,1,2271
"3469",1541,37,"BrF","1999-09-23","CN",2005,28,"2005-09-10",1999,6,1,2005,0,"2005-05-26","2005-09-11",108,"main",3,1,2271
"3470",1541,NA,"NS",NA,NA,2006,NA,NA,1999,7,0,2006,0,NA,NA,NA,NA,1,1,2271
"3471",1542,29,"FL","1999-09-23","CN",1999,28,"1999-12-06",1999,0,1,1999,1,"1999-11-20","1999-12-07",17,"winter",1,1,4756
"3472",1542,39,"ABX","1999-09-23","CN",2000,28,"2000-08-12",1999,1,1,2000,1,"2000-07-25","2000-08-13",19,"main",1,1,4756
"3473",1542,40,"ABX","1999-09-23","CN",2001,28,"2001-07-25",1999,2,1,2001,1,"2001-06-29","2001-07-26",27,"main",1,1,4756
"3474",1542,41,"BrM","1999-09-23","CN",2002,28,"2002-10-01",1999,3,1,2002,1,"2002-07-11","2002-10-02",83,"main",1,1,4756
"3475",1542,30,"BrM","1999-09-23","CN",2003,28,"2003-09-01",1999,4,1,2003,1,"2003-06-06","2003-09-02",88,"main",2,1,4756
"3476",1542,34,"BrM","1999-09-23","CN",2004,28,"2004-09-01",1999,5,1,2004,1,"2004-05-30","2004-09-02",95,"main",2,1,4756
"3477",1542,37,"BrM","1999-09-23","CN",2005,28,"2005-09-10",1999,6,1,2005,1,"2005-05-26","2005-09-11",108,"main",3,1,4756
"3478",1542,75,"BrM","1999-09-23","CN",2006,28,"2006-09-01",1999,7,1,2006,1,"2006-06-12","2006-09-02",82,"main",1,1,4756
"3479",1542,82,"BrM","1999-09-23","CN",2007,28,"2007-09-15",1999,8,1,2007,1,"2007-06-14","2007-09-16",94,"main",2,1,4756
"3480",1542,87,"BrM","1999-09-23","CN",2008,28,"2008-09-06",1999,9,1,2008,1,"2008-07-10","2008-09-07",59,"main",2,1,4756
"3481",1542,92,"BrM","1999-09-23","CN",2009,28,"2009-09-17",1999,10,1,2009,1,"2009-06-08","2009-09-18",102,"main",2,1,4756
"3482",1542,104,"BrM","1999-09-23","CN",2010,28,"2010-09-09",1999,11,1,2010,1,"2010-06-30","2010-09-10",72,"main",2,1,4756
"3483",1542,105,"BrM","1999-09-23","CN",2011,28,"2011-10-01",1999,12,1,2011,1,"2011-06-25","2011-10-02",99,"main",1,1,4756
"3484",1542,116,"TBrM","1999-09-23","CN",2012,28,"2012-09-29",1999,13,1,2012,1,"2012-06-04","2012-09-30",118,"main",2,1,4756
"3485",1542,118,"NS","1999-09-23","CN",2013,28,"2013-02-26",1999,14,0,2013,1,"2013-01-22","2013-02-27",36,"winter",1,1,4756
"3486",1543,29,"U","1999-04-06","CN",1999,28,"1999-12-06",1999,0,1,1999,1,"1999-11-20","1999-12-07",17,"winter",1,1,3818
"3487",1543,39,"ABX","1999-04-06","CN",2000,28,"2000-08-12",1999,1,1,2000,1,"2000-07-25","2000-08-13",19,"main",1,1,3818
"3488",1543,40,"ABX","1999-04-06","CN",2001,28,"2001-07-25",1999,2,1,2001,1,"2001-06-29","2001-07-26",27,"main",1,1,3818
"3489",1543,41,"ABX","1999-04-06","CN",2002,28,"2002-10-01",1999,3,1,2002,1,"2002-07-11","2002-10-02",83,"main",1,1,3818
"3490",1543,30,"H","1999-04-06","CN",2003,28,"2003-09-01",1999,4,1,2003,1,"2003-06-06","2003-09-02",88,"main",2,1,3818
"3491",1543,34,"BrM","1999-04-06","CN",2004,28,"2004-09-01",1999,5,1,2004,1,"2004-05-30","2004-09-02",95,"main",2,1,3818
"3492",1543,37,"BrM","1999-04-06","CN",2005,28,"2005-09-10",1999,6,1,2005,1,"2005-05-26","2005-09-11",108,"main",3,1,3818
"3493",1543,75,"BrM","1999-04-06","CN",2006,28,"2006-09-01",1999,7,1,2006,1,"2006-06-12","2006-09-02",82,"main",1,1,3818
"3494",1543,82,"BrM","1999-04-06","CN",2007,28,"2007-09-15",1999,8,1,2007,1,"2007-06-14","2007-09-16",94,"main",2,1,3818
"3495",1543,87,"BrM","1999-04-06","CN",2008,28,"2008-09-06",1999,9,1,2008,1,"2008-07-10","2008-09-07",59,"main",2,1,3818
"3496",1543,92,"BrM","1999-04-06","CN",2009,28,"2009-09-17",1999,10,1,2009,1,"2009-06-08","2009-09-18",102,"main",2,1,3818
"3497",1543,NA,"NS",NA,NA,2010,NA,NA,1999,11,0,2010,1,NA,NA,NA,NA,1,1,3818
"3498",1544,29,"OFL","1999-07-23","CN",1999,28,"1999-12-06",1999,0,1,1999,0,"1999-11-20","1999-12-07",17,"winter",1,1,137
"3499",1544,NA,"NS",NA,NA,2000,NA,NA,1999,1,0,2000,0,NA,NA,NA,NA,1,1,137
"3500",1545,29,"OFL","1999-07-23","CN",1999,28,"1999-12-06",1999,0,1,1999,1,"1999-11-20","1999-12-07",17,"winter",1,1,387
"3501",1545,39,"U","1999-07-23","CN",2000,28,"2000-08-12",1999,1,1,2000,1,"2000-07-25","2000-08-13",19,"main",1,1,387
"3502",1545,NA,"NS",NA,NA,2001,NA,NA,1999,2,0,2001,1,NA,NA,NA,NA,1,1,387
"3503",1546,29,"OFL","1999-07-23","CN",1999,28,"1999-12-06",1999,0,1,1999,1,"1999-11-20","1999-12-07",17,"winter",1,1,137
"3504",1546,NA,"NS",NA,NA,2000,NA,NA,1999,1,0,2000,1,NA,NA,NA,NA,1,1,137
"3505",1547,29,"U","1999-08-23","CN",1999,28,"1999-12-06",1999,0,1,1999,0,"1999-11-20","1999-12-07",17,"winter",1,1,106
"3506",1547,NA,"NS",NA,NA,2000,NA,NA,1999,1,0,2000,0,NA,NA,NA,NA,1,1,106
"3507",1548,29,"FL","1999-09-22","CN",1999,28,"1999-12-06",1999,0,1,1999,0,"1999-11-20","1999-12-07",17,"winter",1,1,326
"3508",1548,39,"ABX","1999-09-22","CN",2000,28,"2000-08-12",1999,1,1,2000,0,"2000-07-25","2000-08-13",19,"main",1,1,326
"3509",1548,NA,"NS",NA,NA,2001,NA,NA,1999,2,0,2001,0,NA,NA,NA,NA,1,1,326
"3510",1549,29,"FL","1999-09-22","CN",1999,28,"1999-12-06",1999,0,1,1999,1,"1999-11-20","1999-12-07",17,"winter",1,1,1106
"3511",1549,39,"NSA","1999-09-22","CN",2000,28,"2000-08-12",1999,1,1,2000,1,"2000-07-25","2000-08-13",19,"main",1,1,1106
"3512",1549,40,"NSA","1999-09-22","CN",2001,28,"2001-07-25",1999,2,1,2001,1,"2001-06-29","2001-07-26",27,"main",1,1,1106
"3513",1549,41,"SEEN1","1999-09-22","CN",2002,28,"2002-10-01",1999,3,1,2002,1,"2002-07-11","2002-10-02",83,"main",1,1,1106
"3514",1549,NA,"NS",NA,NA,2003,NA,NA,1999,4,0,2003,1,NA,NA,NA,NA,1,1,1106
"3515",1551,29,"OFL","1999-07-25","CN",1999,28,"1999-12-06",1999,0,1,1999,1,"1999-11-20","1999-12-07",17,"winter",1,1,1165
"3516",1551,39,"NSA","1999-07-25","CN",2000,28,"2000-08-12",1999,1,1,2000,1,"2000-07-25","2000-08-13",19,"main",1,1,1165
"3517",1551,40,"BrM","1999-07-25","CN",2001,28,"2001-07-25",1999,2,1,2001,1,"2001-06-29","2001-07-26",27,"main",1,1,1165
"3518",1551,41,"BrM","1999-07-25","CN",2002,28,"2002-10-01",1999,3,1,2002,1,"2002-07-11","2002-10-02",83,"main",1,1,1165
"3519",1551,30,"ABX","1999-07-25","CN",2003,28,"2003-09-01",1999,4,1,2003,1,"2003-06-06","2003-09-02",88,"main",1,1,1165
"3520",1551,NA,"NS",NA,NA,2004,NA,NA,1999,5,0,2004,1,NA,NA,NA,NA,1,1,1165
"3521",1552,29,"FL","1999-10-02","CN",1999,28,"1999-12-06",1999,0,1,1999,0,"1999-11-20","1999-12-07",17,"winter",1,1,1096
"3522",1552,39,"SEEN1","1999-10-02","CN",2000,28,"2000-08-12",1999,1,1,2000,0,"2000-07-25","2000-08-13",19,"main",1,1,1096
"3523",1552,40,"BrF","1999-10-02","CN",2001,28,"2001-07-25",1999,2,1,2001,0,"2001-06-29","2001-07-26",27,"main",1,1,1096
"3524",1552,41,"BrF","1999-10-02","CN",2002,28,"2002-10-01",1999,3,1,2002,0,"2002-07-11","2002-10-02",83,"main",1,1,1096
"3525",1552,NA,"NS",NA,NA,2003,NA,NA,1999,4,0,2003,0,NA,NA,NA,NA,1,1,1096
"3526",1553,29,"FL","1999-10-02","CN",1999,28,"1999-12-06",1999,0,1,1999,1,"1999-11-20","1999-12-07",17,"winter",1,1,3821
"3527",1553,39,"ABX","1999-10-02","CN",2000,28,"2000-08-12",1999,1,1,2000,1,"2000-07-25","2000-08-13",19,"main",1,1,3821
"3528",1553,40,"BrM","1999-10-02","CN",2001,28,"2001-07-25",1999,2,1,2001,1,"2001-06-29","2001-07-26",27,"main",1,1,3821
"3529",1553,41,"BrM","1999-10-02","CN",2002,28,"2002-10-01",1999,3,1,2002,1,"2002-07-11","2002-10-02",83,"main",1,1,3821
"3530",1553,30,"BrM","1999-10-02","CN",2003,28,"2003-09-01",1999,4,1,2003,1,"2003-06-06","2003-09-02",88,"main",2,1,3821
"3531",1553,34,"BrM","1999-10-02","CN",2004,28,"2004-09-01",1999,5,1,2004,1,"2004-05-30","2004-09-02",95,"main",2,1,3821
"3532",1553,37,"BrM","1999-10-02","CN",2005,28,"2005-09-10",1999,6,1,2005,1,"2005-05-26","2005-09-11",108,"main",3,1,3821
"3533",1553,75,"BrM","1999-10-02","CN",2006,28,"2006-09-01",1999,7,1,2006,1,"2006-06-12","2006-09-02",82,"main",1,1,3821
"3534",1553,82,"BrM","1999-10-02","CN",2007,28,"2007-09-15",1999,8,1,2007,1,"2007-06-14","2007-09-16",94,"main",2,1,3821
"3535",1553,87,"BrM","1999-10-02","CN",2008,28,"2008-09-06",1999,9,1,2008,1,"2008-07-10","2008-09-07",59,"main",2,1,3821
"3536",1553,92,"BrM","1999-10-02","CN",2009,28,"2009-09-17",1999,10,1,2009,1,"2009-06-08","2009-09-18",102,"main",2,1,3821
"3537",1553,103,"BrM","1999-10-02","CN",2010,28,"2010-03-18",1999,11,1,2010,1,"2010-02-12","2010-03-19",35,"winter",1,1,3821
"3538",1553,NA,"NS",NA,NA,2011,NA,NA,1999,12,0,2011,1,NA,NA,NA,NA,1,1,3821
"3539",1554,29,"OFL","1999-08-03","CN",1999,28,"1999-12-06",1999,0,1,1999,1,"1999-11-20","1999-12-07",17,"winter",1,1,126
"3540",1554,NA,"NS",NA,NA,2000,NA,NA,1999,1,0,2000,1,NA,NA,NA,NA,1,1,126
"3541",1555,29,"OFL","1999-08-04","CN",1999,28,"1999-12-06",1999,0,1,1999,0,"1999-11-20","1999-12-07",17,"winter",1,1,722
"3542",1555,39,"ABX","1999-08-04","CN",2000,28,"2000-08-12",1999,1,1,2000,0,"2000-07-25","2000-08-13",19,"main",1,1,722
"3543",1555,40,"ABX","1999-08-04","CN",2001,28,"2001-07-25",1999,2,1,2001,0,"2001-06-29","2001-07-26",27,"main",1,1,722
"3544",1555,NA,"NS",NA,NA,2002,NA,NA,1999,3,0,2002,0,NA,NA,NA,NA,1,1,722
"3545",1557,29,"FL","1999-10-03","CN",1999,28,"1999-12-06",1999,0,1,1999,1,"1999-11-20","1999-12-07",17,"winter",1,1,1095
"3546",1557,39,"ABX","1999-10-03","CN",2000,28,"2000-08-12",1999,1,1,2000,1,"2000-07-25","2000-08-13",19,"main",1,1,1095
"3547",1557,40,"BrM","1999-10-03","CN",2001,28,"2001-07-25",1999,2,1,2001,1,"2001-06-29","2001-07-26",27,"main",1,1,1095
"3548",1557,41,"BrM","1999-10-03","CN",2002,28,"2002-10-01",1999,3,1,2002,1,"2002-07-11","2002-10-02",83,"main",1,1,1095
"3549",1557,30,"BrM","1999-10-03","CN",2003,28,"2003-09-01",1999,4,1,2003,1,"2003-06-06","2003-09-02",88,"main",2,1,1095
"3550",1557,NA,"NS",NA,NA,2004,NA,NA,1999,5,0,2005,1,NA,NA,NA,NA,1,1,1095
"3551",1558,29,"FL","1999-10-03","CN",1999,28,"1999-12-06",1999,0,1,1999,0,"1999-11-20","1999-12-07",17,"winter",1,1,3439
"3552",1558,39,"ABX","1999-10-03","CN",2000,28,"2000-08-12",1999,1,1,2000,0,"2000-07-25","2000-08-13",19,"main",1,1,3439
"3553",1558,40,"BrF","1999-10-03","CN",2001,28,"2001-07-25",1999,2,1,2001,0,"2001-06-29","2001-07-26",27,"main",1,1,3439
