"","BirdID","FieldPeriodID","Status","BirthDate","Island","PeriodYear","BirthFieldPeriodID","PeriodEnd.x","birthyear","age","survival","PeriodEndYear","SexEstimate","PeriodStart","PeriodEnd.y","seasonlength","season","no_st","nrns"
"5031",1716,82,"BrF",2002-07-20,"CN",2007,41,2007-09-15,2002,5,1,2007,0,2007-06-14,2007-09-16,94,"main",2,3
"5032",1716,87,"BrF",2002-07-20,"CN",2008,41,2008-09-06,2002,6,1,2008,0,2008-07-10,2008-09-07,59,"main",2,3
"5033",1716,92,"BrF",2002-07-20,"CN",2009,41,2009-09-17,2002,7,1,2009,0,2009-06-08,2009-09-18,102,"main",2,3
"5034",1716,104,"BrF",2002-07-20,"CN",2010,41,2010-09-09,2002,8,1,2010,0,2010-06-30,2010-09-10,72,"main",2,3
"5035",1716,105,"BrF",2002-07-20,"CN",2011,41,2011-10-01,2002,9,1,2011,0,2011-06-25,2011-10-02,99,"main",1,3
"5036",1716,116,"BrF",2002-07-20,"CN",2012,41,2012-09-29,2002,10,1,2012,0,2012-06-04,2012-09-30,118,"main",2,3
"5037",1716,122,"BrF",2002-07-20,"CN",2013,41,2013-09-29,2002,11,1,2013,0,2013-06-18,2013-09-30,104,"main",2,3
"5038",1716,125,"BrF",2002-07-20,"CN",2014,41,2014-10-03,2002,12,1,2014,0,2014-06-16,2014-10-04,110,"main",2,3
"5039",1716,142,"BrF",2002-07-20,"CN",2015,41,2015-09-28,2002,13,1,2015,0,2015-06-22,2015-09-29,99,"main",2,3
"5040",1716,144,"NS",2002-07-20,"CN",2016,41,2016-03-08,2002,14,0,2016,0,2016-02-02,2016-03-09,36,"winter",2,3
"5041",1717,41,"BrF",2001-08-23,"CN",2002,40,2002-10-01,2001,1,1,2002,0,2002-07-11,2002-10-02,83,"main",1,1
"5042",1717,30,"BrF",2001-08-23,"CN",2003,40,2003-09-01,2001,2,1,2003,0,2003-06-06,2003-09-02,88,"main",2,1
"5043",1717,34,"BrF",2001-08-23,"CN",2004,40,2004-09-01,2001,3,1,2004,0,2004-05-30,2004-09-02,95,"main",2,1
"5044",1717,37,"BrF",2001-08-23,"CN",2005,40,2005-09-10,2001,4,1,2005,0,2005-05-26,2005-09-11,108,"main",3,1
"5045",1717,75,"BrF",2001-08-23,"CN",2006,40,2006-09-01,2001,5,1,2006,0,2006-06-12,2006-09-02,82,"main",1,1
"5046",1717,82,"BrF",2001-08-23,"CN",2007,40,2007-09-15,2001,6,1,2007,0,2007-06-14,2007-09-16,94,"main",2,1
"5047",1717,87,"BrF",2001-08-23,"CN",2008,40,2008-09-06,2001,7,1,2008,0,2008-07-10,2008-09-07,59,"main",2,1
"5048",1717,92,"BrF",2001-08-23,"CN",2009,40,2009-09-17,2001,8,1,2009,0,2009-06-08,2009-09-18,102,"main",2,1
"5049",1717,104,"BrF",2001-08-23,"CN",2010,40,2010-09-09,2001,9,1,2010,0,2010-06-30,2010-09-10,72,"main",2,1
"5050",1717,105,"BrF",2001-08-23,"CN",2011,40,2011-10-01,2001,10,1,2011,0,2011-06-25,2011-10-02,99,"main",1,1
"5051",1717,116,"BrF",2001-08-23,"CN",2012,40,2012-09-29,2001,11,1,2012,0,2012-06-04,2012-09-30,118,"main",2,1
"5052",1717,122,"BrF",2001-08-23,"CN",2013,40,2013-09-29,2001,12,1,2013,0,2013-06-18,2013-09-30,104,"main",2,1
"5053",1717,125,"BrF",2001-08-23,"CN",2014,40,2014-10-03,2001,13,1,2014,0,2014-06-16,2014-10-04,110,"main",2,1
"5054",1717,142,"BrF",2001-08-23,"CN",2015,40,2015-09-28,2001,14,1,2015,0,2015-06-22,2015-09-29,99,"main",2,1
"5055",1717,144,"BrF",2001-08-23,"CN",2016,40,2016-03-08,2001,15,1,2016,0,2016-02-02,2016-03-09,36,"winter",1,1
"5056",1717,NA,"NS",NA,NA,2017,NA,NA,2001,16,0,2017,0,NA,NA,NA,NA,1,1
"5057",1718,41,"BrM",2001-12-26,"CN",2002,40,2002-10-01,2001,1,1,2002,1,2002-07-11,2002-10-02,83,"main",1,1
"5058",1718,30,"BrM",2001-12-26,"CN",2003,40,2003-09-01,2001,2,1,2003,1,2003-06-06,2003-09-02,88,"main",2,1
"5059",1718,34,"BrM",2001-12-26,"CN",2004,40,2004-09-01,2001,3,1,2004,1,2004-05-30,2004-09-02,95,"main",2,1
"5060",1718,37,"BrM",2001-12-26,"CN",2005,40,2005-09-10,2001,4,1,2005,1,2005-05-26,2005-09-11,108,"main",3,1
"5061",1718,NA,"NS",NA,NA,2006,NA,NA,2001,5,0,2006,1,NA,NA,NA,NA,1,1
"5062",1719,41,"B",2001-12-26,"CN",2002,40,2002-10-01,2001,1,1,2002,1,2002-07-11,2002-10-02,83,"main",1,1
"5063",1719,30,"NSA",2001-12-26,"CN",2003,40,2003-09-01,2001,2,1,2003,1,2003-06-06,2003-09-02,88,"main",2,1
"5064",1719,34,"BrM",2001-12-26,"CN",2004,40,2004-09-01,2001,3,1,2004,1,2004-05-30,2004-09-02,95,"main",2,1
"5065",1719,37,"TBrM",2001-12-26,"CN",2005,40,2005-09-10,2001,4,1,2005,1,2005-05-26,2005-09-11,108,"main",2,1
"5066",1719,NA,"NS",NA,NA,2006,NA,NA,2001,5,0,2006,1,NA,NA,NA,NA,1,1
"5067",1720,41,"ABX",2001-12-28,"CN",2002,40,2002-10-01,2001,1,1,2002,1,2002-07-11,2002-10-02,83,"main",1,1
"5068",1720,30,"H",2001-12-28,"CN",2003,40,2003-09-01,2001,2,1,2003,1,2003-06-06,2003-09-02,88,"main",2,1
"5069",1720,34,"BrM",2001-12-28,"CN",2004,40,2004-09-01,2001,3,1,2004,1,2004-05-30,2004-09-02,95,"main",2,1
"5070",1720,37,"BrM",2001-12-28,"CN",2005,40,2005-09-10,2001,4,1,2005,1,2005-05-26,2005-09-11,108,"main",3,1
"5071",1720,75,"TBrM",2001-12-28,"CN",2006,40,2006-09-01,2001,5,1,2006,1,2006-06-12,2006-09-02,82,"main",1,1
"5072",1720,NA,"NS",NA,NA,2007,NA,NA,2001,6,0,2007,1,NA,NA,NA,NA,1,1
"5073",1722,41,"BrM",2001-08-27,"CN",2002,40,2002-10-01,2001,1,1,2002,1,2002-07-11,2002-10-02,83,"main",1,1
"5074",1722,30,"BrM",2001-08-27,"CN",2003,40,2003-09-01,2001,2,1,2003,1,2003-06-06,2003-09-02,88,"main",2,1
"5075",1722,34,"BrM",2001-08-27,"CN",2004,40,2004-09-01,2001,3,1,2004,1,2004-05-30,2004-09-02,95,"main",2,1
"5076",1722,37,"BrM",2001-08-27,"CN",2005,40,2005-09-10,2001,4,1,2005,1,2005-05-26,2005-09-11,108,"main",3,1
"5077",1722,75,"BrM",2001-08-27,"CN",2006,40,2006-09-01,2001,5,1,2006,1,2006-06-12,2006-09-02,82,"main",1,1
"5078",1722,82,"BrM",2001-08-27,"CN",2007,40,2007-09-15,2001,6,1,2007,1,2007-06-14,2007-09-16,94,"main",2,1
"5079",1722,87,"BrM",2001-08-27,"CN",2008,40,2008-09-06,2001,7,1,2008,1,2008-07-10,2008-09-07,59,"main",2,1
"5080",1722,92,"BrM",2001-08-27,"CN",2009,40,2009-09-17,2001,8,1,2009,1,2009-06-08,2009-09-18,102,"main",2,1
"5081",1722,104,"BrM",2001-08-27,"CN",2010,40,2010-09-09,2001,9,1,2010,1,2010-06-30,2010-09-10,72,"main",2,1
"5082",1722,105,"BrM",2001-08-27,"CN",2011,40,2011-10-01,2001,10,1,2011,1,2011-06-25,2011-10-02,99,"main",1,1
"5083",1722,116,"BrM",2001-08-27,"CN",2012,40,2012-09-29,2001,11,1,2012,1,2012-06-04,2012-09-30,118,"main",2,1
"5084",1722,118,"NS",2001-08-27,"CN",2013,40,2013-02-26,2001,12,0,2013,1,2013-01-22,2013-02-27,36,"winter",1,1
"5085",1723,41,"U",2002-05-31,"CN",2002,41,2002-10-01,2002,0,1,2002,1,2002-07-11,2002-10-02,83,"main",1,1
"5086",1723,30,"B",2002-05-31,"CN",2003,41,2003-09-01,2002,1,1,2003,1,2003-06-06,2003-09-02,88,"main",2,1
"5087",1723,34,"BrM",2002-05-31,"CN",2004,41,2004-09-01,2002,2,1,2004,1,2004-05-30,2004-09-02,95,"main",2,1
"5088",1723,35,"BrM",2002-05-31,"CN",2005,41,2005-01-11,2002,3,1,2005,1,2004-12-18,2005-01-12,25,"winter",1,1
"5089",1723,NA,"NS",NA,NA,2006,NA,NA,2002,4,0,2006,1,NA,NA,NA,NA,1,1
"5090",1724,41,"U",2001-08-29,"CN",2002,40,2002-10-01,2001,1,1,2002,1,2002-07-11,2002-10-02,83,"main",1,1
"5091",1724,30,"BrM",2001-08-29,"CN",2003,40,2003-09-01,2001,2,1,2003,1,2003-06-06,2003-09-02,88,"main",2,1
"5092",1724,32,"BrM",2001-08-29,"CN",2004,40,2004-05-28,2001,3,1,2004,1,2004-05-17,2004-05-29,12,"winter",1,1
"5093",1724,NA,"NS",NA,NA,2005,NA,NA,2001,4,0,2005,1,NA,NA,NA,NA,1,1
"5094",1725,41,"ABX",2002-01-01,"CN",2002,40,2002-10-01,2002,0,1,2002,0,2002-07-11,2002-10-02,83,"main",1,1
"5095",1725,30,"BrF",2002-01-01,"CN",2003,40,2003-09-01,2002,1,1,2003,0,2003-06-06,2003-09-02,88,"main",2,1
"5096",1725,34,"BrF",2002-01-01,"CN",2004,40,2004-09-01,2002,2,1,2004,0,2004-05-30,2004-09-02,95,"main",2,1
"5097",1725,37,"BrF",2002-01-01,"CN",2005,40,2005-09-10,2002,3,1,2005,0,2005-05-26,2005-09-11,108,"main",3,1
"5098",1725,NA,"NS",NA,NA,2006,NA,NA,2002,4,0,2006,0,NA,NA,NA,NA,1,1
"5099",1727,41,"ABX",2002-01-03,"CN",2002,40,2002-10-01,2002,0,1,2002,1,2002-07-11,2002-10-02,83,"main",1,1
"5100",1727,NA,"NS",NA,NA,2003,NA,NA,2002,1,0,2003,1,NA,NA,NA,NA,1,1
"5101",1728,41,"U",2002-01-03,"CN",2002,40,2002-10-01,2002,0,1,2002,1,2002-07-11,2002-10-02,83,"main",1,1
"5102",1728,30,"BrM",2002-01-03,"CN",2003,40,2003-09-01,2002,1,1,2003,1,2003-06-06,2003-09-02,88,"main",2,1
"5103",1728,34,"BrM",2002-01-03,"CN",2004,40,2004-09-01,2002,2,1,2004,1,2004-05-30,2004-09-02,95,"main",2,1
"5104",1728,35,"BrM",2002-01-03,"CN",2005,40,2005-01-11,2002,3,1,2005,1,2004-12-18,2005-01-12,25,"winter",1,1
"5105",1728,NA,"NS",NA,NA,2006,NA,NA,2002,4,0,2006,1,NA,NA,NA,NA,1,1
"5106",1729,41,"BrM",2001-09-01,"CN",2002,40,2002-10-01,2001,1,1,2002,1,2002-07-11,2002-10-02,83,"main",1,1
"5107",1729,30,"BrM",2001-09-01,"CN",2003,40,2003-09-01,2001,2,1,2003,1,2003-06-06,2003-09-02,88,"main",2,1
"5108",1729,34,"BrM",2001-09-01,"CN",2004,40,2004-09-01,2001,3,1,2004,1,2004-05-30,2004-09-02,95,"main",2,1
"5109",1729,37,"BrM",2001-09-01,"CN",2005,40,2005-09-10,2001,4,1,2005,1,2005-05-26,2005-09-11,108,"main",3,1
"5110",1729,75,"BrM",2001-09-01,"CN",2006,40,2006-09-01,2001,5,1,2006,1,2006-06-12,2006-09-02,82,"main",1,1
"5111",1729,82,"BrM",2001-09-01,"CN",2007,40,2007-09-15,2001,6,1,2007,1,2007-06-14,2007-09-16,94,"main",2,1
"5112",1729,87,"BrM",2001-09-01,"CN",2008,40,2008-09-06,2001,7,1,2008,1,2008-07-10,2008-09-07,59,"main",2,1
"5113",1729,92,"BrM",2001-09-01,"CN",2009,40,2009-09-17,2001,8,1,2009,1,2009-06-08,2009-09-18,102,"main",2,1
"5114",1729,104,"BrM",2001-09-01,"CN",2010,40,2010-09-09,2001,9,1,2010,1,2010-06-30,2010-09-10,72,"main",2,1
"5115",1729,105,"BrM",2001-09-01,"CN",2011,40,2011-10-01,2001,10,1,2011,1,2011-06-25,2011-10-02,99,"main",1,1
"5116",1729,116,"BrM",2001-09-01,"CN",2012,40,2012-09-29,2001,11,1,2012,1,2012-06-04,2012-09-30,118,"main",2,1
"5117",1729,122,"BrM",2001-09-01,"CN",2013,40,2013-09-29,2001,12,1,2013,1,2013-06-18,2013-09-30,104,"main",2,1
"5118",1729,125,"BrM",2001-09-01,"CN",2014,40,2014-10-03,2001,13,1,2014,1,2014-06-16,2014-10-04,110,"main",2,1
"5119",1729,142,"NS",2001-09-01,"CN",2015,40,2015-09-28,2001,14,0,2015,1,2015-06-22,2015-09-29,99,"main",2,1
"5120",1731,41,"FL",2002-07-21,"CN",2002,41,2002-10-01,2002,0,1,2002,1,2002-07-11,2002-10-02,83,"main",1,1
"5121",1731,30,"H",2002-07-21,"CN",2003,41,2003-09-01,2002,1,1,2003,1,2003-06-06,2003-09-02,88,"main",2,1
"5122",1731,34,"BrM",2002-07-21,"CN",2004,41,2004-09-01,2002,2,1,2004,1,2004-05-30,2004-09-02,95,"main",2,1
"5123",1731,37,"BrM",2002-07-21,"CN",2005,41,2005-09-10,2002,3,1,2005,1,2005-05-26,2005-09-11,108,"main",3,1
"5124",1731,75,"BrM",2002-07-21,"CN",2006,41,2006-09-01,2002,4,1,2006,1,2006-06-12,2006-09-02,82,"main",1,1
"5125",1731,82,"BrM",2002-07-21,"CN",2007,41,2007-09-15,2002,5,1,2007,1,2007-06-14,2007-09-16,94,"main",2,1
"5126",1731,87,"BrM",2002-07-21,"CN",2008,41,2008-09-06,2002,6,1,2008,1,2008-07-10,2008-09-07,59,"main",2,1
"5127",1731,92,"BrM",2002-07-21,"CN",2009,41,2009-09-17,2002,7,1,2009,1,2009-06-08,2009-09-18,102,"main",2,1
"5128",1731,104,"BrM",2002-07-21,"CN",2010,41,2010-09-09,2002,8,1,2010,1,2010-06-30,2010-09-10,72,"main",2,1
"5129",1731,105,"BrM",2002-07-21,"CN",2011,41,2011-10-01,2002,9,1,2011,1,2011-06-25,2011-10-02,99,"main",1,1
"5130",1731,116,"BrM",2002-07-21,"CN",2012,41,2012-09-29,2002,10,1,2012,1,2012-06-04,2012-09-30,118,"main",2,1
"5131",1731,122,"SEEN1",2002-07-21,"CN",2013,41,2013-09-29,2002,11,1,2013,1,2013-06-18,2013-09-30,104,"main",2,1
"5132",1731,NA,"NS",NA,NA,2014,NA,NA,2002,12,0,2014,1,NA,NA,NA,NA,1,1
"5133",1732,41,"CH",2002-08-21,"CN",2002,41,2002-10-01,2002,0,1,2002,1,2002-07-11,2002-10-02,83,"main",1,1
"5134",1732,NA,"NS",NA,NA,2003,NA,NA,2002,1,0,2003,1,NA,NA,NA,NA,1,1
"5135",1733,41,"CH",2002-08-12,"CN",2002,41,2002-10-01,2002,0,1,2002,0,2002-07-11,2002-10-02,83,"main",1,1
"5136",1733,NA,"NS",NA,NA,2003,NA,NA,2002,1,0,2003,0,NA,NA,NA,NA,1,1
"5137",1734,41,"CH",2002-08-15,"CN",2002,41,2002-10-01,2002,0,1,2002,1,2002-07-11,2002-10-02,83,"main",1,1
"5138",1734,NA,"NS",NA,NA,2003,NA,NA,2002,1,0,2003,1,NA,NA,NA,NA,1,1
"5139",1735,41,"H",2001-09-03,"CN",2002,40,2002-10-01,2001,1,1,2002,0,2002-07-11,2002-10-02,83,"main",1,1
"5140",1735,30,"BrF",2001-09-03,"CN",2003,40,2003-09-01,2001,2,1,2003,0,2003-06-06,2003-09-02,88,"main",2,1
"5141",1735,34,"BrF",2001-09-03,"CN",2004,40,2004-09-01,2001,3,1,2004,0,2004-05-30,2004-09-02,95,"main",2,1
"5142",1735,35,"NS",2001-09-03,"CN",2005,40,2005-01-11,2001,4,0,2005,0,2004-12-18,2005-01-12,25,"winter",1,1
"5143",1736,41,"FL",2002-08-05,"CN",2002,41,2002-10-01,2002,0,1,2002,0,2002-07-11,2002-10-02,83,"main",1,1
"5144",1736,30,"ABX",2002-08-05,"CN",2003,41,2003-09-01,2002,1,1,2003,0,2003-06-06,2003-09-02,88,"main",2,1
"5145",1736,NA,"NS",NA,NA,2004,NA,NA,2002,2,0,2005,0,NA,NA,NA,NA,1,1
"5146",1737,41,"FL",2002-09-03,"CN",2002,41,2002-10-01,2002,0,1,2002,1,2002-07-11,2002-10-02,83,"main",1,1
"5147",1737,NA,"NS",NA,NA,2003,NA,NA,2002,1,0,2003,1,NA,NA,NA,NA,1,1
"5148",1738,41,"FL",2002-08-22,"CN",2002,41,2002-10-01,2002,0,1,2002,1,2002-07-11,2002-10-02,83,"main",1,1
"5149",1738,NA,"NS",NA,NA,2003,NA,NA,2002,1,0,2003,1,NA,NA,NA,NA,1,1
"5150",1739,41,"FL",2002-07-26,"CN",2002,41,2002-10-01,2002,0,1,2002,1,2002-07-11,2002-10-02,83,"main",1,1
"5151",1739,30,"ABX",2002-07-26,"CN",2003,41,2003-09-01,2002,1,1,2003,1,2003-06-06,2003-09-02,88,"main",2,1
"5152",1739,34,"BrM",2002-07-26,"CN",2004,41,2004-09-01,2002,2,1,2004,1,2004-05-30,2004-09-02,95,"main",2,1
"5153",1739,37,"BrM",2002-07-26,"CN",2005,41,2005-09-10,2002,3,1,2005,1,2005-05-26,2005-09-11,108,"main",3,1
"5154",1739,75,"BrM",2002-07-26,"CN",2006,41,2006-09-01,2002,4,1,2006,1,2006-06-12,2006-09-02,82,"main",1,1
"5155",1739,82,"BrM",2002-07-26,"CN",2007,41,2007-09-15,2002,5,1,2007,1,2007-06-14,2007-09-16,94,"main",2,1
"5156",1739,87,"BrM",2002-07-26,"CN",2008,41,2008-09-06,2002,6,1,2008,1,2008-07-10,2008-09-07,59,"main",2,1
"5157",1739,NA,"NS",NA,NA,2009,NA,NA,2002,7,0,2009,1,NA,NA,NA,NA,1,1
"5158",1740,41,"ABX",2001-09-10,"CN",2002,40,2002-10-01,2001,1,1,2002,0,2002-07-11,2002-10-02,83,"main",1,1
"5159",1740,30,"BrF",2001-09-10,"CN",2003,40,2003-09-01,2001,2,1,2003,0,2003-06-06,2003-09-02,88,"main",2,1
"5160",1740,34,"BrF",2001-09-10,"CN",2004,40,2004-09-01,2001,3,1,2004,0,2004-05-30,2004-09-02,95,"main",2,1
"5161",1740,37,"BrF",2001-09-10,"CN",2005,40,2005-09-10,2001,4,1,2005,0,2005-05-26,2005-09-11,108,"main",3,1
"5162",1740,75,"BrF",2001-09-10,"CN",2006,40,2006-09-01,2001,5,1,2006,0,2006-06-12,2006-09-02,82,"main",1,1
"5163",1740,82,"BrF",2001-09-10,"CN",2007,40,2007-09-15,2001,6,1,2007,0,2007-06-14,2007-09-16,94,"main",2,1
"5164",1740,87,"BrF",2001-09-10,"CN",2008,40,2008-09-06,2001,7,1,2008,0,2008-07-10,2008-09-07,59,"main",2,1
"5165",1740,90,"BrF",2001-09-10,"CN",2009,40,2009-03-02,2001,8,1,2009,0,2008-12-30,2009-03-03,63,"winter",1,1
"5166",1740,NA,"NS",NA,NA,2010,NA,NA,2001,9,0,2010,0,NA,NA,NA,NA,1,1
"5167",1741,41,"FL",2002-07-21,"CN",2002,41,2002-10-01,2002,0,1,2002,0,2002-07-11,2002-10-02,83,"main",1,1
"5168",1741,NA,"NS",NA,NA,2003,NA,NA,2002,1,0,2003,0,NA,NA,NA,NA,1,1
"5169",1742,41,"FL",2002-07-28,"CN",2002,41,2002-10-01,2002,0,1,2002,1,2002-07-11,2002-10-02,83,"main",1,1
"5170",1742,30,"ABX",2002-07-28,"CN",2003,41,2003-09-01,2002,1,1,2003,1,2003-06-06,2003-09-02,88,"main",2,1
"5171",1742,34,"BrM",2002-07-28,"CN",2004,41,2004-09-01,2002,2,1,2004,1,2004-05-30,2004-09-02,95,"main",2,1
"5172",1742,37,"BrM",2002-07-28,"CN",2005,41,2005-09-10,2002,3,1,2005,1,2005-05-26,2005-09-11,108,"main",3,1
"5173",1742,75,"BrM",2002-07-28,"CN",2006,41,2006-09-01,2002,4,1,2006,1,2006-06-12,2006-09-02,82,"main",1,1
"5174",1742,82,"BrM",2002-07-28,"CN",2007,41,2007-09-15,2002,5,1,2007,1,2007-06-14,2007-09-16,94,"main",2,1
"5175",1742,87,"BrM",2002-07-28,"CN",2008,41,2008-09-06,2002,6,1,2008,1,2008-07-10,2008-09-07,59,"main",2,1
"5176",1742,NA,"NS",NA,NA,2009,NA,NA,2002,7,0,2009,1,NA,NA,NA,NA,1,1
"5177",1743,41,"FL",2002-08-05,"CN",2002,41,2002-10-01,2002,0,1,2002,1,2002-07-11,2002-10-02,83,"main",1,1
"5178",1743,30,"H",2002-08-05,"CN",2003,41,2003-09-01,2002,1,1,2003,1,2003-06-06,2003-09-02,88,"main",2,1
"5179",1743,34,"BrM",2002-08-05,"CN",2004,41,2004-09-01,2002,2,1,2004,1,2004-05-30,2004-09-02,95,"main",2,1
"5180",1743,37,"BrM",2002-08-05,"CN",2005,41,2005-09-10,2002,3,1,2005,1,2005-05-26,2005-09-11,108,"main",3,1
"5181",1743,75,"BrM",2002-08-05,"CN",2006,41,2006-09-01,2002,4,1,2006,1,2006-06-12,2006-09-02,82,"main",1,1
"5182",1743,82,"BrM",2002-08-05,"CN",2007,41,2007-09-15,2002,5,1,2007,1,2007-06-14,2007-09-16,94,"main",2,1
"5183",1743,87,"BrM",2002-08-05,"CN",2008,41,2008-09-06,2002,6,1,2008,1,2008-07-10,2008-09-07,59,"main",2,1
"5184",1743,90,"TBrM",2002-08-05,"CN",2009,41,2009-03-02,2002,7,1,2009,1,2008-12-30,2009-03-03,63,"winter",1,1
"5185",1743,NA,"NS",NA,NA,2010,NA,NA,2002,8,0,2010,1,NA,NA,NA,NA,1,1
"5186",1744,41,"BrM",2001-09-13,"CN",2002,40,2002-10-01,2001,1,1,2002,1,2002-07-11,2002-10-02,83,"main",1,1
"5187",1744,30,"BrM",2001-09-13,"CN",2003,40,2003-09-01,2001,2,1,2003,1,2003-06-06,2003-09-02,88,"main",2,1
"5188",1744,34,"BrM",2001-09-13,"CN",2004,40,2004-09-01,2001,3,1,2004,1,2004-05-30,2004-09-02,95,"main",2,1
"5189",1744,37,"BrM",2001-09-13,"CN",2005,40,2005-09-10,2001,4,1,2005,1,2005-05-26,2005-09-11,108,"main",3,1
"5190",1744,75,"BrM",2001-09-13,"CN",2006,40,2006-09-01,2001,5,1,2006,1,2006-06-12,2006-09-02,82,"main",1,1
"5191",1744,82,"BrM",2001-09-13,"CN",2007,40,2007-09-15,2001,6,1,2007,1,2007-06-14,2007-09-16,94,"main",2,1
"5192",1744,87,"BrM",2001-09-13,"CN",2008,40,2008-09-06,2001,7,1,2008,1,2008-07-10,2008-09-07,59,"main",2,1
"5193",1744,92,"BrM",2001-09-13,"CN",2009,40,2009-09-17,2001,8,1,2009,1,2009-06-08,2009-09-18,102,"main",2,1
"5194",1744,104,"BrM",2001-09-13,"CN",2010,40,2010-09-09,2001,9,1,2010,1,2010-06-30,2010-09-10,72,"main",2,1
"5195",1744,NA,"NS",NA,NA,2011,NA,NA,2001,10,0,2011,1,NA,NA,NA,NA,1,1
"5196",1745,41,"ABX",2002-01-16,"CN",2002,40,2002-10-01,2002,0,1,2002,1,2002-07-11,2002-10-02,83,"main",1,1
"5197",1745,30,"ABX",2002-01-16,"CN",2003,40,2003-09-01,2002,1,1,2003,1,2003-06-06,2003-09-02,88,"main",2,1
"5198",1745,NA,"NS",NA,NA,2004,NA,NA,2002,2,0,2005,1,NA,NA,NA,NA,1,1
"5199",1746,41,"OFL",2002-06-30,"CN",2002,41,2002-10-01,2002,0,1,2002,0,2002-07-11,2002-10-02,83,"main",1,1
"5200",1746,30,"H",2002-06-30,"CN",2003,41,2003-09-01,2002,1,1,2003,0,2003-06-06,2003-09-02,88,"main",1,1
"5201",1746,NA,"NS",NA,NA,2004,NA,NA,2002,2,0,2004,0,NA,NA,NA,NA,1,1
"5202",1747,41,"FL",2002-07-25,"CN",2002,41,2002-10-01,2002,0,1,2002,1,2002-07-11,2002-10-02,83,"main",1,1
"5203",1747,30,"U",2002-07-25,"CN",2003,41,2003-09-01,2002,1,1,2003,1,2003-06-06,2003-09-02,88,"main",2,1
"5204",1747,34,"BrM",2002-07-25,"CN",2004,41,2004-09-01,2002,2,1,2004,1,2004-05-30,2004-09-02,95,"main",2,1
"5205",1747,35,"BrM",2002-07-25,"CN",2005,41,2005-01-11,2002,3,1,2005,1,2004-12-18,2005-01-12,25,"winter",1,1
"5206",1747,NA,"NS",NA,NA,2006,NA,NA,2002,4,0,2006,1,NA,NA,NA,NA,1,1
"5207",1748,41,"FL",2002-07-17,"CN",2002,41,2002-10-01,2002,0,1,2002,1,2002-07-11,2002-10-02,83,"main",1,1
"5208",1748,NA,"NS",NA,NA,2003,NA,NA,2002,1,0,2003,1,NA,NA,NA,NA,1,1
"5209",1749,41,"FL",2002-08-14,"CN",2002,41,2002-10-01,2002,0,1,2002,1,2002-07-11,2002-10-02,83,"main",1,1
"5210",1749,30,"ABX",2002-08-14,"CN",2003,41,2003-09-01,2002,1,1,2003,1,2003-06-06,2003-09-02,88,"main",1,1
"5211",1749,NA,"NS",NA,NA,2004,NA,NA,2002,2,0,2004,1,NA,NA,NA,NA,1,1
"5212",1750,41,"FL",2002-07-29,"CN",2002,41,2002-10-01,2002,0,1,2002,1,2002-07-11,2002-10-02,83,"main",1,3
"5213",1750,30,"ABX",2002-07-29,"CN",2003,41,2003-09-01,2002,1,1,2003,1,2003-06-06,2003-09-02,88,"main",2,3
"5214",1750,34,"BrM",2002-07-29,"CN",2004,41,2004-09-01,2002,2,1,2004,1,2004-05-30,2004-09-02,95,"main",2,3
"5215",1750,37,"BrM",2002-07-29,"CN",2005,41,2005-09-10,2002,3,1,2005,1,2005-05-26,2005-09-11,108,"main",3,3
"5216",1750,75,"BrM",2002-07-29,"CN",2006,41,2006-09-01,2002,4,1,2006,1,2006-06-12,2006-09-02,82,"main",1,3
"5217",1750,82,"BrM",2002-07-29,"CN",2007,41,2007-09-15,2002,5,1,2007,1,2007-06-14,2007-09-16,94,"main",2,3
"5218",1750,87,"BrM",2002-07-29,"CN",2008,41,2008-09-06,2002,6,1,2008,1,2008-07-10,2008-09-07,59,"main",2,3
"5219",1750,92,"BrM",2002-07-29,"CN",2009,41,2009-09-17,2002,7,1,2009,1,2009-06-08,2009-09-18,102,"main",2,3
"5220",1750,104,"BrM",2002-07-29,"CN",2010,41,2010-09-09,2002,8,1,2010,1,2010-06-30,2010-09-10,72,"main",2,3
"5221",1750,105,"BrM",2002-07-29,"CN",2011,41,2011-10-01,2002,9,1,2011,1,2011-06-25,2011-10-02,99,"main",1,3
"5222",1750,116,"BrM",2002-07-29,"CN",2012,41,2012-09-29,2002,10,1,2012,1,2012-06-04,2012-09-30,118,"main",2,3
"5223",1750,122,"BrM",2002-07-29,"CN",2013,41,2013-09-29,2002,11,1,2013,1,2013-06-18,2013-09-30,104,"main",2,3
"5224",1750,125,"BrM",2002-07-29,"CN",2014,41,2014-10-03,2002,12,1,2014,1,2014-06-16,2014-10-04,110,"main",2,3
"5225",1750,142,"BrM",2002-07-29,"CN",2015,41,2015-09-28,2002,13,1,2015,1,2015-06-22,2015-09-29,99,"main",2,3
"5226",1750,144,"NS",2002-07-29,"CN",2016,41,2016-03-08,2002,14,0,2016,1,2016-02-02,2016-03-09,36,"winter",2,3
"5227",1751,41,"BrM",2001-09-17,"CN",2002,40,2002-10-01,2001,1,1,2002,1,2002-07-11,2002-10-02,83,"main",1,1
"5228",1751,30,"TBrM",2001-09-17,"CN",2003,40,2003-09-01,2001,2,1,2003,1,2003-06-06,2003-09-02,88,"main",1,1
"5229",1751,NA,"NS",NA,NA,2004,NA,NA,2001,3,0,2004,1,NA,NA,NA,NA,1,1
