"";"BirdID";"NestWatchID";"Behaviour";"NestID";"LayDateEarliest";"LayDateLatest";"HatchDateEarliest";"HatchDateLatest";"WatchDate";"BreedGroupID";"ClutchSize";"BroodSize";"ObsDuration";"StartTime";"StatusID";"Status";"Observer";"year";"nrfeeding";"prate";"birthyear";"birthday";"age";"age_years";"age_days";"FieldPeriodID";"TerritoryID";"PeriodStart";"PeriodEnd";"PeriodYear";"groupsize";"nr_helpers";"Island";"Year";"TerritoryNumber";"TQ";"TQcorrected";"prate_z";"lifespan";"lifespan_yrs";"AveAge";"WithinAge";"newstat";"occasionyear";"avg_invert";"SexEstimate";"WatchType";"newlifespan"
"384";1198;1210;FALSE;335;"1998-08-16";"1998-08-16";"1998-08-28";"1998-08-30";"1998-08-31";261;2;2;60;"08:48:00";3742;"BrM";NA;1998;6;0,1;1996;"1996-07-15";2;2;777;25;117;"1998-06-20";"1998-09-27";1998;6;0;"CN";1998;82;38714,71585;38714,71585;-0,300940433204852;1490;4,08219178082192;2;0;"Dom";1998;3,40909704426667;1;"FI";1490
"385";1198;1257;FALSE;335;"1998-08-16";"1998-08-16";"1998-08-28";"1998-08-30";"1998-09-14";261;2;2;60;"09:15:00";3742;"BrM";NA;1998;7;0,116666666666667;1996;"1996-07-15";2;2;791;25;117;"1998-06-20";"1998-09-27";1998;6;0;"CN";1998;82;38714,71585;38714,71585;-0,0730436859130179;1490;4,08219178082192;2;0;"Dom";1998;3,40909704426667;1;"F";1490
"386";1198;1259;FALSE;335;"1998-08-16";"1998-08-16";"1998-08-28";"1998-08-30";"1998-08-30";261;2;2;60;"08:22:00";3742;"BrM";NA;1998;4;0,0666666666666667;1996;"1996-07-15";2;2;776;25;117;"1998-06-20";"1998-09-27";1998;6;0;"CN";1998;82;38714,71585;38714,71585;-0,756733927788511;1490;4,08219178082192;2;0;"Dom";1998;3,40909704426667;1;"FI";1490
"387";1199;746;FALSE;826;NA;NA;"2003-08-08";"2003-08-17";"2003-08-17";521;1;1;90;"11:07:00";7227;"BrM";NA;2003;16;0,177777777777778;1996;"1996-07-15";7;7;2589;30;108;"2003-06-06";"2003-09-02";2003;4;1;"CN";2003;75;20772,39739;20772,39739;0,762577720823689;4238;11,6109589041096;7;0;"Dom";2003;3,65308711307692;1;"F";4238
"388";1200;533;FALSE;464;"1999-07-21";"1999-07-21";"1999-08-05";"1999-08-05";"1999-08-12";393;2;2;60;"11:30:00";4581;"BrF";NA;1999;13;0,216666666666667;1996;"1996-07-17";3;3;1121;28;68;"1999-07-02";"1999-09-26";1999;4;0;"CN";1999;47,1;107516,6545;107516,6545;1,29433679783796;3699;10,1342465753425;3;0;"Dom";1999;5,15521640586667;0;"F";3699
"389";1203;1203;FALSE;452;"1999-06-22";"1999-06-27";"1999-07-12";"1999-07-12";"1999-07-16";385;1;1;60;"11:25:00";4550;"BrM";NA;1999;7;0,116666666666667;1996;"1996-07-26";3;3;1085;28;54;"1999-07-02";"1999-09-26";1999;4;0;"CN";1999;38;41091,176;41091,176;-0,0730436859130179;1479;4,05205479452055;2,5;0,5;"Dom";1999;5,15521640586667;1;"FI";1157
"390";1203;399;FALSE;230;"1998-08-30";"1998-08-30";"1998-09-13";"1998-09-13";"1998-09-15";222;1;1;60;"09:55:00";3626;"BrM";NA;1998;6;0,1;1996;"1996-07-26";2;2;781;25;54;"1998-06-20";"1998-09-27";1998;3;0;"CN";1998;38;33232,9066;33232,9066;-0,300940433204852;1479;4,05205479452055;2,5;-0,5;"Dom";1998;3,40909704426667;1;"FI";1157
"391";1209;719;FALSE;699;"2003-07-18";"2003-07-21";"2003-08-05";"2003-08-05";"2003-08-05";457;1;1;90;"14:10:00";7092;"BrM";NA;2003;13;0,144444444444444;1997;"1997-07-17";6;6;2210;30;16;"2003-06-06";"2003-09-02";2003;4;1;NA;NA;NA;NA;NA;0,30678422624002;2508;6,87123287671233;6;0;"Dom";2003;3,65308711307692;1;"FI";1903
"392";1212;360;FALSE;44;"1997-07-11";"1997-07-11";"1997-07-27";"1997-07-27";"1997-08-13";41;2;2;90;"10:50:00";2853;"BrM";NA;1997;6;0,0666666666666667;1996;"1996-07-29";1;1;380;22;48;"1997-07-01";"1997-08-28";1997;7;1;"CN";1997;33,1;68299,32416;68299,32416;-0,756733927788511;1476;4,04383561643836;2;-1;"Dom";1997;6,34906043033333;1;"F";1154
"393";1212;535;FALSE;439;"1999-08-07";"1999-08-07";"1999-08-22";"1999-08-22";"1999-08-27";380;1;1;60;"16:10:00";4527;"BrM";NA;1999;5;0,0833333333333333;1996;"1996-07-29";3;3;1124;28;48;"1999-07-02";"1999-09-26";1999;6;2;"CN";1999;33,1;32345,13271;32345,13271;-0,528837180496682;1476;4,04383561643836;2;1;"Dom";1999;5,15521640586667;1;"FI";1154
"394";1213;535;FALSE;439;"1999-08-07";"1999-08-07";"1999-08-22";"1999-08-22";"1999-08-27";380;1;1;60;"16:10:00";4529;"H";NA;1999;10;0,166666666666667;1997;"1997-07-27";2;2;761;28;48;"1999-07-02";"1999-09-26";1999;6;2;"CN";1999;33,1;32345,13271;32345,13271;0,61064655596247;2968;8,13150684931507;2;0;"Sub";1999;5,15521640586667;1;"FI";1893
"395";1221;385;FALSE;196;"1998-07-13";"1998-07-22";"1998-08-03";"1998-08-03";"1998-08-07";208;1;1;60;"12:05:00";3566;"H";NA;1998;5;0,0833333333333333;1997;"1997-06-21";1;1;412;25;30;"1998-06-20";"1998-09-27";1998;4;1;"CN";1998;23;70014,40456;70014,40456;-0,528837180496682;2398;6,56986301369863;1,5;-0,5;"Sub";1998;3,40909704426667;1;"F";1929
"396";1221;532;FALSE;413;"1999-07-11";"1999-07-11";"1999-07-26";"1999-07-26";"1999-08-08";370;1;1;60;"09:15:00";4485;"H";NA;1999;1;0,0166666666666667;1997;"1997-06-21";2;2;778;28;30;"1999-07-02";"1999-09-26";1999;6;1;"CN";1999;23;40071,53025;40071,53025;-1,440424169664;2398;6,56986301369863;1,5;0,5;"Sub";1999;5,15521640586667;1;"F";1929
"397";1221;1208;FALSE;413;"1999-07-11";"1999-07-11";"1999-07-26";"1999-07-26";"1999-07-29";370;1;1;60;"11:55:00";4485;"H";NA;1999;13;0,216666666666667;1997;"1997-06-21";2;2;768;28;30;"1999-07-02";"1999-09-26";1999;6;1;"CN";1999;23;40071,53025;40071,53025;1,29433679783796;2398;6,56986301369863;1,5;0,5;"Sub";1999;5,15521640586667;1;"FI";1929
"398";1221;386;FALSE;196;"1998-07-13";"1998-07-22";"1998-08-03";"1998-08-03";"1998-08-16";208;1;1;60;"16:00:00";3566;"H";NA;1998;3;0,05;1997;"1997-06-21";1;1;421;25;30;"1998-06-20";"1998-09-27";1998;4;1;"CN";1998;23;70014,40456;70014,40456;-0,984630675080341;2398;6,56986301369863;1,5;-0,5;"Sub";1998;3,40909704426667;1;"F";1929
"399";1222;765;FALSE;738;"2003-08-09";"2003-08-10";"2003-08-22";"2003-08-27";"2003-08-28";472;2;1;90;"08:20:00";7319;"BrF";NA;2003;14;0,155555555555556;1997;"1997-11-15";6;6;2112;30;40;"2003-06-06";"2003-09-02";2003;4;0;"CN";2003;29;3904,914362;3904,914362;0,458715391101252;2387;6,53972602739726;6,5;-0,5;"Dom";2003;3,65308711307692;0;"FI";1782
"400";1222;8;FALSE;1200;"2004-06-09";"2004-06-18";"2004-06-28";"2004-07-06";"2004-07-16";556;2;1;90;"08:10:00";8089;"BrF";"LB";2004;13;0,144444444444444;1997;"1997-11-15";7;7;2435;33;255;"2004-05-29";"2004-08-23";2004;3;0;NA;NA;NA;NA;NA;0,30678422624002;2387;6,53972602739726;6,5;0,5;"Dom";2004;NA;0;"F";1782
"401";1234;426;FALSE;164;"1998-08-13";"1998-08-13";"1998-08-30";"1998-08-30";"1998-08-30";279;1;1;60;"08:43:00";3807;"H";NA;1998;2;0,0333333333333333;1997;"1997-07-20";1;1;406;25;171;"1998-06-20";"1998-09-27";1998;5;1;"CN";1998;114;47672,51195;47672,51195;-1,21252742237217;1120;3,06849315068493;1,25;-0,25;"Sub";1998;3,40909704426667;1;"FI";1120
"402";1234;428;FALSE;164;"1998-08-13";"1998-08-13";"1998-08-30";"1998-08-30";"1998-09-04";279;1;1;60;"09:42:00";3807;"H";NA;1998;10;0,166666666666667;1997;"1997-07-20";1;1;411;25;171;"1998-06-20";"1998-09-27";1998;5;1;"CN";1998;114;47672,51195;47672,51195;0,61064655596247;1120;3,06849315068493;1,25;-0,25;"Sub";1998;3,40909704426667;1;"FI";1120
"403";1234;427;FALSE;164;"1998-08-13";"1998-08-13";"1998-08-30";"1998-08-30";"1998-08-31";279;1;1;60;"09:58:00";3807;"H";NA;1998;7;0,116666666666667;1997;"1997-07-20";1;1;407;25;171;"1998-06-20";"1998-09-27";1998;5;1;"CN";1998;114;47672,51195;47672,51195;-0,0730436859130179;1120;3,06849315068493;1,25;-0,25;"Sub";1998;3,40909704426667;1;"FI";1120
"404";1234;1201;FALSE;383;"1999-06-12";"1999-06-16";"1999-07-01";"1999-07-02";"1999-07-10";442;1;1;60;"12:07:00";4767;"H";NA;1999;9;0,15;1997;"1997-07-20";2;2;720;28;171;"1999-07-02";"1999-09-26";1999;6;2;"CN";1999;114;52125,46403;52125,46403;0,382749808670636;1120;3,06849315068493;1,25;0,75;"Sub";1999;5,15521640586667;1;"FI";1120
"405";1246;1208;FALSE;413;"1999-07-11";"1999-07-11";"1999-07-26";"1999-07-26";"1999-07-29";370;1;1;60;"11:55:00";4481;"BrF";NA;1999;8;0,133333333333333;1997;"1997-01-02";2;2;938;28;30;"1999-07-02";"1999-09-26";1999;6;1;"CN";1999;23;40071,53025;40071,53025;0,154853061378802;1319;3,61369863013699;1,5;0,5;"Dom";1999;5,15521640586667;0;"FI";997
"406";1246;386;FALSE;196;"1998-07-13";"1998-07-22";"1998-08-03";"1998-08-03";"1998-08-16";208;1;1;60;"16:00:00";3563;"BrF";NA;1998;9;0,15;1997;"1997-01-02";1;1;591;25;30;"1998-06-20";"1998-09-27";1998;4;1;"CN";1998;23;70014,40456;70014,40456;0,382749808670636;1319;3,61369863013699;1,5;-0,5;"Dom";1998;3,40909704426667;0;"F";997
"407";1246;385;FALSE;196;"1998-07-13";"1998-07-22";"1998-08-03";"1998-08-03";"1998-08-07";208;1;1;60;"12:05:00";3563;"BrF";NA;1998;7;0,116666666666667;1997;"1997-01-02";1;1;582;25;30;"1998-06-20";"1998-09-27";1998;4;1;"CN";1998;23;70014,40456;70014,40456;-0,0730436859130179;1319;3,61369863013699;1,5;-0,5;"Dom";1998;3,40909704426667;0;"F";997
"408";1246;532;FALSE;413;"1999-07-11";"1999-07-11";"1999-07-26";"1999-07-26";"1999-08-08";370;1;1;60;"09:15:00";4481;"BrF";NA;1999;8;0,133333333333333;1997;"1997-01-02";2;2;948;28;30;"1999-07-02";"1999-09-26";1999;6;1;"CN";1999;23;40071,53025;40071,53025;0,154853061378802;1319;3,61369863013699;1,5;0,5;"Dom";1999;5,15521640586667;0;"F";997
"409";1271;740;FALSE;700;"2003-07-23";"2003-07-25";"2003-08-08";"2003-08-11";"2003-08-15";547;2;1;90;"15:07:00";7097;"H";NA;2003;5;0,0555555555555556;1997;"1997-01-25";6;6;2393;30;168;"2003-06-06";"2003-09-02";2003;5;2;"CN";2003;111;18554,82433;18554,82433;-0,90866509264973;3242;8,88219178082192;6;0;"Sub";2003;3,65308711307692;0;"F";3242
"410";1272;740;FALSE;700;"2003-07-23";"2003-07-25";"2003-08-08";"2003-08-11";"2003-08-15";547;2;1;90;"15:07:00";7087;"BrF";NA;2003;3;0,0333333333333333;1997;"1997-01-25";6;6;2393;30;168;"2003-06-06";"2003-09-02";2003;5;2;"CN";2003;111;18554,82433;18554,82433;-1,21252742237217;3507;9,60821917808219;6;0;"Dom";2003;3,65308711307692;0;"F";3507
"411";1274;392;FALSE;224;"1998-07-14";"1998-07-20";"1998-08-01";"1998-08-05";"1998-08-07";219;1;1;60;"10:20:00";3612;"BrM";NA;1998;11;0,183333333333333;1997;"1997-01-16";1;1;568;25;49;"1998-06-20";"1998-09-27";1998;4;1;"CN";1998;34;44233,84755;44233,84755;0,838543303254291;1305;3,57534246575342;1;0;"Dom";1998;3,40909704426667;1;"FI";1305
"412";1287;77;FALSE;1042;"2005-07-23";"2005-07-23";"2005-08-07";"2005-08-11";"2005-08-14";648;1;1;60;"14:50:00";9029;"BrM";NA;2005;10;0,166666666666667;1997;"1997-11-15";8;8;2829;37;3;"2005-05-26";"2005-09-11";2005;6;1;NA;NA;NA;NA;NA;0,61064655596247;2948;8,07671232876712;8;0;"Dom";2005;3,84936357792857;1;"F";2948
"413";1345;1258;FALSE;173;"1998-07-24";"1998-07-24";"1998-08-07";"1998-08-07";"1998-08-23";201;1;1;60;"11:10:00";3544;"BrF";NA;1998;8;0,133333333333333;1997;"1997-06-23";1;1;426;25;22;"1998-06-20";"1998-09-27";1998;3;0;"CN";1998;16;76572,15048;76572,15048;0,154853061378802;1147;3,14246575342466;1;0;"Dom";1998;3,40909704426667;0;"F";1147
"414";1345;382;FALSE;173;"1998-07-24";"1998-07-24";"1998-08-07";"1998-08-07";"1998-08-11";201;1;1;60;"10:22:00";3544;"BrF";NA;1998;8;0,133333333333333;1997;"1997-06-23";1;1;414;25;22;"1998-06-20";"1998-09-27";1998;3;0;"CN";1998;16;76572,15048;76572,15048;0,154853061378802;1147;3,14246575342466;1;0;"Dom";1998;3,40909704426667;0;"FI";1147
"415";1346;1197;FALSE;409;"1999-08-06";"1999-08-06";"1999-08-21";"1999-08-21";"1999-08-25";368;1;1;60;"09:00:00";4474;"BrF";NA;1999;6;0,1;1997;"1997-11-15";2;2;648;28;27;"1999-07-02";"1999-09-26";1999;4;0;"CN";1999;21;42892,38622;42892,38622;-0,300940433204852;2948;8,07671232876712;2;0;"Dom";1999;5,15521640586667;0;"FI";2948
"416";1347;390;FALSE;210;"1998-08-06";"1998-08-06";"1998-08-28";"1998-08-28";"1998-08-31";213;1;1;60;"11:11:00";3585;"BrF";NA;1998;3;0,05;1997;"1997-07-18";1;1;409;25;40;"1998-06-20";"1998-09-27";1998;6;0;"CN";1998;29;28484,55514;28484,55514;-0,984630675080341;560;1,53424657534247;1;0;"Dom";1998;3,40909704426667;0;"FI";560
"417";1349;46;FALSE;1219;"2005-06-28";"2005-06-28";"2005-06-28";"2005-07-02";"2005-07-01";774;NA;NA;90;"08:32:00";9257;"BrM";NA;2005;11;0,122222222222222;1998;"1998-07-17";7;7;2541;38;274;"2005-05-26";"2005-08-03";2005;2;0;NA;NA;NA;NA;NA;0,00292189651758422;2143;5,87123287671233;7;0;"Dom";2005;NA;1;"FI";1538
"418";1356;996;FALSE;2012;"2009-07-27";"2009-07-27";"2009-08-14";"2009-08-14";"2009-08-20";4756;1;1;60;"10:30:00";16393;"BrM";NA;2009;6;0,1;1997;"1997-08-05";12;12;4398;92;82;"2009-06-08";"2009-09-18";2009;2;0;"CN";2009;55;19946,39866;19946,39866;-0,300940433204852;4427;12,1287671232877;12;0;"Dom";2009;4,5509424385;1;"FI";4427
"419";1358;441;FALSE;265;"1998-08-08";"1998-08-08";"1998-08-25";"1998-08-25";"1998-09-07";238;3;2;60;"10:33:00";3678;"H";NA;1998;3;0,05;1997;"1997-12-12";1;1;269;25;77;"1998-06-20";"1998-09-27";1998;11;2;"CN";1998;52,1;88920,55132;88920,55132;-0,984630675080341;2921;8,0027397260274;1;0;"Sub";1998;3,40909704426667;1;"F";2921
"420";1359;736;FALSE;719;"2003-07-27";"2003-07-27";"2003-08-06";"2003-08-08";"2003-08-14";463;1;1;90;"10:05:00";7086;"BrM";NA;2003;13;0,144444444444444;1998;"1998-08-01";5;5;1839;30;25;"2003-06-06";"2003-09-02";2003;5;1;"CN";2003;19;12909,90373;12909,90373;0,30678422624002;2128;5,83013698630137;5;0;"Dom";2003;3,65308711307692;1;"FI";1523
"421";1361;259;FALSE;1870;"2008-07-27";"2008-08-12";"2008-08-14";"2008-08-28";"2008-08-27";4531;1;1;60;"10:19:00";15713;"BrF";NA;2008;6;0,1;1998;"1998-08-20";10;10;3660;87;51;"2008-07-10";"2008-09-07";2008;4;1;"CN";2008;35;5214,878409;5214,878409;-0,300940433204852;4229;11,586301369863;9,5;0,5;"Dom";2008;2,59212595028571;0;"FI";4229
"422";1361;224;FALSE;1725;"2007-08-14";"2007-08-20";"2007-09-01";"2007-09-05";"2007-09-07";4225;1;1;60;"14:51:00";14752;"BrF";NA;2007;2;0,0333333333333333;1998;"1998-08-20";9;9;3305;82;51;"2007-06-14";"2007-09-16";2007;5;1;"CN";2007;35;12653,08418;12653,08418;-1,21252742237217;4229;11,586301369863;9,5;-0,5;"Dom";2007;2,00111878428571;0;"FI";4229
"423";1369;19;FALSE;962;"2004-07-10";"2004-07-10";"2004-07-22";"2004-07-25";"2004-08-04";602;1;1;90;"10:30:00";7550;"BrF";NA;2004;11;0,122222222222222;1997;"1997-07-23";7;7;2569;34;60;"2004-05-30";"2004-09-02";2004;3;1;"CN";2004;43;8069,620067;8069,620067;0,00292189651758422;2972;8,14246575342466;7;0;"Dom";2004;3,1884100425;0;"F";1897
"424";1369;11;FALSE;962;"2004-07-10";"2004-07-10";"2004-07-22";"2004-07-25";"2004-07-27";602;1;1;90;"08:50:00";7550;"BrF";NA;2004;5;0,0555555555555556;1997;"1997-07-23";7;7;2561;34;60;"2004-05-30";"2004-09-02";2004;3;1;"CN";2004;43;8069,620067;8069,620067;-0,90866509264973;2972;8,14246575342466;7;0;"Dom";2004;3,1884100425;0;"FI";1897
"425";1381;425;FALSE;354;"1998-08-19";"1998-08-27";"1998-09-06";"1998-09-12";"1998-09-11";269;1;1;60;"10:10:00";3769;"H";NA;1998;1;0,0166666666666667;1997;"1997-08-05";1;1;402;25;138;"1998-06-20";"1998-09-27";1998;3;1;"CN";1998;94;26103,52265;26103,52265;-1,440424169664;3050;8,35616438356164;1,5;-0,5;"Sub";1998;3,40909704426667;1;"FI";3050
"426";1381;1193;FALSE;539;"1999-07-28";"1999-07-28";"1999-08-12";"1999-08-12";"1999-08-15";415;1;1;60;"11:55:00";4667;"BrM";NA;1999;9;0,15;1997;"1997-08-05";2;2;740;28;105;"1999-07-02";"1999-09-26";1999;4;0;"CN";1999;73;98394,65041;98394,65041;0,382749808670636;3050;8,35616438356164;1,5;0,5;"Dom";1999;5,15521640586667;1;"FI";3050
"427";1382;425;FALSE;354;"1998-08-19";"1998-08-27";"1998-09-06";"1998-09-12";"1998-09-11";269;1;1;60;"10:10:00";3768;"BrF";NA;1998;2;0,0333333333333333;1997;"1997-08-07";1;1;400;25;138;"1998-06-20";"1998-09-27";1998;3;1;"CN";1998;94;26103,52265;26103,52265;-1,21252742237217;1449;3,96986301369863;1;0;"Dom";1998;3,40909704426667;0;"FI";1449
"428";1383;391;FALSE;223;"1998-07-14";"1998-07-20";"1998-07-29";"1998-07-29";"1998-08-08";217;1;1;60;"15:10:00";3603;"H";NA;1998;6;0,1;1997;"1997-08-11";1;1;362;25;47;"1998-06-20";"1998-09-27";1998;4;1;"CN";1998;33;45129,98236;45129,98236;-0,300940433204852;1878;5,14520547945205;1;0;"Sub";1998;3,40909704426667;0;"FI";1445
"429";1386;392;FALSE;224;"1998-07-14";"1998-07-20";"1998-08-01";"1998-08-05";"1998-08-07";219;1;1;60;"10:20:00";3610;"H";NA;1998;6;0,1;1997;"1997-08-17";1;1;355;25;49;"1998-06-20";"1998-09-27";1998;4;1;"CN";1998;34;44233,84755;44233,84755;-0,300940433204852;1439;3,94246575342466;1;0;"Sub";1998;3,40909704426667;0;"FI";1439
"430";1391;367;FALSE;254;"1998-06-29";"1998-07-04";"1998-07-14";"1998-07-17";"1998-07-20";193;1;1;60;"10:55:00";3518;"H";NA;1998;1;0,0166666666666667;1997;"1997-08-23";1;1;331;25;8;"1998-06-20";"1998-09-27";1998;6;1;"CN";1998;5;32084,70476;32084,70476;-1,440424169664;1086;2,97534246575342;1;0;"Sub";1998;3,40909704426667;1;"FI";764
"431";1391;369;FALSE;254;"1998-06-29";"1998-07-04";"1998-07-14";"1998-07-17";"1998-08-03";193;1;1;60;"08:05:00";3518;"H";NA;1998;1;0,0166666666666667;1997;"1997-08-23";1;1;345;25;8;"1998-06-20";"1998-09-27";1998;6;1;"CN";1998;5;32084,70476;32084,70476;-1,440424169664;1086;2,97534246575342;1;0;"Sub";1998;3,40909704426667;1;"F";764
"432";1394;1005;FALSE;2032;"2009-07-31";"2009-08-01";"2009-08-18";"2009-08-19";"2009-08-31";4769;1;1;60;"08:14:00";16439;"BrM";NA;2009;6;0,1;1998;"1998-08-08";11;11;4041;92;100;"2009-06-08";"2009-09-18";2009;5;1;"CN";2009;68;16704,34171;16704,34171;-0,300940433204852;4241;11,6191780821918;11;0;"Dom";2009;4,5509424385;1;"F";4241
"433";1395;1184;FALSE;377;"1999-07-02";"1999-07-02";"1999-07-18";"1999-07-18";"1999-08-04";439;1;1;60;"10:00:00";4754;"BrM";NA;1999;6;0,1;1997;"1997-08-29";2;2;705;28;166;"1999-07-02";"1999-09-26";1999;4;0;"CN";1999;109;62529,91745;62529,91745;-0,300940433204852;2935;8,04109589041096;2;0;"Dom";1999;5,15521640586667;1;"F";1860
"434";1395;1205;FALSE;377;"1999-07-02";"1999-07-02";"1999-07-18";"1999-07-18";"1999-07-22";439;1;1;60;"11:55:00";4754;"BrM";NA;1999;10;0,166666666666667;1997;"1997-08-29";2;2;692;28;166;"1999-07-02";"1999-09-26";1999;4;0;"CN";1999;109;62529,91745;62529,91745;0,61064655596247;2935;8,04109589041096;2;0;"Dom";1999;5,15521640586667;1;"FI";1860
"435";1401;40;FALSE;994;"2004-07-27";"2004-07-31";"2004-08-16";"2004-08-16";"2004-08-25";622;1;1;90;"07:44:00";7675;"BrF";NA;2004;11;0,122222222222222;1997;"1997-09-09";7;7;2542;34;125;"2004-05-30";"2004-09-02";2004;5;0;"CN";2004;85;9681,222962;9681,222962;0,00292189651758422;4749;13,0109589041096;5,8;1,2;"Dom";2004;3,1884100425;0;"F";4749
"436";1401;422;FALSE;342;"1998-08-08";"1998-08-09";"1998-08-24";"1998-08-25";"1998-09-06";264;1;1;60;"09:10:00";3751;"H";NA;1998;3;0,05;1997;"1997-09-09";1;1;362;25;125;"1998-06-20";"1998-09-27";1998;4;1;"CN";1998;85;52592,33593;52592,33593;-0,984630675080341;4749;13,0109589041096;5,8;-4,8;"Sub";1998;3,40909704426667;0;"F";4749
"437";1401;748;FALSE;3357;"2003-07-12";"2003-08-03";"2003-07-31";"2003-08-19";"2003-08-18";530;1;1;90;"17:06:00";7270;"BrF";NA;2003;14;0,155555555555556;1997;"1997-09-09";6;6;2169;30;125;"2003-06-06";"2003-09-02";2003;3;0;"CN";2003;85;29991,94051;29991,94051;0,458715391101252;4749;13,0109589041096;5,8;0,2;"Dom";2003;3,65308711307692;0;"F";4749
"438";1401;86;FALSE;1165;"2005-08-11";"2005-08-11";"2005-08-18";"2005-08-24";"2005-08-29";732;1;1;60;"07:18:00";8883;"BrF";NA;2005;4;0,0666666666666667;1997;"1997-09-09";8;8;2911;37;125;"2005-05-26";"2005-09-11";2005;5;1;NA;NA;NA;NA;NA;-0,756733927788511;4749;13,0109589041096;5,8;2,2;"Dom";2005;3,84936357792857;0;"FI";4749
"439";1401;31;FALSE;994;"2004-07-27";"2004-07-31";"2004-08-16";"2004-08-16";"2004-08-18";622;1;1;90;"07:46:00";7675;"BrF";NA;2004;14;0,155555555555556;1997;"1997-09-09";7;7;2535;34;125;"2004-05-30";"2004-09-02";2004;5;0;"CN";2004;85;9681,222962;9681,222962;0,458715391101252;4749;13,0109589041096;5,8;1,2;"Dom";2004;3,1884100425;0;"F";4749
"440";1403;724;FALSE;820;"2003-07-08";"2003-07-21";"2003-08-07";"2003-08-07";"2003-08-07";519;1;1;90;"07:45:00";7218;"BrF";NA;2003;4;0,0444444444444444;1997;"1997-09-15";6;6;2152;30;101;"2003-06-06";"2003-09-02";2003;5;0;"CN";2003;69;11063,51832;11063,51832;-1,06059625751095;3274;8,96986301369863;2,5;3,5;"Dom";2003;3,65308711307692;0;"FI";3274
"441";1403;410;FALSE;307;"1998-08-26";"1998-08-26";"1998-09-09";"1998-09-09";"1998-09-11";253;1;1;60;"08:50:00";3717;"BrF";NA;1998;4;0,0666666666666667;1997;"1997-09-15";1;1;361;25;101;"1998-06-20";"1998-09-27";1998;4;0;"CN";1998;69;65984,44039;65984,44039;-0,756733927788511;3274;8,96986301369863;2,5;-1,5;"Dom";1998;3,40909704426667;0;"FI";3274
"442";1403;411;FALSE;307;"1998-08-26";"1998-08-26";"1998-09-09";"1998-09-09";"1998-09-12";253;1;1;60;"11:50:00";3717;"BrF";NA;1998;6;0,1;1997;"1997-09-15";1;1;362;25;101;"1998-06-20";"1998-09-27";1998;4;0;"CN";1998;69;65984,44039;65984,44039;-0,300940433204852;3274;8,96986301369863;2,5;-1,5;"Dom";1998;3,40909704426667;0;"FI";3274
"443";1403;1178;FALSE;534;"1999-08-18";"1999-08-18";"1999-09-05";"1999-09-05";"1999-09-22";414;2;2;60;"10:00:00";4661;"BrF";NA;1999;13;0,216666666666667;1997;"1997-09-15";2;2;737;28;101;"1999-07-02";"1999-09-26";1999;7;1;"CN";1999;69;171886,8924;171886,8924;1,29433679783796;3274;8,96986301369863;2,5;-0,5;"Dom";1999;5,15521640586667;0;"F";3274
"444";1409;46;FALSE;1219;"2005-06-28";"2005-06-28";"2005-06-28";"2005-07-02";"2005-07-01";774;NA;NA;90;"08:32:00";9256;"BrF";NA;2005;3;0,0333333333333333;1998;"1998-08-27";7;7;2500;38;274;"2005-05-26";"2005-08-03";2005;2;0;NA;NA;NA;NA;NA;-1,21252742237217;2102;5,75890410958904;6;1;"Dom";2005;NA;0;"FI";1497
"445";1409;719;FALSE;699;"2003-07-18";"2003-07-21";"2003-08-05";"2003-08-05";"2003-08-05";457;1;1;90;"14:10:00";7093;"BrF";NA;2003;2;0,0222222222222222;1998;"1998-08-27";5;5;1804;30;16;"2003-06-06";"2003-09-02";2003;4;1;NA;NA;NA;NA;NA;-1,36445858723339;2102;5,75890410958904;6;-1;"Dom";2003;3,65308711307692;0;"FI";1497
"446";1410;1196;FALSE;483;"1999-08-05";"1999-08-05";"1999-08-20";"1999-08-20";"1999-08-24";396;1;1;60;"16:20:00";4595;"BrF";NA;1999;4;0,0666666666666667;1998;"1998-06-12";1;1;438;28;73;"1999-07-02";"1999-09-26";1999;5;0;"CN";1999;51;113082,5654;113082,5654;-0,756733927788511;793;2,17260273972603;1;0;"Dom";1999;5,15521640586667;0;"FI";471
"447";1412;201;FALSE;1562;"2006-08-02";"2006-08-02";"2006-08-20";"2006-08-22";"2006-09-01";3853;1;1;60;"09:20:00";13735;"BrM";NA;2006;7;0,116666666666667;1998;"1998-06-22";8;8;2993;75;129;"2006-06-12";"2006-09-02";2006;4;1;"CN";2006;88;8433,313543;8433,313543;-0,0730436859130179;4463;12,227397260274;4,5;3,5;"Dom";2006;3,14873123264286;1;"FI";4463
"448";1412;1204;FALSE;573;"1999-06-20";"1999-07-01";"1999-07-13";"1999-07-13";"1999-07-16";426;1;1;60;"15:50:00";4708;"BrM";NA;1999;11;0,183333333333333;1998;"1998-06-22";1;1;389;28;129;"1999-07-02";"1999-09-26";1999;4;0;"CN";1999;88;220248,0523;220248,0523;0,838543303254291;4463;12,227397260274;4,5;-3,5;"Dom";1999;5,15521640586667;1;"FI";4463
