"","BirdID","birthyear","FieldPeriodID","OccasionID","OccasionDate","Island","CatchID","TerritoryID","Resident","CatchTime","BodyMass","RightTarsus","LeftTarsus","WingLength","HeadBill","BillLength","BillHeight","CloacaWidth","CloacaHeight","FeatherMites","FatScore","occasionyear","birthday","age_date","age_year","Observer","ExactDate","Status","lifespan","TerritoryNumber","TQ","TQcorrected","SexEstimate","catch_time","CatchTime_mins","avg_invert","newstat","newlifespan","BodyMass_z","WingLength_z","RightTarsus_z"
"946",1356,1997,35,1511,"2004-12-29","CN",3803,82,NA," 15:45:00",17.2999992370605,26.1000003814697,NA,69,37.7000007629395,NA,NA,4.59999990463257,4.5,NA,NA,2004,"1997-08-05",2703,7,"CE",1,"BrM",4427,55,NA,NA,1,"15:45:00",945,NA,"Dom",4427,1.40553270046453,0.777803717781335,0.83737276620067
"947",1356,1997,25,842,"1998-08-04","CN",445,82,NA," 10:15:00",17.7000007629395,26.6000003814697,26.1000003814697,70,37.0999984741211,NA,NA,NA,NA,NA,NA,1998,"1997-08-05",364,1,"KB",1,"BrM",4427,55,42535.55194,42535.55194,1,"10:15:00",615,3.40909704426667,"Dom",4427,1.73865314997501,1.2480861082007,1.30598062679531
"948",1356,1997,90,2259,"2009-01-11","CN",6382,82,NA," 17:11:00",17.2000007629395,26.2000007629395,NA,71,37.2000007629395,NA,NA,3.09999990463257,3.20000004768372,NA,2,2009,"1997-08-05",4177,12,"JC",1,"BrM",4427,55,16946.677,16946.677,1,"17:11:00",1031,3.28909595685714,"Dom",4427,1.32225417652303,1.71836849862007,0.93109469583909
"949",1356,1997,31,1236,"2003-12-19","CN",3115,82,NA," 12:30:00",17.2000007629395,26.5,NA,71,37.2000007629395,NA,NA,3.90000009536743,3.5,NA,NA,2003,"1997-08-05",2327,6,"LB",1,"BrM",4427,NA,NA,NA,1,"12:30:00",750,NA,"Dom",4427,1.32225417652303,1.71836849862007,1.21225869715698
"950",1356,1997,75,1922,"2006-08-15","CN",5561,86,NA," 11:21:00",17.2000007629395,26.2000007629395,NA,70,37.2999992370605,NA,NA,5.80000019073486,5.09999990463257,NA,NA,2006,"1997-08-05",3297,9,"JC",1,"BrM",4427,58,3822.914573,3822.914573,1,"11:21:00",681,3.14873123264286,"Dom",4427,1.32225417652303,1.2480861082007,0.93109469583909
"951",1357,1997,25,846,"1998-08-08","CN",444,81,NA," 17:30:00",16.7999992370605,26.2000007629395,25.8999996185303,69,36.5999984741211,NA,NA,NA,NA,NA,NA,1998,"1997-08-09",364,1,"KB",1,"ABX",1447,54,102697.6702,102697.6702,1,"17:30:00",1050,3.40909704426667,"Sub",1447,0.989133727012542,0.777803717781335,0.93109469583909
"952",1358,1997,31,1251,"2004-01-02","CN",3128,75,NA," 09:27:00",17.6000003814697,27.3999996185303,NA,70,37.4000015258789,NA,NA,4.90000009536743,5,NA,NA,2004,"1997-12-12",2212,7,"LB",1,"BrM",2921,NA,NA,NA,1,"09:27:00",567,NA,"Dom",2921,1.65537303759735,1.2480861082007,2.05575248870793
"953",1358,1997,25,846,"1998-08-08","CN",443,77,NA," 18:00:00",17,27.2999992370605,27.1000003814697,69.5,37.2000007629395,NA,NA,NA,NA,NA,NA,1998,"1997-12-12",239,1,"KB",1,"H",2921,52.1,88920.55132,88920.55132,1,"18:00:00",1080,3.40909704426667,"Sub",2921,1.15569395176779,1.01294491299102,1.96203055906951
"954",1359,1998,32,1273,"2004-05-28","CN",3470,25,NA," 10:20:00",16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,"1998-08-01",2127,6,"DR",1,"BrM",NA,NA,NA,NA,1,"10:20:00",620,NA,"Dom",1523,0.322896004863813,NA,NA
"955",1359,1998,41,1056,"2002-07-21","CN",2669,25,NA," 09:45:00",17,27.1000003814697,NA,71,37.5,NA,NA,4.30000019073486,4.09999990463257,NA,NA,2002,"1998-08-01",1450,4,"JC",1,"BrM",NA,NA,NA,NA,1,"09:45:00",585,NA,"Dom",1523,1.15569395176779,1.71836849862007,1.77458848738995
"956",1360,1997,25,863,"1998-08-26","CN",441,86,NA," 17:00:00",17.1000003814697,26.2000007629395,26.2000007629395,70,37.4000015258789,NA,NA,NA,NA,NA,NA,1998,"1997-08-27",364,1,"KB",1,"BrM",1862,58,65814.56691,65814.56691,1,"17:00:00",1020,3.40909704426667,"Dom",1862,1.23897406414537,1.2480861082007,0.93109469583909
"957",1361,1998,87,2379,"2008-08-12","CN",6633,51,NA," 12:28:00",15.1999998092651,24.2000007629395,NA,67,35.7999992370605,NA,NA,2.79999995231628,1,NA,NA,2008,"1998-08-20",3645,10,"JC",1,"BrF",4229,35,5214.878409,5214.878409,0,"12:28:00",748,2.59212595028571,"Dom",4229,-0.343342511502998,-0.162761063057395,-0.943336746539473
"958",1361,1998,34,1428,"2004-07-30","CN",3687,51,NA," 14:00:00",16.3999996185303,24,NA,66,35.7999992370605,NA,NA,6.19999980926514,3.70000004768372,NA,NA,2004,"1998-08-20",2171,6,"OV",1,"BrF",4229,35,14485.58354,14485.58354,0,"14:00:00",840,3.1884100425,"Dom",4229,0.656014865938218,-0.63304345347676,-1.13078060581622
"959",1361,1998,82,2124,"2007-09-05","CN",6229,51,NA," 13:11:00",15.8999996185303,25,NA,65,35.9000015258789,NA,NA,3.90000009536743,2.20000004768372,NA,NA,2007,"1998-08-20",3303,9,"PS",1,"BrF",4229,35,12653.08418,12653.08418,0,"13:11:00",791,2.00111878428571,"Dom",4229,0.239615892486233,-1.10332584389613,-0.193564884626941
"960",1361,1998,30,1136,"2003-06-17","CN",2916,51,NA," 11:00:00",13.8999996185303,23.8999996185303,NA,65,34.5999984741211,NA,NA,2.70000004768372,2.59999990463257,NA,NA,2003,"1998-08-20",1762,5,"LB",1,"BrF",4229,35,15620.29485,15620.29485,0,"11:00:00",660,3.65308711307692,"Dom",4229,-1.42598000132171,-1.10332584389613,-1.22450253545455
"961",1362,1998,28,956,"1999-08-17","CN",437,42,NA," 15:00:00",15.6999998092651,25.2000007629395,25,66,36.0999984741211,NA,NA,NA,NA,2,NA,1999,"1998-08-14",368,1,"MF",1,"SEEN1",1845,30.1,50422.35891,50422.35891,0,"15:00:00",900,5.15521640586667,"Sub",1510,0.073056461948988,-0.63304345347676,-0.00612102535019165
"962",1368,1997,25,818,"1998-07-20","CN",426,45,NA," 08:30:00",14.8999996185303,25.8999996185303,26.1000003814697,69,36.7999992370605,NA,NA,NA,NA,NA,NA,1998,"1997-07-21",364,1,"DR",1,"ABX",NA,32,39021.19513,39021.19513,1,"08:30:00",510,3.40909704426667,"Sub",1899,-0.593182054417739,0.777803717781335,0.649928906924011
"963",1369,1997,25,819,"1998-07-22","CN",425,55,NA," 12:30:00",15.6000003814697,24.3999996185303,24.2999992370605,65,36,NA,NA,NA,NA,NA,NA,1998,"1997-07-23",364,1,"DR",1,"H",2972,39,53536.39024,53536.39024,0,"12:30:00",750,3.40909704426667,"Sub",1897,-0.0102228562105927,-1.10332584389613,-0.755894674859912
"964",1369,1997,30,1187,"2003-08-03","CN",2917,60,NA," 08:30:00",14.8999996185303,24.6000003814697,NA,67,36.2000007629395,NA,NA,3.20000004768372,3.20000004768372,NA,NA,2003,"1997-07-23",2202,6,"LB",1,"BrF",2972,43,23858.3365,23858.3365,0,"08:30:00",510,3.65308711307692,"Dom",1897,-0.593182054417739,-0.162761063057395,-0.568450815583252
"965",1370,1997,25,819,"1998-07-22","CN",424,64,NA," 13:00:00",16.3999996185303,26.6000003814697,26.6000003814697,70,37.2000007629395,NA,NA,NA,NA,NA,NA,1998,"1997-07-23",364,1,"DR",1,"BrM",2502,46.1,41988.64864,41988.64864,1,"13:00:00",780,3.40909704426667,"Dom",1897,0.656014865938218,1.2480861082007,1.30598062679531
"966",1370,1997,39,1019,"2000-08-01","CN",11,52,NA," 08:00:00",16.3999996185303,26.2999992370605,26.2000007629395,72,37.5999984741211,NA,NA,NA,NA,NA,NA,2000,"1997-07-23",1105,3,"DR",1,"ABX",2502,NA,NA,NA,1,"08:00:00",480,NA,"Sub",1897,0.656014865938218,2.18865088903943,1.02481483788023
"967",1371,1997,25,823,"1998-07-26","CN",422,47,NA," 08:40:00",13.1999998092651,23.5,23.2999992370605,67,36,NA,NA,NA,NA,NA,NA,1998,"1997-11-29",239,1,"DR",1,"H",988,33,45129.98236,45129.98236,0,"08:40:00",520,3.40909704426667,"Sub",988,-2.00893840531094,-0.162761063057395,-1.59938846641086
"968",1371,1997,25,878,"1998-09-15","CN",423,45,NA," 09:40:00",14,24.5,24.7000007629395,64,36.7000007629395,NA,NA,NA,NA,NA,NA,1998,"1997-11-29",290,1,"DR",1,"H",988,32,39021.19513,39021.19513,0,"09:40:00",580,3.40909704426667,"Sub",988,-1.34269988894413,-1.57360823431549,-0.662172745221582
"969",1380,1997,25,836,"1998-08-01","CN",412,123,NA," 09:00:00",14.5,24.5,24.7999992370605,68,36,NA,NA,NA,NA,NA,NA,1998,"1997-08-02",364,1,"DR",1,"BrF",2222,84,53314.41945,53314.41945,0,"09:00:00",540,3.40909704426667,"Dom",1887,-0.926300915492145,0.30752132736197,-0.662172745221582
"970",1381,1997,25,841,"1998-08-04","CN",411,138,NA," 10:30:00",15.6000003814697,24.7999992370605,24.7999992370605,68,37.0999984741211,NA,NA,NA,NA,NA,NA,1998,"1997-08-05",364,1,"DR",1,"H",3050,94,26103.52265,26103.52265,1,"10:30:00",630,3.40909704426667,"Sub",3050,-0.0102228562105927,0.30752132736197,-0.38100874390369
"971",1381,1997,31,1245,"2003-12-26","CN",3123,105,NA," 10:10:00",14.5,24.5,NA,65,37,NA,NA,3.79999995231628,4.09999990463257,NA,NA,2003,"1997-08-05",2334,6,"LB",1,"BrM",3050,NA,NA,NA,1,"10:10:00",610,NA,"Dom",3050,-0.926300915492145,-1.10332584389613,-0.662172745221582
"972",1382,1997,25,844,"1998-08-06","CN",410,138,NA," 09:15:00",14.8000001907349,24.5,24.3999996185303,67,36.5,NA,NA,NA,NA,NA,NA,1998,"1997-08-07",364,1,"DR",1,"BrF",1449,94,26103.52265,26103.52265,0,"09:15:00",555,3.40909704426667,"Dom",1449,-0.67646137257732,-0.162761063057395,-0.662172745221582
"973",1382,1997,39,4583,"2000-08-06","CN",65,138,NA," 16:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,"1997-08-07",1095,3,"DR",1,"BrF",1449,NA,NA,NA,0,"16:00:00",960,NA,"Dom",1449,NA,NA,NA
"974",1383,1997,25,847,"1998-08-10","CN",409,47,NA," 12:40:00",13.5,23.3999996185303,23.2999992370605,66,35.2000007629395,NA,NA,NA,NA,NA,NA,1998,"1997-08-11",364,1,"DR",1,"H",1878,33,45129.98236,45129.98236,0,"12:40:00",760,3.40909704426667,"Sub",1445,-1.75909886239612,-0.63304345347676,-1.69311039604919
"975",1384,1998,75,1941,"2006-08-31","CN",5633,46,NA," 16:49:00",15.1999998092651,23.3999996185303,NA,68,37.0999984741211,NA,NA,2.20000004768372,2,NA,NA,2006,"1998-08-03",2950,8,"JC",1,"BrF",4064,32.5,14547.10356,14547.10356,0,"16:49:00",1009,3.14873123264286,"Dom",4064,-0.343342511502998,0.30752132736197,-1.69311039604919
"976",1384,1998,39,1019,"2000-08-01","CN",13,52,NA," 08:00:00",14.6000003814697,22.8999996185303,23.2000007629395,69,36.7999992370605,NA,NA,NA,NA,NA,NA,2000,"1998-08-03",729,2,"DR",1,"BrF",4064,NA,NA,NA,0,"08:00:00",480,NA,"Dom",4064,-0.843020803114565,0.777803717781335,-2.16171825664383
"977",1384,1998,85,2139,"2008-01-24","CN",6287,47,NA," 10:25:00",14.8000001907349,23.3999996185303,NA,69,37,NA,NA,1.89999997615814,1.70000004768372,NA,NA,2008,"1998-08-03",3461,10,"JC",1,"BrF",4064,NA,NA,NA,0,"10:25:00",625,1.83148956078571,"Dom",4064,-0.67646137257732,0.777803717781335,-1.69311039604919
"978",1384,1998,37,1702,"2005-08-23","CN",4443,46,NA," 16:42:00",16,23.5,NA,69,36.9000015258789,NA,NA,2.90000009536743,3,NA,NA,2005,"1998-08-03",2577,7,"KH",1,"BrF",4064,NA,NA,NA,0,"16:42:00",1002,3.84936357792857,"Dom",4064,0.322896004863813,0.777803717781335,-1.59938846641086
"979",1384,1998,82,2088,"2007-07-19","CN",6122,46,NA," 11:04:00",14.8999996185303,23,NA,68,37.4000015258789,NA,NA,3.40000009536743,2,NA,NA,2007,"1998-08-03",3272,9,"PS",1,"BrF",4064,32.5,7731.791014,7731.791014,0,"11:04:00",664,2.00111878428571,"Dom",4064,-0.593182054417739,0.30752132736197,-2.0679963270055
"980",1384,1998,92,2394,"2009-06-21","CN",6696,46,NA," 16:43:00",13.8999996185303,23.1000003814697,NA,70,37.0999984741211,NA,NA,2.20000004768372,1.5,NA,NA,2009,"1998-08-03",3975,11,"MH",1,"BrF",4064,32.5,19771.41676,19771.41676,0,"16:43:00",1003,4.5509424385,"Dom",4064,-1.42598000132171,1.2480861082007,-1.97427439736717
"981",1385,1998,39,1017,"2000-07-29","CN",104,43,NA," 08:45:00",16.6000003814697,25,24.7000007629395,67,36.2000007629395,NA,NA,NA,NA,NA,NA,2000,"1998-07-29",731,2,"DR",1,"BrF",746,NA,NA,NA,0,"08:45:00",525,NA,"Dom",746,0.822575090693381,-0.162761063057395,-0.193564884626941
"982",1386,1997,25,852,"1998-08-16","CN",406,47,NA," 09:10:00",13.8000001907349,24,23.7999992370605,69,36.4000015258789,NA,NA,NA,NA,NA,NA,1998,"1997-08-17",364,1,"DR",1,"H",1439,33,45129.98236,45129.98236,0,"09:10:00",550,3.40909704426667,"Sub",1439,-1.50925931948129,0.777803717781335,-1.13078060581622
"983",1387,1998,27,901,"1999-04-18","CN",404,117,NA," 10:35:00",14,24.7999992370605,24.7000007629395,66,36,NA,NA,NA,NA,NA,NA,1999,"1998-08-10",251,1,"DR",1,"SEEN1",1514,NA,NA,NA,0,"10:35:00",635,NA,"Sub",1514,-1.34269988894413,-0.63304345347676,-0.38100874390369
"984",1390,1998,27,899,"1999-04-16","CN",399,53,NA," 16:35:00",13.6000003814697,24.3999996185303,24.7999992370605,67,36,NA,NA,NA,NA,NA,NA,1999,"1998-08-10",249,1,"DR",1,"ABX",1849,NA,NA,NA,0,"16:35:00",995,NA,"Sub",1514,-1.67581875001854,-0.162761063057395,-0.755894674859912
"985",1390,1998,39,1017,"2000-07-29","CN",102,45,NA," 09:40:00",13.6000003814697,23.8999996185303,24.2000007629395,68,36,NA,NA,NA,NA,NA,NA,2000,"1998-08-10",719,2,"DR",1,"SEEN1",1849,NA,NA,NA,0,"09:40:00",580,NA,"Sub",1514,-1.67581875001854,0.30752132736197,-1.22450253545455
"986",1390,1998,41,1106,"2002-09-11","CN",2782,46,NA," 15:30:00",15.5,24.3999996185303,NA,65,35.9000015258789,NA,NA,3,2.59999990463257,NA,NA,2002,"1998-08-10",1493,4,"ArD",1,"BrF",1849,NA,NA,NA,0,"15:30:00",930,NA,"Dom",1514,-0.0935029685881728,-1.10332584389613,-0.755894674859912
"987",1391,1997,25,859,"1998-08-22","CN",396,8,NA," 09:40:00",15.1000003814697,26,26,66.5,37.5,NA,NA,NA,NA,NA,NA,1998,"1997-08-23",364,1,"DD",1,"H",1086,5,32084.70476,32084.70476,1,"09:40:00",580,3.40909704426667,"Sub",764,-0.426621829662579,-0.397902258267078,0.743650836562341
"988",1392,1997,25,860,"1998-08-22","CN",395,4,NA," 13:30:00",13.5,24.1000003814697,24,66,35.7000007629395,NA,NA,NA,NA,NA,NA,1998,"1997-08-23",364,1,"DR",1,"BrF",1086,3,86902.4208,86902.4208,0,"13:30:00",810,3.40909704426667,"Dom",1086,-1.75909886239612,-0.63304345347676,-1.03705867617789
"989",1394,1998,90,2304,"2009-02-10","CN",6486,100,NA," 15:30:00",15.3000001907349,25.7000007629395,NA,71,36.7000007629395,NA,NA,2.5,3.59999990463257,NA,3,2009,"1998-08-08",3839,11,"MH",1,"BrM",4241,68,18086.95001,18086.95001,1,"15:30:00",930,3.28909595685714,"Dom",4241,-0.260062399125334,1.71836849862007,0.462486835244449
"990",1394,1998,26,887,"1999-01-17","CN",392,83,NA," 10:10:00",14.6999998092651,25.7000007629395,25.5,69,36.5,NA,NA,NA,NA,NA,NA,1999,"1998-08-08",162,1,"KB",1,"ABX",4241,56,17795.60971,17795.60971,1,"10:10:00",610,1.51550549603333,"Sub",4241,-0.759741484954984,0.777803717781335,0.462486835244449
"991",1394,1998,92,2504,"2009-08-11","CN",6756,100,NA," 17:00:00",16.1000003814697,25.7999992370605,NA,71,36.7000007629395,NA,NA,3.09999990463257,4,NA,NA,2009,"1998-08-08",4021,11,"LAB",1,"BrM",4241,68,16704.34171,16704.34171,1,"17:00:00",1020,4.5509424385,"Dom",4241,0.406176117241395,1.71836849862007,0.556206977285591
"992",1394,1998,87,2202,"2008-08-17","CN",6645,100,NA," 12:05:00",16.7000007629395,25.7999992370605,NA,71,36.5999984741211,NA,NA,1.89999997615814,2.09999990463257,NA,NA,2008,"1998-08-08",3662,10,"JC",1,"BrM",4241,68,6093.822529,6093.822529,1,"12:05:00",725,2.59212595028571,"Dom",4241,0.905855203071042,1.71836849862007,0.556206977285591
"993",1394,1998,30,1166,"2003-07-14","CN",2918,100,NA," 08:14:00",16.2000007629395,25.6000003814697,NA,71,36.5999984741211,NA,NA,4.5,5.59999990463257,NA,NA,2003,"1998-08-08",1801,5,"LB",1,"BrM",4241,68,23915.34503,23915.34503,1,"08:14:00",494,3.65308711307692,"Dom",4241,0.489456229619056,1.71836849862007,0.36876490560603
"994",1395,1997,25,864,"1998-08-28","CN",391,166,NA," 08:30:00",15.6000003814697,24.2999992370605,24,71,36.2999992370605,NA,NA,NA,NA,NA,NA,1998,"1997-08-29",364,1,"DR",1,"BrM",2935,109,82864.69538,82864.69538,1,"08:30:00",510,3.40909704426667,"Dom",1860,-0.0102228562105927,1.71836849862007,-0.849616604498331
"995",1395,1997,39,1025,"2000-08-10","CN",80,166,NA," 17:20:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,"1997-08-29",1077,3,"DR",1,"BrM",2935,NA,NA,NA,1,"17:20:00",1040,NA,"Dom",1860,NA,NA,NA
"996",1396,1998,30,1150,"2003-06-27","CN",2919,112,NA," 15:26:00",16.3999996185303,25,NA,69,36.7000007629395,NA,NA,3.70000004768372,4.5,NA,NA,2003,"1998-08-23",1769,5,"LB",1,"BrM",NA,78,14442.73026,14442.73026,1,"15:26:00",926,3.65308711307692,"Dom",1501,0.656014865938218,0.777803717781335,-0.193564884626941
"997",1396,1998,41,1054,"2002-07-20","CN",2663,112,NA," 08:45:00",16.7000007629395,24.7000007629395,NA,71,37,NA,NA,4.30000019073486,5,NA,NA,2002,"1998-08-23",1427,4,"DR",1,"BrM",NA,NA,NA,NA,1,"08:45:00",525,NA,"Dom",1501,0.905855203071042,1.71836849862007,-0.474728885944833
"998",1396,1998,41,1104,"2002-09-10","CN",2772,112,NA," 10:15:00",16,24.3999996185303,NA,70,36.5999984741211,NA,NA,NA,NA,NA,NA,2002,"1998-08-23",1479,4,"ArD",1,"BrM",NA,NA,NA,NA,1,"10:15:00",615,NA,"Dom",1501,0.322896004863813,1.2480861082007,-0.755894674859912
"999",1401,1997,31,1241,"2003-12-22","CN",3119,125,NA," 09:15:00",15,24.2000007629395,NA,69,36,NA,NA,3.70000004768372,3.09999990463257,NA,NA,2003,"1997-09-09",2295,6,"LB",1,"BrF",4749,NA,NA,NA,0,"09:15:00",555,NA,"Dom",4749,-0.509901942040159,0.777803717781335,-0.943336746539473
"1000",1401,1997,87,2172,"2008-07-23","CN",6553,125,NA," 14:21:00",16.1000003814697,24.1000003814697,NA,65,35.5999984741211,NA,NA,2.5,1.39999997615814,NA,NA,2008,"1997-09-09",3970,11,"JC",1,"BrF",4749,85,15909.01712,15909.01712,0,"14:21:00",861,2.59212595028571,"Dom",4749,0.406176117241395,-1.10332584389613,-1.03705867617789
"1001",1401,1997,25,872,"1998-09-08","CN",384,125,NA," 09:05:00",14.8999996185303,24.1000003814697,24.3999996185303,65,35.7999992370605,NA,NA,NA,NA,NA,NA,1998,"1997-09-09",364,1,"DR",1,"H",4749,85,52592.33593,52592.33593,0,"09:05:00",545,3.40909704426667,"Sub",4749,-0.593182054417739,-1.10332584389613,-1.03705867617789
"1002",1403,1997,25,877,"1998-09-14","CN",382,101,NA," 11:30:00",15.6000003814697,25.3999996185303,25.5,65,38.2000007629395,NA,NA,NA,NA,NA,NA,1998,"1997-09-15",364,1,"DR",1,"BrF",3274,69,65984.44039,65984.44039,0,"11:30:00",690,3.40909704426667,"Dom",3274,-0.0102228562105927,-1.10332584389613,0.18132104632937
"1003",1404,1997,25,878,"1998-09-15","CN",381,45,NA," 15:10:00",14.1999998092651,26.8999996185303,26.8999996185303,64,37.4000015258789,NA,NA,NA,NA,NA,NA,1998,"1997-09-16",364,1,"DR",1,"ABX",1842,32,39021.19513,39021.19513,0,"15:10:00",910,3.40909704426667,"Sub",1409,-1.17614045840697,-1.57360823431549,1.58714462811329
"1004",1409,1998,31,1228,"2003-12-14","CN",3111,16,NA," 12:20:00",15.1999998092651,24.5,NA,63,36.5,NA,NA,3.09999990463257,2.59999990463257,NA,NA,2003,"1998-08-27",1935,5,"LB",1,"BrF",NA,NA,NA,NA,0,"12:20:00",740,NA,"Dom",1497,-0.343342511502998,-2.04389062473486,-0.662172745221582
"1005",1409,1998,41,1066,"2002-07-30","CN",2687,16,NA," 09:30:00",15.5,24.7999992370605,NA,65,36.5,NA,NA,3.09999990463257,2.29999995231628,NA,NA,2002,"1998-08-27",1433,4,"ArD",1,"BrF",NA,NA,NA,NA,0,"09:30:00",570,NA,"Dom",1497,-0.0935029685881728,-1.10332584389613,-0.38100874390369
"1006",1412,1998,87,2193,"2008-08-07","CN",6605,129,NA," 10:03:00",17,26,NA,71,36.7000007629395,NA,NA,3.20000004768372,4.09999990463257,NA,NA,2008,"1998-06-22",3699,10,"JC",1,"BrM",4463,88,2253.544623,2253.544623,1,"10:03:00",603,2.59212595028571,"Dom",4463,1.15569395176779,1.71836849862007,0.743650836562341
"1007",1412,1998,54,1780,"2005-12-07","CN",5282,129,NA," 17:42:00",17,25.8999996185303,NA,71,37.4000015258789,NA,NA,NA,NA,NA,NA,2005,"1998-06-22",2725,7,"KH",1,"BrM",4463,NA,NA,NA,1,"17:42:00",1062,NA,"Dom",4463,1.15569395176779,1.71836849862007,0.649928906924011
"1008",1412,1998,37,1700,"2005-08-22","CN",4440,129,NA," 11:30:00",16.5,25.7999992370605,NA,71,36.7000007629395,NA,NA,4.59999990463257,3.59999990463257,NA,NA,2005,"1998-06-22",2618,7,"KH",1,"BrM",4463,NA,NA,NA,1,"11:30:00",690,3.84936357792857,"Dom",4463,0.739294978315799,1.71836849862007,0.556206977285591
"1009",1412,1998,90,2264,"2009-01-15","CN",6375,129,NA," 12:02:00",17,25.7000007629395,NA,70,36.7000007629395,NA,NA,3.09999990463257,3.09999990463257,NA,2,2009,"1998-06-22",3860,11,"JW",1,"BrM",4463,88,40128.2328,40128.2328,1,"12:02:00",722,3.28909595685714,"Dom",4463,1.15569395176779,1.2480861082007,0.462486835244449
"1010",1415,1998,28,961,"1999-08-21","CN",364,38,NA," 10:40:00",14.8999996185303,23.7999992370605,24,NA,35,NA,NA,NA,NA,2,NA,1999,"1998-08-21",365,1,"KB",1,"H",5519,28,87064.96327,87064.96327,0,"10:40:00",640,5.15521640586667,"Sub",5304,-0.593182054417739,NA,-1.31822446509297
"1011",1415,1998,75,1911,"2006-08-08","CN",5534,39,NA," 14:42:00",14.8000001907349,24.2000007629395,NA,64,35.5999984741211,NA,NA,2.70000004768372,2.09999990463257,NA,NA,2006,"1998-08-21",2909,8,"JC",1,"BrF",5519,28.1,7863.225967,7863.225967,0,"14:42:00",882,3.14873123264286,"Dom",5304,-0.67646137257732,-1.57360823431549,-0.943336746539473
"1012",1415,1998,118,4524,"2013-01-22","CN",8177,39,NA," 14:48:00",13.5,24.6000003814697,NA,65,35.0999984741211,NA,NA,2.29999995231628,3.29999995231628,1,2,2013,"1998-08-21",5268,15,"HE",1,"BrF",5519,28.1,15242.08392,15242.08392,0,"14:48:00",888,4.09578878607143,"Dom",5304,-1.75909886239612,-1.10332584389613,-0.568450815583252
"1013",1415,1998,82,2044,"2007-06-14","CN",6024,39,NA," 12:00:00",14.6000003814697,24.5,NA,64,35.7000007629395,NA,NA,2.40000009536743,2.40000009536743,NA,NA,2007,"1998-08-21",3219,9,"JC",1,"BrF",5519,28.1,4072.932468,4072.932468,0,"12:00:00",720,2.00111878428571,"Dom",5304,-0.843020803114565,-1.57360823431549,-0.662172745221582
"1014",1415,1998,105,3685,"2011-09-26","CN",7399,39,NA," 11:40:00",14.1999998092651,24,NA,63,35.2999992370605,NA,NA,2.29999995231628,2.20000004768372,2,2,2011,"1998-08-21",4784,13,"SAK",1,"BrF",5519,28.1,42700.41813,42700.41813,0,"11:40:00",700,9.22112790171429,"Dom",5304,-1.17614045840697,-2.04389062473486,-1.13078060581622
"1015",1415,1998,34,1417,"2004-07-25","CN",3654,39,NA," 15:20:00",15.8999996185303,23.7999992370605,NA,67.5,35.2999992370605,NA,NA,4.19999980926514,2.09999990463257,NA,NA,2004,"1998-08-21",2165,6,"OV",1,"BrF",5519,28.1,22613.87246,22613.87246,0,"15:20:00",920,3.1884100425,"Dom",5304,0.239615892486233,0.0723801321522874,-1.31822446509297
"1016",1415,1998,85,2132,"2008-01-10","CN",6237,39,NA," 15:30:00",14,24.2000007629395,NA,65,35.7999992370605,NA,NA,2.29999995231628,0.5,NA,NA,2008,"1998-08-21",3429,10,"JC",1,"BrF",5519,NA,NA,NA,0,"15:30:00",930,1.83148956078571,"Dom",5304,-1.34269988894413,-1.10332584389613,-0.943336746539473
"1017",1415,1998,90,2276,"2009-01-06","CN",6410,39,NA," 17:12:00",14.6999998092651,24.1000003814697,NA,65,35.2999992370605,NA,NA,1.89999997615814,1.20000004768372,NA,3,2009,"1998-08-21",3791,11,"JC",1,"BrF",5519,28.1,3836.344744,3836.344744,0,"17:12:00",1032,3.28909595685714,"Dom",5304,-0.759741484954984,-1.10332584389613,-1.03705867617789
"1018",1415,1998,41,1053,"2002-07-19","CN",2662,39,NA," 11:15:00",15.1999998092651,23.7999992370605,NA,66,35.4000015258789,NA,NA,NA,NA,NA,NA,2002,"1998-08-21",1428,4,"DR",1,"BrF",5519,NA,NA,NA,0,"11:15:00",675,NA,"Dom",5304,-0.343342511502998,-0.63304345347676,-1.31822446509297
"1019",1416,1998,39,1025,"2000-08-10","CN",81,168,NA," 15:30:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,"1998-06-28",774,2,"DR",1,"BrM",777,NA,NA,NA,1,"15:30:00",930,NA,"Dom",777,NA,NA,NA
"1020",1419,1999,75,1908,"2006-08-07","CN",5532,3,NA," 12:10:00",15.1000003814697,23.5,NA,64,35.4000015258789,NA,NA,3.5,2.29999995231628,NA,NA,2006,"1999-04-02",2684,7,"JC",1,"BrF",3446,2,6838.375592,6838.375592,0,"12:10:00",730,3.14873123264286,"Dom",3446,-0.426621829662579,-1.57360823431549,-1.59938846641086
"1021",1419,1999,37,1715,"2005-08-29","CN",4461,22,NA," 16:38:00",14.3999996185303,23.7999992370605,NA,65,35.5,NA,NA,4,2.90000009536743,NA,NA,2005,"1999-04-02",2341,6,"CE",1,"BrF",3446,NA,NA,NA,0,"16:38:00",998,3.84936357792857,"Dom",3446,-1.00958102786973,-1.10332584389613,-1.31822446509297
