"","BirdID","CatchID","HaematocritID","BuffyCoat","Total","Cells","BleedToSpinTime","birthyear","birthday","BloodID","BloodSource","OccasionDate","Island","occasionyear","oc","year","age","lifespan","age_date","wbc","Status","FieldPeriodID","OccasionID","TerritoryID","Resident","CatchType","BleedTime","CatchTime","SexEstimate","lifespan_yrs","wbc_z","Cells_z","AveAge","WithinAge","Year","avg_invert","TerritoryNumber","TQ","TQcorrected","newstat","Observer","newlifespan"
"548",2990,3457,225,0.360000014305115,59.2700004577637,24.1800003051758,NA,2004,"2004-03-16",374,"A","2004-07-14","CN",2004,1,1,0,2369,120,0.00607389930023122,"OFL",34,1383,63,NA,"N",NA,"09:20:00",1,6.49041095890411,0.20574312782052,0.370505555294222,2.8,-2.8,2004,3.1884100425,46,7164.249355,7164.249355,"Sub","CE",2369
"549",2990,3983,356,0.330000013113022,65.1399993896484,29.7999992370605,NA,2004,"2004-03-16",597,"A","2005-08-04","CN",2005,1,1,1,2369,506,0.00506601191595134,"AB",37,1664,63,NA,"R",NA,"09:30:00",1,6.49041095890411,-0.0380137603803491,1.47878680176002,2.8,-1.8,2005,3.84936357792857,NA,NA,NA,"Sub","KH",2369
"550",2990,6203,879,0.00999999977648258,56.0299987792969,25.5599994659424,96,2004,"2004-03-16",3833,"A","2007-08-23","CN",2007,1,1,3,2369,1255,0.000178475816425996,"BrM",82,2113,48,NA,"R",NA,"08:45:00",1,6.49041095890411,-1.22006108944869,0.642645676414005,2.8,0.2,2007,2.00111878428571,33.1,14192.29819,14192.29819,"Dom","PS",2369
"551",2990,6263,933,0.00999999977648258,55.75,25.3799991607666,95,2004,"2004-03-16",3893,"A","2008-01-18","CN",2008,1,1,4,2369,1403,0.000179372193300136,"BrM",85,2135,47,NA,"R",NA,"11:55:00",1,6.49041095890411,-1.21984430130261,0.607149057108144,2.8,1.2,2008,1.83148956078571,NA,NA,NA,"Dom","JC",2369
"552",2990,7095,1602,0.0299999993294477,48.6699981689453,21.9400005340576,112,2004,"2004-03-16",4669,"A","2010-08-17","CN",2010,1,1,6,2369,2345,0.000616396146663299,"BrM",104,3485,48,NA,"R",NA,"12:38:00",1,6.49041095890411,-1.11415035116238,-0.0712293575601892,2.8,3.2,2010,3.4374523775,33.1,16440.48714,16440.48714,"Dom","MH",2369
"553",2991,3458,228,0.0399999991059303,57.2799987792969,25.3500003814697,NA,2003,"2003-11-28",371,"A","2004-07-25","CN",2004,1,1,1,5045,240,0.000698324021619703,"ABX",34,1415,83,NA,"N",NA,"16:00:00",1,13.8219178082192,-1.09433614952858,0.601233204647213,7,-6,2004,3.1884100425,56,16497.07829,16497.07829,"Sub","OV",4844
"554",2991,6193,870,0.200000002980232,58.9000015258789,24.7600002288818,83,2003,"2003-11-28",3823,"A","2007-08-22","CN",2007,1,1,4,5045,1363,0.00339558570117113,"BrM",82,2233,179,NA,"R",NA,"17:20:00",1,13.8219178082192,-0.442005220572009,0.484883341871377,7,-3,2007,2.00111878428571,122,10368.2827,10368.2827,"Dom","PS",4844
"555",2991,6398,1053,0.180000007152557,62.689998626709,28.6100006103516,55,2003,"2003-11-28",4020,"A","2009-01-09","CN",2009,1,1,6,5045,1869,0.00287127151213349,"BrM",90,2272,179,NA,"R",NA,"12:08:00",1,13.8219178082192,-0.568810255690781,1.24411537614477,7,-1,2009,3.28909595685714,122,18661.26554,18661.26554,"Dom","JC",4844
"556",2991,8632,2295,0.200000002980232,34.0699996948242,14.9399995803833,198,2003,"2003-11-28",5872,"A","2014-06-23","CN",2014,1,1,11,5045,3860,0.00587026723720856,"BrM",125,9264,179,"Y","C","1899-12-30 11:08:00","10:57:00",1,13.8219178082192,0.156494849893327,-1.45165128934839,7,4,2014,4.45790002828571,122,5764.639118,5764.639118,"Dom","MB",4844
"557",2991,9991,3190,0.259999990463257,56.0999984741211,21.7600002288818,116,2003,"2003-11-28",7223,"A","2016-07-03","CN",2016,1,1,13,5045,4601,0.00463458106123113,"BrM",159,13295,179,"Y","R","1899-12-30 16:05:00","15:58:00",1,13.8219178082192,-0.142355023363394,-0.10672597686605,7,6,2016,4.21428620221429,122,17872.45326,17872.45326,"Dom","MH",4844
"558",3001,3660,230,0.379999995231628,62.7099990844727,24.9099998474121,NA,2004,"2004-03-29",386,"A","2004-07-27","CN",2004,1,1,0,289,120,0.00605963962333589,"ABX",34,1418,155,NA,"N",NA,"08:05:00",1,0.791780821917808,0.202294434523065,0.514463732581239,0,0,2004,3.1884100425,101.1,18212.32512,18212.32512,"Sub","LB",289
"559",3002,3661,234,0.25,53.3300018310547,22.7099990844727,NA,2003,"2003-12-01",395,"A","2004-07-28","CN",2004,1,1,1,3746,240,0.00468779282610904,"ABX",34,1421,70,NA,"N",NA,"08:11:00",0,10.2630136986301,-0.129485793700813,0.0806167483864388,3,-2,2004,3.1884100425,49,12027.23509,12027.23509,"Sub","LB",3591
"560",3002,5503,2546,0.200000002980232,50.3600006103516,21.0499992370605,150,2003,"2003-12-01",6145,"A","2006-07-17","CN",2006,1,1,3,3746,959,0.00397140588872673,"BrF",75,1866,135,NA,"R",NA,"16:00:00",0,10.2630136986301,-0.302743494241265,-0.246740377890816,3,0,2006,3.14873123264286,92.1,8903.717018,8903.717018,"Dom","JC",3591
"561",3002,6650,1266,0.219999998807907,62.0099983215332,26.4799995422363,111,2003,"2003-12-01",4254,"A","2008-08-19","CN",2008,1,1,5,3746,1723,0.0035478149453765,"BrF",87,2203,135,NA,"R",NA,"11:48:00",0,10.2630136986301,-0.405188679915352,0.824072549205544,3,2,2008,2.59212595028571,92.1,5469.283321,5469.283321,"Dom","JC",3591
"562",3003,3662,262,0.430000007152557,62.6800003051758,23.8600006103516,NA,2004,"2004-04-11",405,"A","2004-08-09","CN",2004,1,1,0,1253,120,0.00686024258230659,"OFL",34,1447,23,NA,"N",NA,"10:02:00",0,3.43287671232877,0.395919723426289,0.307400621477179,0,0,2004,3.1884100425,17,7735.935487,7735.935487,"Sub","LB",1253
"563",3005,4415,368,0.28999999165535,67.6999969482422,25.5499992370605,NA,2004,"2004-08-13",614,"A","2005-08-14","CN",2005,1,1,1,1862,366,0.00428360420572928,"BrM",37,1683,123,NA,"R",NA,"08:55:00",1,5.1013698630137,-0.2272385405718,0.640673600215326,1,0,2005,3.84936357792857,NA,NA,NA,"Dom","AK",1862
"564",3017,3887,286,0.569999992847443,63,26.1200008392334,NA,2004,"2004-09-13",479,"A","2005-06-12","CN",2005,1,1,1,1098,272,0.0090476189340864,"AB",37,1538,39,NA,"R",NA,"16:31:00",0,3.00821917808219,0.924935227688177,0.753079686728909,1,0,2005,3.84936357792857,NA,NA,NA,"Sub","LB",1098
"565",3017,3960,341,0.180000007152557,49.4700012207031,25.5200004577637,NA,2004,"2004-09-13",575,"A","2005-07-29","CN",2005,1,1,1,1098,319,0.00363856888439346,"AB",37,1637,75,NA,"R",NA,"10:31:00",0,3.00821917808219,-0.383239900605498,0.634757747754414,1,0,2005,3.84936357792857,NA,NA,NA,"Sub","CE",1098
"566",3018,4464,377,0.239999994635582,57.810001373291,25.0599994659424,NA,2004,"2004-09-11",655,"A","2005-09-01","CN",2005,1,1,1,456,355,0.0041515306855963,"H",37,1719,43,NA,"R",NA,"16:10:00",0,1.24931506849315,-0.259180432873937,0.544044123291101,1,0,2005,3.84936357792857,NA,NA,NA,"Sub","KH",456
"567",3019,6132,816,0.5,57.0099983215332,24.6100006103516,218,2004,"2004-08-25",3769,"A","2007-07-22","CN",2007,1,1,3,1651,1061,0.00877039141766025,"BrM",82,2224,474,NA,"R",NA,"10:45:00",1,4.52328767123288,0.857887938693707,0.455302951161536,3,0,2007,2.00111878428571,128,7719.666993,7719.666993,"Dom","PS",1651
"568",3020,3912,536,0.25,60.6699981689453,28.2299995422363,NA,2004,"2004-10-22",542,"A","2005-07-17","CN",2005,1,1,1,1059,268,0.0041206528357531,"AB",37,1603,13,NA,"C",NA,"09:15:00",1,2.9013698630137,-0.266648220158019,1.16917798513571,1,0,2005,3.84936357792857,NA,NA,NA,"Sub","AK",1059
"569",3020,3912,317,0.219999998807907,60.939998626709,28.2299995422363,NA,2004,"2004-10-22",542,"A","2005-07-17","CN",2005,1,1,1,1059,268,0.00361010836504162,"AB",37,1603,13,NA,"C",NA,"09:15:00",1,2.9013698630137,-0.390123058130822,1.16917798513571,1,0,2005,3.84936357792857,NA,NA,NA,"Sub","AK",1059
"570",3021,6199,875,0.150000005960464,56.2999992370605,25.6700000762939,20,2004,"2004-10-24",3829,"A","2007-08-23","CN",2007,1,1,3,1414,1033,0.00266429854339543,"BrM",82,2113,66,NA,"R",NA,"18:06:00",1,3.87397260273973,-0.618866529425501,0.664338138464256,3,0,2007,2.00111878428571,46.5,3528.470614,3528.470614,"Dom","PS",1414
"571",3022,7244,1996,0.119999997317791,20.7399997711182,7.98999977111816,227,2003,"2003-12-27",4757,"A","2011-08-09","CN",2011,1,1,8,3934,2782,0.00578592086027401,"BrF",105,3567,59,NA,"R",NA,"09:21:00",0,10.7780821917808,0.136095735177477,-2.82221284014326,8,0,2011,9.22112790171429,42,11161.5206,11161.5206,"Dom","DJW",3720
"572",3085,6731,1319,0.519999980926514,55.0800018310547,23.1599998474121,572,2004,"2004-10-22",4314,"A","2009-07-13","CN",2009,1,1,5,4891,1725,0.0094408127022489,"BrF",92,2453,20,NA,"R",NA,"10:03:00",0,13.4,1.02002887692136,0.169358296651072,6.33333333333333,-1.33333333333333,2009,4.5509424385,15,26641.30015,26641.30015,"Dom","MH",4515
"573",3085,7034,1532,0.360000014305115,54.6699981689453,22.7600002288818,156,2004,"2004-10-22",4565,"A","2010-07-04","CN",2010,1,1,6,4891,2081,0.00658496481365549,"BrF",104,3413,8,NA,"R",NA,"15:32:00",0,13.4,0.329343979624104,0.0904771293797589,6.33333333333333,-0.333333333333333,2010,3.4374523775,5,18811.66026,18811.66026,"Dom","MH",4515
"574",3085,7947,1831,0.180000007152557,27.5499992370605,10.9399995803833,123,2004,"2004-10-22",5311,"A","2012-06-12","CN",2012,1,1,8,4891,2790,0.00653357575815899,"BrF",116,4204,20,NA,"R",NA,"11:33:00",0,13.4,0.316915571003474,-2.24046371433163,6.33333333333333,1.66666666666667,2012,4.47840260407143,15,25622.38003,25622.38003,"Dom","SAK",4515
"575",3086,6420,1071,0.239999994635582,51.0099983215332,21.3999996185303,237,2004,"2004-10-23",4040,"A","2009-01-04","CN",2009,1,1,5,5448,1534,0.00470495986145267,"H",90,2277,3,NA,"R",NA,"09:28:00",0,14.9260273972603,-0.125333957711728,-0.177719215477754,7.5,-2.5,2009,3.28909595685714,2,7097.95063,7097.95063,"Sub","JC",5082
"576",3086,8653,2316,0.189999997615814,57.3199996948242,23.3799991607666,260,2004,"2004-10-23",5893,"A","2014-06-26","CN",2014,1,1,10,5448,3533,0.00331472433055456,"BrF",125,9275,3,"Y","R","1899-12-30 09:35:00","09:10:00",0,14.9260273972603,-0.461561488846202,0.212742844616526,7.5,2.5,2014,4.45790002828571,2,37213.31003,37213.31003,"Dom","SAK",5082
"577",3087,3981,360,0.230000004172325,53.1599998474121,26.3899993896484,NA,2004,"2004-08-28",596,"A","2005-08-07","CN",2005,1,1,1,NA,344,0.00432656141520891,"H",37,1667,57,NA,"R",NA,"15:24:00",1,NA,-0.216849368257644,0.806324239552613,6,-5,2005,3.84936357792857,NA,NA,NA,"Sub","KH",6242
"578",3087,6181,858,0.0900000035762787,57.7999992370605,25.1200008392334,63,2004,"2004-08-28",3811,"A","2007-08-15","CN",2007,1,1,3,NA,1082,0.00155709350803195,"BrM",82,2230,27,NA,"R",NA,"11:59:00",1,NA,-0.886643324958434,0.5558765804831,6,-3,2007,2.00111878428571,21,7028.232605,7028.232605,"Dom","PS",6242
"579",3087,8040,1901,0.300000011920929,57.7299995422363,27.25,488,2004,"2004-08-28",5397,"A","2012-09-22","CN",2012,1,1,8,NA,2947,0.00519660513250903,"BrM",116,4386,27,NA,"R",NA,"10:13:00",1,NA,-0.00642987850550177,0.975919031287241,6,2,2012,4.47840260407143,21,7611.536042,7611.536042,"Dom","SAK",6242
"580",3087,9996,3194,0.129999995231628,59.9199981689453,24.2800006866455,160,2004,"2004-08-28",7228,"A","2016-07-12","CN",2016,1,1,12,NA,4336,0.00216955939926919,"BrM",159,13311,27,"Y","R","1899-12-30 15:47:00","15:42:00",1,NA,-0.738518859759547,0.390225941145813,6,6,2016,4.21428620221429,21,41902.71182,41902.71182,"Dom","MH",6242
"581",3089,6047,746,0.0299999993294477,51.8899993896484,24.1599998474121,91,2004,"2004-11-04",3690,"A","2007-06-20","CN",2007,1,1,3,NA,958,0.000578146072120256,"BrM",82,2214,86,NA,"R",NA,"10:09:00",1,NA,-1.12340110604778,0.366561402896882,6.28571428571429,-3.28571428571429,2007,2.00111878428571,58,2904.123379,2904.123379,"Dom","JC",5611
"582",3089,6226,901,0.370000004768372,56.810001373291,26.8999996185303,120,2004,"2004-11-04",3855,"A","2007-09-03","CN",2007,1,1,3,NA,1033,0.00651293778954785,"BrM",82,2121,86,NA,"R",NA,"17:00:00",1,NA,0.311924292130554,0.906897868874197,6.28571428571429,-3.28571428571429,2007,2.00111878428571,58,2904.123379,2904.123379,"Dom","PS",5611
"583",3089,6251,922,0.0900000035762787,60.9099998474121,27.6800003051758,62,2004,"2004-11-04",3881,"A","2008-01-14","CN",2008,1,1,4,NA,1166,0.00147758994913382,"BrM",85,2241,86,NA,"R",NA,"17:48:00",1,NA,-0.905871207378799,1.06071642715455,6.28571428571429,-2.28571428571429,2008,1.83148956078571,NA,NA,NA,"Dom","JC",5611
"584",3089,6371,1035,0.239999994635582,60.810001373291,26.2999992370605,136,2004,"2004-11-04",3999,"A","2009-01-13","CN",2009,1,1,5,NA,1531,0.0039467191122445,"BrM",90,2260,86,NA,"C",NA,"16:39:00",1,NA,-0.308713974583489,0.788575929899683,6.28571428571429,-1.28571428571429,2009,3.28909595685714,58,12047.97565,12047.97565,"Dom","JC",5611
"585",3089,7061,1568,0.140000000596046,58.0499992370605,24.8600006103516,566,2004,"2004-11-04",4592,"A","2010-07-23","CN",2010,1,1,6,NA,2087,0.00241171408158549,"BrM",104,3447,86,NA,"R",NA,"10:14:00",1,NA,-0.679953912181733,0.504603727722988,6.28571428571429,-0.285714285714286,2010,3.4374523775,58,2990.212643,2990.212643,"Dom","MH",5611
"586",3089,8725,2382,0.5,47.2799987792969,21.5200004577637,11,2004,"2004-11-04",5959,"A","2014-07-11","CN",2014,1,1,10,NA,3536,0.0105752963813303,"BrM",125,9313,86,"Y","R","1899-12-30 13:00:00","12:45:00",1,NA,1.29440299414989,-0.154054677228823,6.28571428571429,3.71428571428571,2014,4.45790002828571,58,5344.171896,5344.171896,"Dom","MB",5611
"587",3089,10094,3257,0.239999994635582,44.5800018310547,17.6599998474121,151,2004,"2004-11-04",7326,"A","2017-02-13","CN",2017,1,1,13,NA,4484,0.00538357973929908,"BrM",161,13449,86,"Y","R","1899-12-30 08:47:00","08:34:00",1,NA,0.038789804798985,-0.915258787700879,6.28571428571429,6.71428571428571,2017,2.4927094615,NA,NA,NA,"Dom","MH",5611
"588",3093,6335,1000,0.0399999991059303,58.5900001525879,25,69,2004,"2004-10-31",3963,"A","2008-07-16","CN",2008,1,1,4,NA,1354,0.000682710343091943,"BrM",87,2161,40,NA,"R",NA,"15:39:00",1,NA,-1.09811230721312,0.53221204223417,4.8,-0.8,2008,2.59212595028571,29,7726.235525,7726.235525,"Dom","JC",2527
"589",3093,6415,1066,0.270000010728836,61.060001373291,29.1599998474121,119,2004,"2004-10-31",4035,"A","2009-01-04","CN",2009,1,1,5,NA,1526,0.00442188019417471,"BrM",90,2277,40,NA,"R",NA,"16:56:00",1,NA,-0.193796585466429,1.35257693412593,4.8,0.2,2009,3.28909595685714,29,16589.38596,16589.38596,"Dom","JC",2527
"590",3093,6499,1134,0.0199999995529652,57.3899993896484,25.1599998474121,27,2004,"2004-10-31",4111,"A","2007-06-15","CN",2007,1,1,3,NA,957,0.000348492764691903,"BrM",82,2044,40,NA,"R",NA,"11:00:00",1,NA,-1.17894260448986,0.563764509142691,4.8,-1.8,2007,2.00111878428571,29,2827.091982,2827.091982,"Dom","JC",2527
"591",3093,6774,1355,0.119999997317791,61.6500015258789,27.8299999237061,150,2004,"2004-10-31",4353,"A","2009-07-26","CN",2009,1,1,5,NA,1729,0.00194647192778119,"BrM",92,2478,40,NA,"R",NA,"09:44:00",1,NA,-0.792472415181186,1.09029681786442,4.8,0.2,2009,4.5509424385,29,15488.72401,15488.72401,"Dom","MH",2527
"592",3093,7172,1919,0.100000001490116,53.5200004577637,23.6299991607666,56,2004,"2004-10-31",4686,"A","2011-06-28","CN",2011,1,1,7,NA,2431,0.0018684604005008,"BrM",105,3527,3,NA,"R",NA,"13:00:00",1,NA,-0.811339450755058,0.262043621177978,4.8,2.2,2011,9.22112790171429,2,166285.9377,166285.9377,"Dom","MH",2527
"593",3094,6288,957,0.360000014305115,56.6199989318848,24.6399993896484,166,2004,"2004-09-05",3917,"A","2008-01-25","CN",2008,1,1,4,5496,1237,0.00635817769509681,"BrF",85,2139,53,NA,"R",NA,"11:05:00",0,15.0575342465753,0.274495667038663,0.461218803622447,7,-3,2008,1.83148956078571,NA,NA,NA,"Dom","JC",5130
"594",3094,8641,2304,0.28999999165535,54.8699989318848,24.6499996185303,103,2004,"2004-09-05",5881,"A","2014-06-21","CN",2014,1,1,10,5496,3576,0.00528521956079047,"BrF",125,9268,53,"Y","R","1899-12-30 16:47:00","16:41:00",0,15.0575342465753,0.0150014615672944,0.463190879821126,7,3,2014,4.45790002828571,37,25004.96826,25004.96826,"Dom","MB",5130
"595",3444,6718,1311,0.25,53.939998626709,22.0499992370605,73,2005,"2005-01-02",4305,"A","2009-07-02","CN",2009,1,1,4,2077,1642,0.00463477950250094,"BrF",92,2409,112,NA,"R",NA,"16:10:00",0,5.69041095890411,-0.142307030475325,-0.0495372716450069,4,0,2009,4.5509424385,78,12829.22912,12829.22912,"Dom","MH",2077
"596",3445,3834,280,0.419999986886978,58.7000007629395,24.6299991607666,NA,2005,"2005-04-06",465,"A","2005-06-05","CN",2005,1,1,0,1051,60,0.00715502523727643,"OFL",37,1525,8,NA,"N",NA,"09:26:00",1,2.87945205479452,0.467212710908594,0.459246727423787,1,-1,2005,3.84936357792857,NA,NA,NA,"Sub","LB",1051
"597",3445,6179,856,0.119999997317791,57.5499992370605,26.2600002288818,38,2005,"2005-04-06",3809,"A","2007-08-15","CN",2007,1,1,2,1051,861,0.00208514333464169,"BrM",82,2230,12,NA,"R",NA,"09:37:00",1,2.87945205479452,-0.758934828397219,0.780688001240091,1,1,2007,2.00111878428571,7,5799.459908,5799.459908,"Dom","PS",1051
"598",3446,6120,805,0.270000010728836,58.560001373291,25.8099994659424,133,2005,"2005-04-08",3757,"A","2007-07-19","CN",2007,1,1,2,1806,832,0.00461065581279139,"BrF",82,2087,26,NA,"R",NA,"10:12:00",0,4.94794520547945,-0.14814132865907,0.691946452975458,2.5,-0.5,2007,2.00111878428571,20,9977.670121,9977.670121,"Dom","PS",1806
"599",3446,6234,909,0.109999999403954,62.3499984741211,24.4400005340576,157,2005,"2005-04-08",3864,"A","2008-01-10","CN",2008,1,1,3,1806,1007,0.00176423419560484,"BrF",85,2238,26,NA,"R",NA,"10:00:00",0,4.94794520547945,-0.836546488535948,0.421778408054334,2.5,0.5,2008,1.83148956078571,NA,NA,NA,"Dom","JC",1806
"600",3447,3836,283,0.310000002384186,58,24.5200004577637,NA,2005,"2005-04-11",464,"A","2005-06-10","CN",2005,1,1,0,509,60,0.00534482762731355,"H",37,1534,28,NA,"N",NA,"08:39:00",1,1.39452054794521,0.0294176324946819,0.437554641508605,0,0,2005,3.84936357792857,NA,NA,NA,"Sub","LB",509
"601",3449,6336,1001,0.129999995231628,61.5,26.3099994659424,86,2005,"2005-04-11",3964,"A","2008-07-16","CN",2008,1,1,3,1621,1192,0.00211382106067688,"BrF",87,2161,25,NA,"R",NA,"11:24:00",0,4.44109589041096,-0.751999139581142,0.790548006098362,3.66666666666667,-0.666666666666667,2008,2.59212595028571,19,2600.15026,2600.15026,"Dom","JC",1621
"602",3449,6522,1153,0.119999997317791,55.810001373291,22.8099994659424,209,2005,"2005-04-11",4134,"A","2009-02-25","CN",2009,1,1,4,1621,1416,0.0021501522014873,"BrF",90,2318,25,NA,"R",NA,"10:39:00",0,4.44109589041096,-0.743212477532521,0.10033713423803,3.66666666666667,0.333333333333333,2009,3.28909595685714,19,6990.897668,6990.897668,"Dom","MH",1621
"603",3449,6689,1289,0.319999992847443,58.5699996948242,24.9799995422363,179,2005,"2005-04-11",4279,"A","2009-06-20","CN",2009,1,1,4,1621,1531,0.0054635477977597,"BrF",92,2398,25,NA,"R",NA,"15:10:00",0,4.44109589041096,0.058130026127138,0.52826788983683,3.66666666666667,0.333333333333333,2009,4.5509424385,19,12083.60798,12083.60798,"Dom","MH",1621
"604",3451,6649,1265,0.209999993443489,59.2000007629395,24.7000007629395,198,2005,"2005-04-13",4253,"A","2008-08-19","CN",2008,1,1,3,4718,1224,0.00354729714082966,"BrF",87,2203,138,NA,"R",NA,"10:21:00",0,12.9260273972603,-0.40531391059787,0.473051260814466,5.25,-2.25,2008,2.59212595028571,94,3723.584551,3723.584551,"Dom","JC",4342
"605",3451,6743,1331,0.400000005960464,60.5800018310547,23.9400005340576,277,2005,"2005-04-13",4326,"A","2009-08-12","CN",2009,1,1,4,4718,1582,0.00660283911968149,"BrF",92,2508,138,NA,"R",NA,"10:03:00",0,12.9260273972603,0.333666868553566,0.323176854931429,5.25,-1.25,2009,4.5509424385,94,9377.110765,9377.110765,"Dom","MH",4342
"606",3451,7405,2068,0.100000001490116,46.0499992370605,17.7399997711182,210,2005,"2005-04-13",4912,"A","2011-09-24","CN",2011,1,1,6,4718,2355,0.00217155272848815,"BrF",105,3688,138,NA,"R",NA,"15:50:00",0,12.9260273972603,-0.738036774424269,-0.899482554246608,5.25,0.75,2011,9.22112790171429,94,7623.157119,7623.157119,"Dom","SAK",4342
"607",3451,8346,2179,0.600000023841858,41.5,16,300,2005,"2005-04-13",5612,"A","2013-07-11","CN",2013,1,1,8,4718,3011,0.0144578318998038,"BrF",122,4727,177,NA,"R",NA,"13:26:00",0,12.9260273972603,2.23339160644275,-1.24261591397811,5.25,2.75,2013,3.25588827135714,120,33136.18492,33136.18492,"Dom","HE",4342
"608",3453,6681,1282,0,23.9300003051758,10.3800001144409,110,2004,"2004-10-15",4272,"A","2009-06-16","CN",2009,1,1,5,3272,1705,0,"BrF",92,2397,60,NA,"R",NA,"16:10:00",0,8.96438356164384,-1.26322534600122,-2.35089734851146,6.5,-1.5,2009,4.5509424385,43,10362.64497,10362.64497,"Dom","MH",3057
"609",3453,7970,1847,0.280000001192093,47.7999992370605,19.6100006103516,173,2004,"2004-10-15",5334,"A","2012-06-27","CN",2012,1,1,8,3272,2812,0.0058577407042091,"BrF",116,4224,60,NA,"R",NA,"09:50:00",0,8.96438356164384,0.15346531628519,-0.530712580067511,6.5,1.5,2012,4.47840260407143,43,13812.64153,13812.64153,"Dom","SAK",3057
"610",3456,3845,287,0.219999998807907,38.9000015258789,15.7299995422363,NA,2004,"2004-06-13",486,"A","2005-06-13","CN",2005,1,1,1,NA,365,0.00565552673980098,"H",37,1539,109,NA,"N",NA,"10:45:00",NA,NA,0.104560004557231,-1.29586084293691,10,-9,2005,3.84936357792857,NA,NA,NA,"Sub","AK",6487
"611",3456,6350,1015,0.0700000002980232,58.2999992370605,26.6100006103516,132,2004,"2004-06-13",3978,"A","2008-07-18","CN",2008,1,1,4,NA,1496,0.00120068612717108,"BrM",87,2165,407,NA,"R",NA,"10:38:00",NA,NA,-0.972840211084298,0.849709163653154,10,-6,2008,2.59212595028571,126,1942.592225,1942.592225,"Dom","JC",6487
"612",3456,10031,3220,0,45.25,18.2700004577637,107,2004,"2004-06-13",7263,"A","2016-09-10","CN",2016,1,1,12,NA,4472,0,"BrM",159,13381,407,"Y","C","1899-12-30 16:20:00","16:10:00",NA,NA,-1.26322534600122,-0.794964772527703,10,2,2016,4.21428620221429,126,24453.09594,24453.09594,"Dom","CD",6487
"613",3456,10904,3463,0.980000019073486,44.4700012207031,18.0599994659424,364,2004,"2004-06-13",8126,"A","2020-02-17","CN",2020,1,1,16,NA,5727,0.0220373283600731,"BrM",174,14470,480,"N","R","1899-12-30 12:24:00","12:13:00",NA,NA,4.06648774406808,-0.836377620429564,10,6,2020,2.58767040242857,NA,NA,NA,"Dom","MAD",6487
"614",3456,11036,3536,0.340000003576279,35.25,12.8800001144409,60,2004,"2004-06-13",8235,"A","2021-06-29","CN",2021,1,1,17,NA,6225,0.00964539017237671,"BrM",176,14629,407,"Y","R","1899-12-30 11:10:00","11:07:00",NA,NA,1.06950580092314,-1.85788958289694,10,7,2021,4.46788579221429,126,12390.22773,12390.22773,"Dom","FS",6487
"615",3457,6559,1181,0.189999997615814,58.2000007629395,29.7800006866455,516,2005,"2005-04-15",4167,"A","2008-07-25","CN",2008,1,1,3,1241,1197,0.00326460472723571,"BrM",87,2175,89,NA,"R",NA,"08:44:00",1,3.4,-0.473682881308708,1.47484302549776,3,0,2008,2.59212595028571,NA,NA,NA,"Dom","JC",1241
"616",3461,3850,290,0.270000010728836,64.5100021362305,25.7000007629395,NA,2005,"2005-04-16",489,"A","2005-06-15","CN",2005,1,1,0,653,60,0.00418539764048771,"OFL",37,1543,101,NA,"N",NA,"14:34:00",0,1.78904109589041,-0.25098973253784,0.670254367060275,0,0,2005,3.84936357792857,NA,NA,NA,"Sub","AK",653
"617",3462,3851,289,0.280000001192093,61.6599998474121,26.0599994659424,NA,2005,"2005-04-16",488,"A","2005-06-15","CN",2005,1,1,0,NA,60,0.00454103149343171,"OFL",37,1544,101,NA,"N",NA,"14:38:00",0,NA,-0.164979923620098,0.74124722953691,3.2,-3.2,2005,3.84936357792857,NA,NA,NA,"Sub","LB",5448
"618",3462,6246,917,0.189999997615814,58.6800003051758,25.4799995422363,63,2005,"2005-04-16",3876,"A","2008-01-12","CN",2008,1,1,3,NA,1001,0.0032379004196947,"BrF",85,2239,40,NA,"R",NA,"17:25:00",0,NA,-0.480141300184946,0.626869442959735,3.2,-0.2,2008,1.83148956078571,NA,NA,NA,"Dom","JC",5448
"619",3462,6337,1002,0.0299999993294477,56.9300003051758,23.6299991607666,78,2005,"2005-04-16",3965,"A","2008-07-16","CN",2008,1,1,3,NA,1187,0.000526962922336753,"BrF",87,2161,40,NA,"R",NA,"15:30:00",0,NA,-1.13577971650977,0.262043621177978,3.2,-0.2,2008,2.59212595028571,29,7726.235525,7726.235525,"Dom","JC",5448
"620",3462,6408,1059,0.330000013113022,60.5200004577637,25.5799999237061,223,2005,"2005-04-16",4028,"A","2009-01-07","CN",2009,1,1,4,NA,1362,0.00545274307033963,"BrF",90,2276,40,NA,"R",NA,"15:22:00",0,NA,0.0555169100440781,0.646589828811345,3.2,0.8,2009,3.28909595685714,29,16589.38596,16589.38596,"Dom","JC",5448
"621",3462,7361,2046,0.230000004172325,53.1300010681152,23.1100006103516,254,2005,"2005-04-16",4870,"A","2011-09-14","CN",2011,1,1,6,NA,2342,0.00432900432050536,"BrF",105,3662,40,NA,"R",NA,"13:21:00",0,NA,-0.21625855324942,0.159498291792822,3.2,2.8,2011,9.22112790171429,29,14287.26725,14287.26725,"Dom","SAK",5448
"622",3463,6216,892,0.230000004172325,57.2400016784668,25.0100002288818,69,2004,"2004-10-22",3846,"A","2007-08-30","CN",2007,1,1,3,1059,1042,0.00401816906757445,"ABX",82,2236,13,NA,"R",NA,"17:17:00",1,2.9013698630137,-0.291433850786956,0.53418411843283,3,0,2007,2.00111878428571,8,18427.23084,18427.23084,"Sub","PS",1059
