"","BirdID","Status","FieldPeriodID","BirthDate","Island","PeriodYear","birthyear","PeriodYearEnd","age","age_date","survival","SexEstimate","newstat","agefirstrepro","lifespan","occasionyear","PeriodStart","PeriodEnd","season","seasonlength","no_st","fp_na","avg_bug","statbefore","yearlytq","yearlytq_corr","Year"
"559",1198,"BrM",28,"1996-07-15","CN",1999,1996,1999,3,1168,1,1,"Dom",1,1490,1999,1999-07-02,1999-09-26,"main",86,3,FALSE,3.33536095095,"Dom",88856.96951,88856.96951,1999
"560",1199,"BrM",25,"1996-07-15","CN",1998,1996,1998,2,804,1,1,"Dom",2,4238,1998,1998-06-20,1998-09-27,"main",99,2,FALSE,4.62349680646667,"Sub",151127.1559,151127.1559,1998
"561",1199,"BrM",28,"1996-07-15","CN",1999,1996,1999,3,1168,1,1,"Dom",2,4238,1999,1999-07-02,1999-09-26,"main",86,3,FALSE,3.33536095095,"Dom",98920.71968,98920.71968,1999
"562",1199,"BrM",30,"1996-07-15","CN",2003,1996,2003,7,2605,1,1,"Dom",2,4238,2003,2003-06-06,2003-09-02,"main",88,2,FALSE,3.65308711307692,"Dom",20772.39739,20772.39739,2003
"563",1199,"BrM",34,"1996-07-15","CN",2004,1996,2004,8,2971,1,1,"Dom",2,4238,2004,2004-05-30,2004-09-02,"main",95,2,FALSE,3.1884100425,"Dom",19912.01553,19912.01553,2004
"564",1199,"BrM",37,"1996-07-15","CN",2005,1996,2005,9,3345,1,1,"Dom",2,4238,2005,2005-05-26,2005-09-11,"main",108,3,FALSE,4.85163903403571,"Dom",NA,NA,NA
"565",1199,"BrM",82,"1996-07-15","CN",2007,1996,2007,11,4080,1,1,"Dom",2,4238,2007,2007-06-14,2007-09-16,"main",94,2,FALSE,2.34702925817857,"Dom",16868.22962,16868.22962,2007
"566",1200,"BrF",25,"1996-07-17","CN",1998,1996,1998,2,802,1,0,"Dom",2,3699,1998,1998-06-20,1998-09-27,"main",99,2,FALSE,4.62349680646667,"Sub",97596.96254,97596.96254,1998
"567",1200,"BrF",28,"1996-07-17","CN",1999,1996,1999,3,1166,1,0,"Dom",2,3699,1999,1999-07-02,1999-09-26,"main",86,3,FALSE,3.33536095095,"Dom",72569.068625,72569.068625,1999
"568",1200,"BrF",30,"1996-07-17","CN",2003,1996,2003,7,2603,1,0,"Dom",2,3699,2003,2003-06-06,2003-09-02,"main",88,2,FALSE,3.65308711307692,"Dom",7690.163908,7690.163908,2003
"569",1200,"BrF",34,"1996-07-17","CN",2004,1996,2004,8,2969,1,0,"Dom",2,3699,2004,2004-05-30,2004-09-02,"main",95,2,FALSE,3.1884100425,"Dom",6705.559232,6705.559232,2004
"570",1200,"BrF",37,"1996-07-17","CN",2005,1996,2005,9,3343,1,0,"Dom",2,3699,2005,2005-05-26,2005-09-11,"main",108,3,FALSE,4.85163903403571,"Dom",NA,NA,NA
"571",1203,"BrM",25,"1996-07-26","CN",1998,1996,1998,2,793,1,1,"Dom",1,1479,1998,1998-06-20,1998-09-27,"main",99,2,FALSE,4.62349680646667,"Dom",31856.90463,31856.90463,1998
"572",1203,"BrM",28,"1996-07-26","CN",1999,1996,1999,3,1157,1,1,"Dom",1,1479,1999,1999-07-02,1999-09-26,"main",86,3,FALSE,3.33536095095,"Dom",23403.0153725,23403.0153725,1999
"573",1205,"ABX",25,"1996-07-16","CN",1998,1996,1998,2,803,1,0,"Sub",NA,1836,1998,1998-06-20,1998-09-27,"main",99,2,FALSE,4.62349680646667,"Sub",24161.54192,24161.54192,1998
"574",1205,"ABX",28,"1996-07-16","CN",1999,1996,1999,3,1167,1,0,"Sub",NA,1836,1999,1999-07-02,1999-09-26,"main",86,3,FALSE,3.33536095095,"Sub",22193.38388,22193.38388,1999
"575",1211,"BrM",25,"1996-07-24","CN",1998,1996,1998,2,795,1,1,"Dom",1,919,1998,1998-06-20,1998-09-27,"main",99,2,FALSE,4.62349680646667,"Dom",26138.569645,26138.569645,1998
"576",1212,"BrM",25,"1996-07-29","CN",1998,1996,1998,2,790,1,1,"Dom",1,1476,1998,1998-06-20,1998-09-27,"main",99,2,FALSE,4.62349680646667,"Dom",75124.62104,75124.62104,1998
"577",1212,"BrM",28,"1996-07-29","CN",1999,1996,1999,3,1154,1,1,"Dom",1,1476,1999,1999-07-02,1999-09-26,"main",86,3,FALSE,3.33536095095,"Dom",26322.84644,26322.84644,1999
"578",1213,"BrM",30,"1997-07-27","CN",2003,1997,2003,6,2228,1,1,"Dom",3,2968,2003,2003-06-06,2003-09-02,"main",88,2,FALSE,3.65308711307692,"Sub",16599.04042,16599.04042,2003
"579",1213,"H",28,"1997-07-27","CN",1999,1997,1999,2,791,1,1,"Sub",3,2968,1999,1999-07-02,1999-09-26,"main",86,3,FALSE,3.33536095095,"Sub",26322.84644,26322.84644,1999
"580",1213,"BrM",34,"1997-07-27","CN",2004,1997,2004,7,2594,1,1,"Dom",3,2968,2004,2004-05-30,2004-09-02,"main",95,2,FALSE,3.1884100425,"Dom",14078.64938,14078.64938,2004
"581",1213,"ABX",25,"1997-07-27","CN",1998,1997,1998,1,427,1,1,"Sub",3,2968,1998,1998-06-20,1998-09-27,"main",99,2,FALSE,4.62349680646667,"Sub",75124.62104,75124.62104,1998
"582",1213,"TBrM",37,"1997-07-27","CN",2005,1997,2005,8,2968,1,1,NA,3,2968,2005,2005-05-26,2005-09-11,"main",108,2,FALSE,4.85163903403571,NA,NA,NA,NA
"583",1214,"BrM",28,"1997-04-05","CN",1999,1997,1999,2,904,1,1,"Dom",2,3437,1999,1999-07-02,1999-09-26,"main",86,3,FALSE,3.33536095095,"Sub",27476.08028,27476.08028,1999
"584",1214,"BrM",30,"1997-04-05","CN",2003,1997,2003,6,2341,1,1,"Dom",2,3437,2003,2003-06-06,2003-09-02,"main",88,2,FALSE,3.65308711307692,"Dom",10141.82176,10141.82176,2003
"585",1214,"ABX",25,"1997-04-05","CN",1998,1997,1998,1,540,1,1,"Sub",2,3437,1998,1998-06-20,1998-09-27,"main",99,2,FALSE,4.62349680646667,"Sub",47822.732105,47822.732105,1998
"586",1214,"BrM",34,"1997-04-05","CN",2004,1997,2004,7,2707,1,1,"Dom",2,3437,2004,2004-05-30,2004-09-02,"main",95,2,FALSE,3.1884100425,"Dom",14593.76505,14593.76505,2004
"587",1214,"BrM",37,"1997-04-05","CN",2005,1997,2005,8,3081,1,1,"Dom",2,3437,2005,2005-05-26,2005-09-11,"main",108,3,FALSE,4.85163903403571,"Dom",NA,NA,NA
"588",1215,"AB",25,"1997-07-24","CN",1998,1997,1998,1,430,1,1,"Sub",2,1116,1998,1998-06-20,1998-09-27,"main",99,2,FALSE,4.62349680646667,"Sub",63100.00346,63100.00346,1998
"589",1215,"BrM",28,"1997-07-24","CN",1999,1997,1999,2,794,1,1,"Dom",2,1116,1999,1999-07-02,1999-09-26,"main",86,3,FALSE,3.33536095095,"Sub",17264.413914,17264.413914,1999
"590",1216,"BrF",25,"1997-04-15","CN",1998,1997,1998,1,530,1,0,"Dom",1,654,1998,1998-06-20,1998-09-27,"main",99,2,FALSE,4.62349680646667,"Sub",12769.22445,12769.22445,1998
"591",1217,"SEEN1",25,"1996-11-27","CN",1998,1996,1998,2,669,1,1,"Sub",NA,669,1998,1998-06-20,1998-09-27,"main",99,2,FALSE,4.62349680646667,"Sub",42068.88019,42068.88019,1998
"592",1219,"SEEN1",25,"1996-11-28","CN",1998,1996,1998,2,668,1,0,"Sub",NA,668,1998,1998-06-20,1998-09-27,"main",99,2,FALSE,4.62349680646667,"Sub",112119.81125,112119.81125,1998
"593",1221,"H",25,"1997-06-21","CN",1998,1997,1998,1,463,1,1,"Sub",5,2398,1998,1998-06-20,1998-09-27,"main",99,2,FALSE,4.62349680646667,"Sub",61959.98617,61959.98617,1998
"594",1221,"H",28,"1997-06-21","CN",1999,1997,1999,2,827,1,1,"Sub",5,2398,1999,1999-07-02,1999-09-26,"main",86,3,FALSE,3.33536095095,"Sub",27441.244675,27441.244675,1999
"595",1221,"BrM",30,"1997-06-21","CN",2003,1997,2003,6,2264,1,1,"Dom",5,2398,2003,2003-06-06,2003-09-02,"main",88,2,FALSE,3.65308711307692,"Dom",24576.1869,24576.1869,2003
"596",1224,"ABX",25,"1997-03-29","CN",1998,1997,1998,1,547,1,1,"Sub",NA,671,1998,1998-06-20,1998-09-27,"main",99,2,FALSE,4.62349680646667,"Sub",100477.19325,100477.19325,1998
"597",1227,"AB",25,"1997-12-10","CN",1998,1997,1998,1,291,1,0,"Sub",2,977,1998,1998-06-20,1998-09-27,"main",99,2,FALSE,4.62349680646667,"Sub",74305.93752,74305.93752,1998
"598",1227,"BrF",28,"1997-12-10","CN",1999,1997,1999,2,655,1,0,"Dom",2,977,1999,1999-07-02,1999-09-26,"main",86,3,FALSE,3.33536095095,"Sub",36244.52212075,36244.52212075,1999
"599",1231,"SEEN2",25,"1997-08-16","CN",1998,1997,1998,1,407,1,0,"Sub",NA,531,1998,1998-06-20,1998-09-27,"main",99,2,FALSE,4.62349680646667,"Sub",40915.540395,40915.540395,1998
"600",1234,"H",28,"1997-07-20","CN",1999,1997,1999,2,798,1,1,"Sub",NA,1120,1999,1999-07-02,1999-09-26,"main",86,3,FALSE,3.33536095095,"Sub",33611.711935,33611.711935,1999
"601",1234,"H",25,"1997-07-20","CN",1998,1997,1998,1,434,1,1,"Sub",NA,1120,1998,1998-06-20,1998-09-27,"main",99,2,FALSE,4.62349680646667,"Sub",59118.609495,59118.609495,1998
"602",1235,"BrF",25,"1996-08-08","CN",1998,1996,1998,2,780,1,0,"Dom",1,904,1998,1998-06-20,1998-09-27,"main",99,2,FALSE,4.62349680646667,"Dom",68474.596115,68474.596115,1998
"603",1243,"BrM",28,"1996-12-24","CN",1999,1996,1999,3,1006,1,1,"Dom",2,1328,1999,1999-07-02,1999-09-26,"main",86,3,FALSE,3.33536095095,"Dom",177801.49763,177801.49763,1999
"604",1243,"BrM",25,"1996-12-24","CN",1998,1996,1998,2,642,1,1,"Dom",2,1328,1998,1998-06-20,1998-09-27,"main",99,2,FALSE,4.62349680646667,"Sub",75271.78208,75271.78208,1998
"605",1244,"BrF",25,"1997-05-02","CN",1998,1997,1998,1,513,1,0,"Dom",1,4146,1998,1998-06-20,1998-09-27,"main",99,2,FALSE,4.62349680646667,"Sub",68906.680025,68906.680025,1998
"606",1244,"BrF",28,"1997-05-02","CN",1999,1997,1999,2,877,1,0,"Dom",1,4146,1999,1999-07-02,1999-09-26,"main",86,3,FALSE,3.33536095095,"Dom",10090.198993,10090.198993,1999
"607",1244,"BrF",30,"1997-05-02","CN",2003,1997,2003,6,2314,1,0,"Dom",1,4146,2003,2003-06-06,2003-09-02,"main",88,2,FALSE,3.65308711307692,"Dom",14579.12076,14579.12076,2003
"608",1244,"BrF",82,"1997-05-02","CN",2007,1997,2007,10,3789,1,0,"Dom",1,4146,2007,2007-06-14,2007-09-16,"main",94,2,FALSE,2.34702925817857,"Dom",3895.021193,3895.021193,2007
"609",1244,"SEEN1",87,"1997-05-02","CN",2008,1997,2008,11,4146,1,0,"Sub",1,4146,2008,2008-07-10,2008-09-07,"main",59,2,FALSE,2.21180775553571,"Dom",26537.97426,26537.97426,2008
"610",1244,"BrF",34,"1997-05-02","CN",2004,1997,2004,7,2680,1,0,"Dom",1,4146,2004,2004-05-30,2004-09-02,"main",95,2,FALSE,3.1884100425,"Dom",4158.143263,4158.143263,2004
"611",1244,"BrF",37,"1997-05-02","CN",2005,1997,2005,8,3054,1,0,"Dom",1,4146,2005,2005-05-26,2005-09-11,"main",108,3,FALSE,4.85163903403571,"Dom",NA,NA,NA
"612",1246,"BrF",25,"1997-01-02","CN",1998,1997,1998,1,633,1,0,"Dom",1,1319,1998,1998-06-20,1998-09-27,"main",99,2,FALSE,4.62349680646667,"Sub",61959.98617,61959.98617,1998
"613",1246,"BrF",28,"1997-01-02","CN",1999,1997,1999,2,997,1,0,"Dom",1,1319,1999,1999-07-02,1999-09-26,"main",86,3,FALSE,3.33536095095,"Dom",27441.244675,27441.244675,1999
"614",1247,"BrF",25,"1997-01-15","CN",1998,1997,1998,1,620,1,0,"Dom",1,2919,1998,1998-06-20,1998-09-27,"main",99,2,FALSE,4.62349680646667,"Sub",74524.870925,74524.870925,1998
"615",1247,"BrF",28,"1997-01-15","CN",1999,1997,1999,2,984,1,0,"Dom",1,2919,1999,1999-07-02,1999-09-26,"main",86,3,FALSE,3.33536095095,"Dom",49192.00986,49192.00986,1999
"616",1247,"BrF",30,"1997-01-15","CN",2003,1997,2003,6,2421,1,0,"Dom",1,2919,2003,2003-06-06,2003-09-02,"main",88,2,FALSE,3.65308711307692,"Dom",10651.9332,10651.9332,2003
"617",1247,"BrF",34,"1997-01-15","CN",2004,1997,2004,7,2787,1,0,"Dom",1,2919,2004,2004-05-30,2004-09-02,"main",95,2,FALSE,3.1884100425,"Dom",7735.935487,7735.935487,2004
"618",1262,"ABX",25,"1997-11-17","CN",1998,1997,1998,1,314,1,1,"Sub",NA,438,1998,1998-06-20,1998-09-27,"main",99,2,FALSE,4.62349680646667,"Sub",60121.60831,60121.60831,1998
"619",1268,"AB",25,"1998-01-18","CN",1998,1998,1998,0,252,1,1,"Sub",1,2187,1998,1998-06-20,1998-09-27,"main",99,2,FALSE,4.62349680646667,"Sub",99957.67228,99957.67228,1998
"620",1268,"BrM",28,"1998-01-18","CN",1999,1998,1999,1,616,1,1,"Dom",1,2187,1999,1999-07-02,1999-09-26,"main",86,3,FALSE,3.33536095095,"Sub",25826.01718,25826.01718,1999
"621",1268,"BrM",30,"1998-01-18","CN",2003,1998,2003,5,2053,1,1,"Dom",1,2187,2003,2003-06-06,2003-09-02,"main",88,2,FALSE,3.65308711307692,"Dom",13094.79466,13094.79466,2003
"622",1269,"SEEN1",25,"1997-01-25","CN",1998,1997,1998,1,610,1,0,"Sub",NA,610,1998,1998-06-20,1998-09-27,"main",99,2,FALSE,4.62349680646667,"Sub",81601.7088533333,81601.7088533333,1998
"623",1270,"ABX",25,"1997-11-15","CN",1998,1997,1998,1,316,1,0,"Sub",NA,440,1998,1998-06-20,1998-09-27,"main",99,2,FALSE,4.62349680646667,"Sub",156127.5506,156127.5506,1998
"624",1271,"BrF",25,"1997-01-25","CN",1998,1997,1998,1,610,1,0,"Dom",1,3242,1998,1998-06-20,1998-09-27,"main",99,2,FALSE,4.62349680646667,"Sub",156127.5506,156127.5506,1998
"625",1271,"BrF",28,"1997-01-25","CN",1999,1997,1999,2,974,1,0,"Dom",1,3242,1999,1999-07-02,1999-09-26,"main",86,3,FALSE,3.33536095095,"Dom",60232.066835,60232.066835,1999
"626",1271,"H",30,"1997-01-25","CN",2003,1997,2003,6,2411,1,0,"Sub",1,3242,2003,2003-06-06,2003-09-02,"main",88,2,FALSE,3.65308711307692,"Sub",18554.82433,18554.82433,2003
"627",1271,"ABX",34,"1997-01-25","CN",2004,1997,2004,7,2777,1,0,"Sub",1,3242,2004,2004-05-30,2004-09-02,"main",95,2,FALSE,3.1884100425,"Sub",6350.796664,6350.796664,2004
"628",1271,"ABX",37,"1997-01-25","CN",2005,1997,2005,8,3151,1,0,"Sub",1,3242,2005,2005-05-26,2005-09-11,"main",108,3,FALSE,4.85163903403571,"Sub",NA,NA,NA
"629",1272,"H",25,"1997-01-25","CN",1998,1997,1998,1,610,1,0,"Sub",5,3507,1998,1998-06-20,1998-09-27,"main",99,2,FALSE,4.62349680646667,"Sub",156127.5506,156127.5506,1998
"630",1272,"H",28,"1997-01-25","CN",1999,1997,1999,2,974,1,0,"Sub",5,3507,1999,1999-07-02,1999-09-26,"main",86,3,FALSE,3.33536095095,"Sub",60232.066835,60232.066835,1999
"631",1272,"BrF",30,"1997-01-25","CN",2003,1997,2003,6,2411,1,0,"Dom",5,3507,2003,2003-06-06,2003-09-02,"main",88,2,FALSE,3.65308711307692,"Dom",18554.82433,18554.82433,2003
"632",1272,"BrF",34,"1997-01-25","CN",2004,1997,2004,7,2777,1,0,"Dom",5,3507,2004,2004-05-30,2004-09-02,"main",95,2,FALSE,3.1884100425,"Dom",6350.796664,6350.796664,2004
"633",1272,"BrF",37,"1997-01-25","CN",2005,1997,2005,8,3151,1,0,"Dom",5,3507,2005,2005-05-26,2005-09-11,"main",108,3,FALSE,4.85163903403571,"Dom",NA,NA,NA
"634",1274,"BrM",25,"1997-01-16","CN",1998,1997,1998,1,619,1,1,"Dom",1,1305,1998,1998-06-20,1998-09-27,"main",99,2,FALSE,4.62349680646667,"Sub",101008.752075,101008.752075,1998
"635",1274,"BrM",28,"1997-01-16","CN",1999,1997,1999,2,983,1,1,"Dom",1,1305,1999,1999-07-02,1999-09-26,"main",86,3,FALSE,3.33536095095,"Dom",79183.888555,79183.888555,1999
"636",1275,"SEEN2",25,"1997-11-15","CN",1998,1997,1998,1,316,1,0,"Sub",2,2857,1998,1998-06-20,1998-09-27,"main",99,2,FALSE,4.62349680646667,"Sub",132742.6296,132742.6296,1998
"637",1275,"BrF",34,"1997-11-15","CN",2004,1997,2004,7,2483,1,0,"Dom",2,2857,2004,2004-05-30,2004-09-02,"main",95,2,FALSE,3.1884100425,"Dom",8672.933191,8672.933191,2004
"638",1275,"TBrF",37,"1997-11-15","CN",2005,1997,2005,8,2857,1,0,"Sub",2,2857,2005,2005-05-26,2005-09-11,"main",108,2,FALSE,4.85163903403571,"Dom",NA,NA,NA
"639",1275,"BrF",30,"1997-11-15","CN",2003,1997,2003,6,2117,1,0,"Dom",2,2857,2003,2003-06-06,2003-09-02,"main",88,2,FALSE,3.65308711307692,"Dom",13136.02838,13136.02838,2003
"640",1275,"BrF",28,"1997-11-15","CN",1999,1997,1999,2,680,1,0,"Dom",2,2857,1999,1999-07-02,1999-09-26,"main",86,3,FALSE,3.33536095095,"Sub",49243.35207,49243.35207,1999
"641",1276,"BrM",25,"1997-01-28","CN",1998,1997,1998,1,607,1,1,"Dom",1,3653,1998,1998-06-20,1998-09-27,"main",99,2,FALSE,4.62349680646667,"Sub",56892.90752,56892.90752,1998
"642",1276,"BrM",34,"1997-01-28","CN",2004,1997,2004,7,2774,1,1,"Dom",1,3653,2004,2004-05-30,2004-09-02,"main",95,2,FALSE,3.1884100425,"Dom",5743.928418,5743.928418,2004
"643",1276,"BrM",37,"1997-01-28","CN",2005,1997,2005,8,3148,1,1,"Dom",1,3653,2005,2005-05-26,2005-09-11,"main",108,3,FALSE,4.85163903403571,"Dom",NA,NA,NA
"644",1276,"BrM",28,"1997-01-28","CN",1999,1997,1999,2,971,1,1,"Dom",1,3653,1999,1999-07-02,1999-09-26,"main",86,3,FALSE,3.33536095095,"Dom",84523.72115,84523.72115,1999
"645",1276,"BrM",30,"1997-01-28","CN",2003,1997,2003,6,2408,1,1,"Dom",1,3653,2003,2003-06-06,2003-09-02,"main",88,2,FALSE,3.65308711307692,"Dom",23774.14293,23774.14293,2003
"646",1277,"ABX",25,"1997-11-15","CN",1998,1997,1998,1,316,1,1,"Sub",NA,316,1998,1998-06-20,1998-09-27,"main",99,2,FALSE,4.62349680646667,"Sub",42293.7619,42293.7619,1998
"647",1278,"NSA",28,"1997-11-15","CN",1999,1997,1999,2,680,1,0,"Sub",NA,680,1999,1999-07-02,1999-09-26,"main",86,3,FALSE,3.33536095095,"Sub",10090.198993,10090.198993,1999
"648",1278,"FLOAT",25,"1997-11-15","CN",1998,1997,1998,1,316,1,0,"Sub",NA,680,1998,1998-06-20,1998-09-27,"main",99,2,FALSE,4.62349680646667,"Sub",NA,NA,NA
"649",1279,"ABX",25,"1997-03-10","CN",1998,1997,1998,1,566,1,1,"Sub",2,1252,1998,1998-06-20,1998-09-27,"main",99,2,FALSE,4.62349680646667,"Sub",60932.708795,60932.708795,1998
"650",1279,"BrM",28,"1997-03-10","CN",1999,1997,1999,2,930,1,1,"Dom",2,1252,1999,1999-07-02,1999-09-26,"main",86,3,FALSE,3.33536095095,"Sub",59965.290325,59965.290325,1999
"651",1286,"AB",25,"1997-11-07","CN",1998,1997,1998,1,324,1,1,"Sub",2,1790,1998,1998-06-20,1998-09-27,"main",99,2,FALSE,4.62349680646667,"Sub",81342.842415,81342.842415,1998
"652",1286,"BrM",28,"1997-11-07","CN",1999,1997,1999,2,688,1,1,"Dom",2,1790,1999,1999-07-02,1999-09-26,"main",86,3,FALSE,3.33536095095,"Sub",41842.369475,41842.369475,1999
"653",1287,"ABX",25,"1997-11-15","CN",1998,1997,1998,1,316,1,1,"Sub",2,2948,1998,1998-06-20,1998-09-27,"main",99,2,FALSE,4.62349680646667,"Sub",83266.299215,83266.299215,1998
"654",1287,"BrM",28,"1997-11-15","CN",1999,1997,1999,2,680,1,1,"Dom",2,2948,1999,1999-07-02,1999-09-26,"main",86,3,FALSE,3.33536095095,"Sub",45126.239915,45126.239915,1999
"655",1287,"BrM",30,"1997-11-15","CN",2003,1997,2003,6,2117,1,1,"Dom",2,2948,2003,2003-06-06,2003-09-02,"main",88,2,FALSE,3.65308711307692,"Dom",11174.09991,11174.09991,2003
"656",1287,"BrM",37,"1997-11-15","CN",2005,1997,2005,8,2857,1,1,"Dom",2,2948,2005,2005-05-26,2005-09-11,"main",108,3,FALSE,4.85163903403571,"Dom",NA,NA,NA
"657",1287,"BrM",34,"1997-11-15","CN",2004,1997,2004,7,2483,1,1,"Dom",2,2948,2004,2004-05-30,2004-09-02,"main",95,2,FALSE,3.1884100425,"Dom",25992.04881,25992.04881,2004
"658",1290,"ABX",25,"1997-11-15","CN",1998,1997,1998,1,316,1,1,"Sub",2,1002,1998,1998-06-20,1998-09-27,"main",99,2,FALSE,4.62349680646667,"Sub",31855.26081,31855.26081,1998
"659",1290,"BrM",28,"1997-11-15","CN",1999,1997,1999,2,680,1,1,"Dom",2,1002,1999,1999-07-02,1999-09-26,"main",86,3,FALSE,3.33536095095,"Sub",73221.02693,73221.02693,1999
"660",1304,"BrF",25,"1997-07-16","CN",1998,1997,1998,1,438,1,0,"Dom",1,1124,1998,1998-06-20,1998-09-27,"main",99,2,FALSE,4.62349680646667,"Sub",49115.356665,49115.356665,1998
"661",1304,"BrF",28,"1997-07-16","CN",1999,1997,1999,2,802,1,0,"Dom",1,1124,1999,1999-07-02,1999-09-26,"main",86,3,FALSE,3.33536095095,"Dom",78404.343285,78404.343285,1999
"662",1305,"ABX",25,"1997-11-15","CN",1998,1997,1998,1,316,1,0,"Sub",2,4126,1998,1998-06-20,1998-09-27,"main",99,2,FALSE,4.62349680646667,"Sub",135023.33414,135023.33414,1998
"663",1305,"BrF",28,"1997-11-15","CN",1999,1997,1999,2,680,1,0,"Dom",2,4126,1999,1999-07-02,1999-09-26,"main",86,3,FALSE,3.33536095095,"Sub",81814.1610466667,81814.1610466667,1999
"664",1305,"BrF",30,"1997-11-15","CN",2003,1997,2003,6,2117,1,0,"Dom",2,4126,2003,2003-06-06,2003-09-02,"main",88,2,FALSE,3.65308711307692,"Dom",23100.93401,23100.93401,2003
"665",1305,"BrF",34,"1997-11-15","CN",2004,1997,2004,7,2483,1,0,"Dom",2,4126,2004,2004-05-30,2004-09-02,"main",95,2,FALSE,3.1884100425,"Dom",17908.99449,17908.99449,2004
"666",1305,"BrF",37,"1997-11-15","CN",2005,1997,2005,8,2857,1,0,"Dom",2,4126,2005,2005-05-26,2005-09-11,"main",108,3,FALSE,4.85163903403571,"Dom",NA,NA,NA
"667",1305,"BrF",82,"1997-11-15","CN",2007,1997,2007,10,3592,1,0,"Dom",2,4126,2007,2007-06-14,2007-09-16,"main",94,2,FALSE,2.34702925817857,"Dom",42938.52031,42938.52031,2007
"668",1305,"BrF",87,"1997-11-15","CN",2008,1997,2008,11,3949,1,0,"Dom",2,4126,2008,2008-07-10,2008-09-07,"main",59,2,FALSE,2.21180775553571,"Dom",53575.73929,53575.73929,2008
"669",1306,"ABX",25,"1997-11-15","CN",1998,1997,1998,1,316,1,1,"Sub",2,1002,1998,1998-06-20,1998-09-27,"main",99,2,FALSE,4.62349680646667,"Sub",236347.08508,236347.08508,1998
"670",1306,"BrM",28,"1997-11-15","CN",1999,1997,1999,2,680,1,1,"Dom",2,1002,1999,1999-07-02,1999-09-26,"main",86,3,FALSE,3.33536095095,"Sub",21688.744265,21688.744265,1999
"671",1345,"BrF",28,"1997-06-23","CN",1999,1997,1999,2,825,1,0,"Dom",1,1147,1999,1999-07-02,1999-09-26,"main",86,3,FALSE,3.33536095095,"Dom",40095.794255,40095.794255,1999
"672",1346,"BrF",28,"1997-11-15","CN",1999,1997,1999,2,680,1,0,"Dom",2,2948,1999,1999-07-02,1999-09-26,"main",86,3,FALSE,3.33536095095,"Sub",27538.992255,27538.992255,1999
"673",1346,"BrF",30,"1997-11-15","CN",2003,1997,2003,6,2117,1,0,"Dom",2,2948,2003,2003-06-06,2003-09-02,"main",88,2,FALSE,3.65308711307692,"Dom",NA,NA,NA
"674",1346,"BrF",34,"1997-11-15","CN",2004,1997,2004,7,2483,1,0,"Dom",2,2948,2004,2004-05-30,2004-09-02,"main",95,2,FALSE,3.1884100425,"Dom",11062.68838,11062.68838,2004
"675",1346,"BrF",37,"1997-11-15","CN",2005,1997,2005,8,2857,1,0,"Dom",2,2948,2005,2005-05-26,2005-09-11,"main",108,3,FALSE,4.85163903403571,"Dom",NA,NA,NA
"676",1348,"BrM",28,"1998-07-17","CN",1999,1998,1999,1,436,1,1,"Dom",1,2007,1999,1999-07-02,1999-09-26,"main",86,3,FALSE,3.33536095095,"Sub",26113.8693,26113.8693,1999
"677",1348,"BrM",30,"1998-07-17","CN",2003,1998,2003,5,1873,1,1,"Dom",1,2007,2003,2003-06-06,2003-09-02,"main",88,2,FALSE,3.65308711307692,"Dom",6092.856566,6092.856566,2003
"678",1355,"BrF",28,"1997-12-06","CN",1999,1997,1999,2,659,1,0,"Dom",2,2096,1999,1999-07-02,1999-09-26,"main",86,3,FALSE,3.33536095095,"Sub",7405.7125375,7405.7125375,1999
"679",1356,"BrM",28,"1997-08-05","CN",1999,1997,1999,2,782,1,1,"Dom",1,4427,1999,1999-07-02,1999-09-26,"main",86,3,FALSE,3.33536095095,"Dom",18522.12344,18522.12344,1999
"680",1356,"BrM",37,"1997-08-05","CN",2005,1997,2005,8,2959,1,1,"Dom",1,4427,2005,2005-05-26,2005-09-11,"main",108,3,FALSE,4.85163903403571,"Dom",NA,NA,NA
"681",1356,"BrM",82,"1997-08-05","CN",2007,1997,2007,10,3694,1,1,"Dom",1,4427,2007,2007-06-14,2007-09-16,"main",94,2,FALSE,2.34702925817857,"Dom",6690.221542,6690.221542,2007
"682",1356,"BrM",30,"1997-08-05","CN",2003,1997,2003,6,2219,1,1,"Dom",1,4427,2003,2003-06-06,2003-09-02,"main",88,2,FALSE,3.65308711307692,"Dom",9287.201724,9287.201724,2003
"683",1356,"BrM",34,"1997-08-05","CN",2004,1997,2004,7,2585,1,1,"Dom",1,4427,2004,2004-05-30,2004-09-02,"main",95,2,FALSE,3.1884100425,"Dom",30508.2039,30508.2039,2004
"684",1356,"BrM",92,"1997-08-05","CN",2009,1997,2009,12,4427,1,1,"Dom",1,4427,2009,2009-06-08,2009-09-18,"main",102,2,FALSE,3.92001919767857,"Dom",18446.53783,18446.53783,2009
"685",1356,"BrM",87,"1997-08-05","CN",2008,1997,2008,11,4051,1,1,"Dom",1,4427,2008,2008-07-10,2008-09-07,"main",59,2,FALSE,2.21180775553571,"Dom",17274.87658,17274.87658,2008
"686",1357,"BrM",28,"1997-08-09","CN",1999,1997,1999,2,778,1,1,"Dom",2,1447,1999,1999-07-02,1999-09-26,"main",86,3,FALSE,3.33536095095,"Sub",7405.7125375,7405.7125375,1999
